disagreement_id,record_id,cohort,title,field,field_type,coder_x_label,coder_y_label,evidence_status,evidence_location_lead,evidence_excerpt_lead,evidence_summary,codebook_rule,human_final_label,brief_reason,evidence_location_verified,unresolved,reviewer_initials,review_date,row_status
C05__principal_evidence,C05,released_67,Mut4All: fuzzing compilers via LLM-synthesized mutators learned from bug reports,principal reported evidence output,single-label,runtime safety signal,externally traceable material,source-linked lead,"https://arxiv.org/abs/2507.19275 | Paper pp. 1–7 (design and motivating issue mappings), pp. 14–20 (RQ1–RQ3, especially bug-hunting results), and pp. 22–24 (discussion/conclusion). | excerpt pages 2, 4","[p.2] Experimental results also show that Mut4All discovers a significant number of unique crashes, complementing existing fuzzers, and achieves the highest coverage on all Rust and C++ compilers. [p.4] The results indicate that Mut4All outperforms existing approaches by discovering more unique crashes, achieving the highest line coverage on Rust and both C++ compilers.",A source-linked excerpt and locator are supplied as review leads; the cited source and locator should be retained for auditability.,Select the observable result most directly supporting the main finding. Benchmark ground truth or aggregate CVE counts do not automatically establish externally traceable material.,runtime safety signal,The cited source supports the selected label runtime safety signal as the main observable result reported for the study.,"https://arxiv.org/abs/2507.19275 | Paper pp. 1–7 (design and motivating issue mappings), pp. 14–20 (RQ1–RQ3, especially bug-hunting results), and pp. 22–24 (discussion/conclusion). | excerpt pages 2, 4",no,,2026-08-12,ready
C05__external_traceability,C05,released_67,Mut4All: fuzzing compilers via LLM-synthesized mutators learned from bug reports,external traceability,single-label,no external trace reported,publicly aligned external trace,source-linked lead,"https://arxiv.org/abs/2507.19275 | Paper pp. 1–7 (design and motivating issue mappings), pp. 14–20 (RQ1–RQ3, especially bug-hunting results), and pp. 22–24 (discussion/conclusion). | excerpt pages 7, 18","[p.7] This results in a compiler crash, reported as bug GCC-120798, which has been confirmed by GCC maintainers. [p.18] Among these, 58 bugs (i.e., 60%) have been confirmed by compiler maintainers as previously unknown bugs: 32 in rustc, 9 in gccrs, 7 in GCC, and 10 in Clang.",A source-linked excerpt and locator are supplied as review leads; the cited source and locator should be retained for auditability.,Code separately from principal output. Only item-level alignment between a concrete system result and a specific public external record qualifies as publicly aligned external trace.,no external trace reported,The cited source supports the selected label no external trace reported under the codebook's item-level public-record alignment criterion.,"https://arxiv.org/abs/2507.19275 | Paper pp. 1–7 (design and motivating issue mappings), pp. 14–20 (RQ1–RQ3, especially bug-hunting results), and pp. 22–24 (discussion/conclusion). | excerpt pages 7, 18",no,,2026-08-12,ready
C06__capability,C06,released_67,LLAMA: multi-feedback smart contract fuzzing framework with LLM-guided seed generation,cross-stage capability,multi-label,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing,source-linked lead,"https://doi.org/10.1109/TIFS.2026.3666859 | Paper pp. 1–4 (Abstract, motivation and assumptions), pp. 5–10 (seed validation, scheduler and hybrid fuzzing), and pp. 11–14 (evaluation). | excerpt pages 8","[p.8] The engine adopts a ﬁtness-based ranking strategy that prioritizes Algorithm 3 Selective Symbolic Execution and Asynchronous LLM-Guided Reseeding Input: 1: Seed population P, coverage analyzer A 2: Executor S, LLM client L 3: Constants: Stagnation window W, relative threshold ϵrel Output: 4: Updated seed population P 5: Initialize coverage history H ← [ ] and pending ← false 6: while not TerminationCriterion do 7: Run evolutionary generation on P (selection, crossover, mutation) 8: Execute seeds; covt ← A.GlobalCoverage(P) 9: Append covt to H 10: if StagnationDetected(H, W,ϵ rel) and not pending then 11: Scand ← SelectStuckSeeds(P, A) 12: LaunchSSEAsync(Scand, S) {Non-blocking} 13: SubmitLLM",A source-linked excerpt and locator are supplied as review leads; the cited source and locator should be retained for auditability.,Require an explicit cross-stage connection. Information must guide later action; feedback must alter later action; packaging must assemble prior outputs; governance must enforce an actual gate.,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,"The cited source supports the selected label context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.","https://doi.org/10.1109/TIFS.2026.3666859 | Paper pp. 1–4 (Abstract, motivation and assumptions), pp. 5–10 (seed validation, scheduler and hybrid fuzzing), and pp. 11–14 (evaluation). | excerpt pages 8",no,,2026-08-12,ready
C07__lifecycle,C07,released_67,ProtocolGuard: detecting protocol non-compliance bugs via LLM-guided static analysis and dynamic verification,lifecycle coverage,multi-label,candidate analysis;execution observation;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,source-linked lead,"https://doi.org/10.14722/ndss.2026.240521 | Paper pp. 1–3 (Abstract/problem), pp. 4–8 (rule extraction, slicing and dynamic verification), pp. 8–10 (case studies), and pp. 13–18 (disclosure/appendix). | excerpt pages 13","[p.13] Directed fuzzing aims to efficiently validate known or potential bugs by guiding input mutations toward specific program locations or paths. [p.13] To address this limitation, we plan to inte- grate protocol-aware mutation strategies or symbolic execution techniques to help fuzzers explore complex conditional paths that are otherwise difficult to reach.",A source-linked excerpt and locator are supplied as review leads; the cited source and locator should be retained for auditability.,"Mark only observable lifecycle actions or outputs. Reporting and audit requires explicit packaging, routing, disclosure, or audit transition; a report name alone is insufficient.",candidate analysis;execution observation;reproduction and validation,The cited source supports the selected label candidate analysis;execution observation;reproduction and validation; only observable workflow actions or outputs were retained.,"https://doi.org/10.14722/ndss.2026.240521 | Paper pp. 1–3 (Abstract/problem), pp. 4–8 (rule extraction, slicing and dynamic verification), pp. 8–10 (case studies), and pp. 13–18 (disclosure/appendix). | excerpt pages 13",no,,2026-08-12,ready
C08__lifecycle,C08,released_67,BSFuzzer: context-aware semantic fuzzing for BLE logic flaw detection,lifecycle coverage,multi-label,candidate analysis;execution observation;path and input exploration,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,source-linked lead,"https://doi.org/10.14722/ndss.2026.240094 | Paper pp. 1–5 (Abstract and design motivation), pp. 5–9 (semantic mutation workflow), pp. 8–14 (evaluation and case analysis), and p. 18 (Appendix B.2 findings table). | excerpt pages 11",[p.11] SecByp 8.1 Neglects key validation; encryption proceeds with all-zero key V3H§2.4.4 S4 Misaligned state by earlyLL_ENC_REQbefore pairing – DoS 7.5 Improper sequence handling leads to desync V3H§2.4 S5 Accepts LL_START_ENC_RSPbefore pairing – DoS 8.1 Fails to verify preconditions before encryption start V6B§4.7 S6 Multiple LL_LENGTH_REQcauses crash – DoS 6.5 Flooding LL_LENGTH_REQcauses stack overflow V6B§4.5.10 S7 Accepts LL_START_ENC_REQbefore pairing – DoS 7.5 Bypasses authentication phase during pairing V6B§4.7 S8 Accepts PAIRING_RANDOMbefore public key exchange SC DoS 7.5 Breaks pairing sequence V3H§2.3.5.7 I1 Accepts LL_LENGTH_REQwithmax_tx_bytes<27 – DoS 6.5 Violates minimal payload co,A source-linked excerpt and locator are supplied as review leads; the cited source and locator should be retained for auditability.,"Mark only observable lifecycle actions or outputs. Reporting and audit requires explicit packaging, routing, disclosure, or audit transition; a report name alone is insufficient.",candidate analysis;path and input exploration;execution observation,The cited source supports the selected label candidate analysis;path and input exploration;execution observation; only observable workflow actions or outputs were retained.,"https://doi.org/10.14722/ndss.2026.240094 | Paper pp. 1–5 (Abstract and design motivation), pp. 5–9 (semantic mutation workflow), pp. 8–14 (evaluation and case analysis), and p. 18 (Appendix B.2 findings table). | excerpt pages 11",no,,2026-08-12,ready
C08__capability,C08,released_67,BSFuzzer: context-aware semantic fuzzing for BLE logic flaw detection,cross-stage capability,multi-label,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;validation organization / evidence packaging,source-linked lead,"https://doi.org/10.14722/ndss.2026.240094 | Paper pp. 1–5 (Abstract and design motivation), pp. 5–9 (semantic mutation workflow), pp. 8–14 (evaluation and case analysis), and p. 18 (Appendix B.2 findings table). | excerpt pages 9, 10","[p.9] 2) Baseline Methods: We select four fuzzing tools as our baseline: Boofuzz [16], LLMIF [17], SweynTooth [12], and Proteus [8]. [p.10] The prompts were iteratively refined through measured accuracy and detailed error analysis on manually annotated samples, with each iteration re-evaluated until the accuracy converged to a stable level.",A source-linked excerpt and locator are supplied as review leads; the cited source and locator should be retained for auditability.,Require an explicit cross-stage connection. Information must guide later action; feedback must alter later action; packaging must assemble prior outputs; governance must enforce an actual gate.,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,"The cited source supports the selected label context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.","https://doi.org/10.14722/ndss.2026.240094 | Paper pp. 1–5 (Abstract and design motivation), pp. 5–9 (semantic mutation workflow), pp. 8–14 (evaluation and case analysis), and p. 18 (Appendix B.2 findings table). | excerpt pages 9, 10",no,,2026-08-12,ready
C08__principal_evidence,C08,released_67,BSFuzzer: context-aware semantic fuzzing for BLE logic flaw detection,principal reported evidence output,single-label,runtime safety signal,reproducible validation,source-linked lead,"https://doi.org/10.14722/ndss.2026.240094 | Paper pp. 1–5 (Abstract and design motivation), pp. 5–9 (semantic mutation workflow), pp. 8–14 (evaluation and case analysis), and p. 18 (Appendix B.2 findings table). | excerpt pages 1","[p.1] Compared to four state-of-the-art BLE vulnerability detection tools, BSFuzzer achieved 9.34% higher code coverage and exposed a broader class of vulnerabilities, demonstrating its effectiveness in uncovering deep interpretation inconsistencies in BLE protocol implementations. [p.1] Among them, fuzzing has emerged as the most widely adopted and practically effective approach for exposing memory corruption bugs via crash-triggering Network and Distributed System Security (NDSS) Symposium 2026 23-27 February 2026, San Diego, CA, USA ISBN 979-8-9919276-8-0 https://dx.doi.org/10.14722/ndss.2026.240094 www.ndss-symposium.org",A source-linked excerpt and locator are supplied as review leads; the cited source and locator should be retained for auditability.,Select the observable result most directly supporting the main finding. Benchmark ground truth or aggregate CVE counts do not automatically establish externally traceable material.,runtime safety signal,The cited source supports the selected label runtime safety signal as the main observable result reported for the study.,"https://doi.org/10.14722/ndss.2026.240094 | Paper pp. 1–5 (Abstract and design motivation), pp. 5–9 (semantic mutation workflow), pp. 8–14 (evaluation and case analysis), and p. 18 (Appendix B.2 findings table). | excerpt pages 1",no,,2026-08-12,ready
C09__lifecycle,C09,released_67,RFCAudit: AI Agent for Auditing Protocol Implementations Against RFC Specifications,lifecycle coverage,multi-label,candidate analysis,candidate analysis;reporting and audit,source-linked lead,"https://ieeexplore.ieee.org/abstract/document/11334718 | Paper pp. 1–3 (Abstract/overview), pp. 4–7 (indexing and detection agents), pp. 7–9 (Table II and evaluation), and pp. 10–11 (case studies/validity). | excerpt pages 1","[p.1] Inspired by the human auditing procedure, RFCA UDIT comprises two key com- ponents: an indexing agent and a detection agent. [p.1] RFCA UDIT : AI Agent for Auditing Protocol Implementations Against RFC Specifications Mingwei Zheng 1, Chengpeng Wang 1, Xuwei Liu 1, Jinyao Guo 1, Shiwei Feng 1,and Xiangyu Zhang 1 1Department of Computer Science, Purdue University, West Lafayette, USA Email: {zheng618, wang6590, liu2598, guo846, feng292, xyzhang }@purdue.edu Abstract—Functional correctness is critical for ensuring the reliability and security of network protocol implementations.",A source-linked excerpt and locator are supplied as review leads; the cited source and locator should be retained for auditability.,"Mark only observable lifecycle actions or outputs. Reporting and audit requires explicit packaging, routing, disclosure, or audit transition; a report name alone is insufficient.",candidate analysis,The cited source supports the selected label candidate analysis; only observable workflow actions or outputs were retained.,"https://ieeexplore.ieee.org/abstract/document/11334718 | Paper pp. 1–3 (Abstract/overview), pp. 4–7 (indexing and detection agents), pp. 7–9 (Table II and evaluation), and pp. 10–11 (case studies/validity). | excerpt pages 1",no,,2026-08-12,ready
C10__lifecycle,C10,released_67,VulAgent: a hypothesis validation-based multi-agent system for software vulnerability detection,lifecycle coverage,multi-label,candidate analysis,candidate analysis;reporting and audit,source-linked lead,"https://arxiv.org/abs/2509.11523 | Paper pp. 1–2 (Abstract and paradigm), pp. 4–8 (agent workflow and report schema), pp. 9–16 (datasets, RQs and case study), and p. 17 (limitations). | excerpt pages 5, 1","[p.5] Once activated, each agent 𝑎∈𝐴 𝑖 analyzes 𝑐𝑖 from its angle and emits a textual report𝑡𝑎 𝑖 (finding, trigger, and evidence). [p.1] The scale of this threat continues to rise: in the first quarter of 2022, the US National Vulnerability Database (NVD) disclosed 8,051 vulnerabilities, a 25% increase over the previous year [8], while a Synopsys OSSRA study reported that 81% of 2,409 analyzed codebases contained at least one known open-source vulnerability.",A source-linked excerpt and locator are supplied as review leads; the cited source and locator should be retained for auditability.,"Mark only observable lifecycle actions or outputs. Reporting and audit requires explicit packaging, routing, disclosure, or audit transition; a report name alone is insufficient.",candidate analysis,The cited source supports the selected label candidate analysis; only observable workflow actions or outputs were retained.,"https://arxiv.org/abs/2509.11523 | Paper pp. 1–2 (Abstract and paradigm), pp. 4–8 (agent workflow and report schema), pp. 9–16 (datasets, RQs and case study), and p. 17 (limitations). | excerpt pages 5, 1",no,,2026-08-12,ready
C10__capability,C10,released_67,VulAgent: a hypothesis validation-based multi-agent system for software vulnerability detection,cross-stage capability,multi-label,context aggregation / rule extraction;tool routing / strategy routing,context aggregation / rule extraction;tool routing / strategy routing;validation organization / evidence packaging,source-linked lead,"https://arxiv.org/abs/2509.11523 | Paper pp. 1–2 (Abstract and paradigm), pp. 4–8 (agent workflow and report schema), pp. 9–16 (datasets, RQs and case study), and p. 17 (limitations). | excerpt pages 1, 4","[p.1] Building on this, VulAgent adopts a hypothesis-validation paradigm: for each vulnerability report, it builds hypothesis conditions and a trigger path, steering the LLM to target the relevant program context and defensive checks during verification, which reduces false positives. [p.4] The framework of VulAgent, which coordinates multiple specialized agents for vulnerability detection, aggregates their reports into vulnerability hypotheses, and then performs hypotheses validation with program context. (pointer arithmetic and buffer boundaries).",A source-linked excerpt and locator are supplied as review leads; the cited source and locator should be retained for auditability.,Require an explicit cross-stage connection. Information must guide later action; feedback must alter later action; packaging must assemble prior outputs; governance must enforce an actual gate.,context aggregation / rule extraction;tool routing / strategy routing,"The cited source supports the selected label context aggregation / rule extraction;tool routing / strategy routing; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.","https://arxiv.org/abs/2509.11523 | Paper pp. 1–2 (Abstract and paradigm), pp. 4–8 (agent workflow and report schema), pp. 9–16 (datasets, RQs and case study), and p. 17 (limitations). | excerpt pages 1, 4",no,,2026-08-12,ready
C10__external_traceability,C10,released_67,VulAgent: a hypothesis validation-based multi-agent system for software vulnerability detection,external traceability,single-label,no external trace reported,benchmark ground truth / public material,source-linked lead,"https://arxiv.org/abs/2509.11523 | Paper pp. 1–2 (Abstract and paradigm), pp. 4–8 (agent workflow and report schema), pp. 9–16 (datasets, RQs and case study), and p. 17 (limitations). | excerpt pages 9, 17","[p.9] All datasets follow publicly available splits. [p.17] 6 DISCUSSION Threats.First, our evaluation relies on public datasets (PrimeVul, SVEN) and their pair-wise labels; any label noise or imperfect fix mapping can bias results.",A source-linked excerpt and locator are supplied as review leads; the cited source and locator should be retained for auditability.,Code separately from principal output. Only item-level alignment between a concrete system result and a specific public external record qualifies as publicly aligned external trace.,no external trace reported,The cited source supports the selected label no external trace reported under the codebook's item-level public-record alignment criterion.,"https://arxiv.org/abs/2509.11523 | Paper pp. 1–2 (Abstract and paradigm), pp. 4–8 (agent workflow and report schema), pp. 9–16 (datasets, RQs and case study), and p. 17 (limitations). | excerpt pages 9, 17",no,,2026-08-12,ready
C11__lifecycle,C11,released_67,MALF: a multi-agent LLM framework for intelligent fuzzing of industrial control protocols,lifecycle coverage,multi-label,execution observation;path and input exploration,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,source-linked lead,"https://arxiv.org/abs/2510.02694 | Paper pp. 1–10 (architecture/workflows), pp. 11–18 (evaluation), and pp. 18–19 (Table 5, CNVD-2024-16009 and Figure 13). | excerpt pages 4, 1","[p.4] 1, MALF integrates four core components—Seed Generation Agent, Test Case Generation Agent, Feedback Analysis Agent, and Communication Interaction Module—to generate diverse test inputs, optimize testing strategies, and refine vulnerability detection in real time. [p.1] For instance, Modbus/TCP lacks native encryption, making it susceptible to man-in-the-middle attacks, while OPC UA’s complex metadata structures create parsing vulnerabilities exploitable via malformed packets.",A source-linked excerpt and locator are supplied as review leads; the cited source and locator should be retained for auditability.,"Mark only observable lifecycle actions or outputs. Reporting and audit requires explicit packaging, routing, disclosure, or audit transition; a report name alone is insufficient.",path and input exploration;execution observation,The cited source supports the selected label path and input exploration;execution observation; only observable workflow actions or outputs were retained.,"https://arxiv.org/abs/2510.02694 | Paper pp. 1–10 (architecture/workflows), pp. 11–18 (evaluation), and pp. 18–19 (Table 5, CNVD-2024-16009 and Figure 13). | excerpt pages 4, 1",no,,2026-08-12,ready
C11__principal_evidence,C11,released_67,MALF: a multi-agent LLM framework for intelligent fuzzing of industrial control protocols,principal reported evidence output,single-label,runtime safety signal,externally traceable material,source-linked lead,"https://arxiv.org/abs/2510.02694 | Paper pp. 1–10 (architecture/workflows), pp. 11–18 (evaluation), and pp. 18–19 (Table 5, CNVD-2024-16009 and Figure 13). | excerpt pages 5, 19","[p.5] In MALF, RAG retrieves information (e.g., command structures, field formats, vendor-specific constraints) from structured ICP documents (e.g., Modbus/TCP, S7, Ethernet/IP) and vulnerability databases (e.g., CVE, CNVD). [p.19] Device Vulnerability Description Security Issue Reference SIEMENS S7-300 Denial of Service Vulnera- bility Device crashed CVE-2016-3949 Input Validation Vulnerabil- ity Device crashed CVE-2015-2177 Controller Password Protec- tion Vulnerability Device access compro- mised CVE-2015-0004 Plaintext Unverified Proto- col Vulnerability Data leakage or device ex- posure CVE-2015-0019 PLC Memory Read/Write Vulnerability Device memory corrupted CVE-2015-0015 I/O Module Stoppage Device functionality dis- rupted Under review SIEMENS S7-1200 CPU Device CRLF Injec- tion Vulnerability Device crashed CVE-2014-2909 CPU Device Cross-Site Scripting (XSS) Device compromised CVE-2014-2908 Network Server Cross-",A source-linked excerpt and locator are supplied as review leads; the cited source and locator should be retained for auditability.,Select the observable result most directly supporting the main finding. Benchmark ground truth or aggregate CVE counts do not automatically establish externally traceable material.,runtime safety signal,The cited source supports the selected label runtime safety signal as the main observable result reported for the study.,"https://arxiv.org/abs/2510.02694 | Paper pp. 1–10 (architecture/workflows), pp. 11–18 (evaluation), and pp. 18–19 (Table 5, CNVD-2024-16009 and Figure 13). | excerpt pages 5, 19",no,,2026-08-12,ready
C11__external_traceability,C11,released_67,MALF: a multi-agent LLM framework for intelligent fuzzing of industrial control protocols,external traceability,single-label,author-reported external clue,publicly aligned external trace,source-linked lead,"https://arxiv.org/abs/2510.02694 | Paper pp. 1–10 (architecture/workflows), pp. 11–18 (evaluation), and pp. 18–19 (Table 5, CNVD-2024-16009 and Figure 13). | excerpt pages 5, 18","[p.5] In MALF, RAG retrieves information (e.g., command structures, field formats, vendor-specific constraints) from structured ICP documents (e.g., Modbus/TCP, S7, Ethernet/IP) and vulnerability databases (e.g., CVE, CNVD). [p.18] One of these zero-day issues, later confirmed as CNVD-2024-16009, was reported to the Chinese National Vulnerability Database (CNVD).",A source-linked excerpt and locator are supplied as review leads; the cited source and locator should be retained for auditability.,Code separately from principal output. Only item-level alignment between a concrete system result and a specific public external record qualifies as publicly aligned external trace.,author-reported external clue,The cited source supports the selected label author-reported external clue under the codebook's item-level public-record alignment criterion.,"https://arxiv.org/abs/2510.02694 | Paper pp. 1–10 (architecture/workflows), pp. 11–18 (evaluation), and pp. 18–19 (Table 5, CNVD-2024-16009 and Figure 13). | excerpt pages 5, 18",no,,2026-08-12,ready
C12__lifecycle,C12,released_67,NeTestLLM: automated network protocol testing with LLM agents,lifecycle coverage,multi-label,execution observation;path and input exploration;reporting and audit,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,source-linked lead,"https://arxiv.org/abs/2510.13248 | Paper pp. 1–3 (Abstract/workflow), pp. 4–8 (hierarchical understanding, generation and correction loops), and pp. 8–12 (evaluation and case study). | excerpt pages 6, 1","[p.6] Based on the testing importance and section classification from the high-level protocol analysis results (§ 4.1), we design a threshold-based method to evaluate important sections. [p.1] NeTestLLM employs hierarchical protocol understanding to capture complex specifications, iterative test case generation to improve coverage, a task-specific work- flow for executable artifact generation, and runtime feedback analysis for debugging and refinement.",A source-linked excerpt and locator are supplied as review leads; the cited source and locator should be retained for auditability.,"Mark only observable lifecycle actions or outputs. Reporting and audit requires explicit packaging, routing, disclosure, or audit transition; a report name alone is insufficient.",path and input exploration;execution observation;reporting and audit,The cited source supports the selected label path and input exploration;execution observation;reporting and audit; only observable workflow actions or outputs were retained.,"https://arxiv.org/abs/2510.13248 | Paper pp. 1–3 (Abstract/workflow), pp. 4–8 (hierarchical understanding, generation and correction loops), and pp. 8–12 (evaluation and case study). | excerpt pages 6, 1",no,,2026-08-12,ready
