"task_id","sample_id","case_id","record_id","title","field","field_type","allowed_labels","material_path","material_sha256","reviewer_label","evidence_locator","evidence_excerpt","reviewer_reason","reviewer_confidence"
"FMRC-T224","FMRC-045","A115","FMS0226","Artificial Intelligence as the New Hacker: Developing Agents for Offensive Security","principal reported evidence output","single-label","candidate judgment | controlled task completion | runtime safety signal | reproducible validation | externally traceable material | unresolved | material mismatch","materials\FMRC-045.pdf","360560f5795070aa8406c4af4a341f5dc2221a521dea67b99956412bc597a487","controlled task completion","PDF p.4","This paper ex- plores the integration of Artificial Intelligence (AI) into offensive cybersecurity, particularly through the development of an autonomous AI agent, ReaperAI, de- signed to simulate and execute cyberattacks. Leveraging the capabilities of Large Language Models (LLMs) such as GPT-4, ReaperAI demonstrates the potential to identify, exploit, and analyze security vulnerabilities autonomously.","Independent recheck supports controlled task completion for the stated evaluation only; stronger deployment or external claims require additional evidence.","high"
"FMRC-T225","FMRC-045","A115","FMS0226","Artificial Intelligence as the New Hacker: Developing Agents for Offensive Security","external traceability","single-label","no external trace reported | author-reported external clue | item-aligned external record | not observable in supplied material | unresolved | material mismatch","materials\FMRC-045.pdf","360560f5795070aa8406c4af4a341f5dc2221a521dea67b99956412bc597a487","author-reported external clue","PDF page 18, extracted text line 406","and fine-tuning sessions using the latest threat data, like CVEs, ensuring that the","The excerpt is limited to the paper's stated external record relationship; benchmark ground truth or public background is not treated as item-level traceability.","medium"
"FMRC-T226","FMRC-046","A187","CP229","FunFuzz: An LLM-Powered Evolutionary Fuzzing Framework","lifecycle coverage","multi-label","candidate analysis | path and input exploration | execution observation | reproduction and validation | patch validation | reporting and audit | no qualifying label observed | not observable in supplied material | unresolved | material mismatch","materials\FMRC-046.pdf","5de5981716a24a2aff6303408bd0615e15e074f9752ac75bab8294b21f4722a6","path and input exploration;execution observation","PDF page 1, extracted text line 35","island optimization, feedback-guided generation, coverage-guided","The excerpt shows the coded workflow action(s); the material does not support stronger stages without an explicit action, object, and result or later use.","medium"
"FMRC-T227","FMRC-046","A187","CP229","FunFuzz: An LLM-Powered Evolutionary Fuzzing Framework","cross-stage capability","multi-label","context aggregation / rule extraction | tool routing / strategy routing | feedback interpretation / loop adjustment | validation organization / evidence packaging | long-horizon state management | failure reuse / strategy update | governance / human gates / disclosure control | no qualifying label observed | not observable in supplied material | unresolved | material mismatch","materials\FMRC-046.pdf","5de5981716a24a2aff6303408bd0615e15e074f9752ac75bab8294b21f4722a6","context aggregation / rule extraction;feedback interpretation / loop adjustment","PDF page 4, extracted text line 337","Figure 1: FunFuzz strategy: High-level view of the evolutionary loop driven by LLM-generated prompts and feedback-guided","The excerpt shows information or feedback changing a later action/state under the revised cross-stage template; architecture or memory alone was excluded.","medium"
"FMRC-T228","FMRC-046","A187","CP229","FunFuzz: An LLM-Powered Evolutionary Fuzzing Framework","primary system shape","single-label","candidate-analysis system | feedback-driven fuzzing agent | reproduction-, validation-, and repair-centered agent | long-horizon pentest and CRS agent | unresolved | material mismatch","materials\FMRC-046.pdf","5de5981716a24a2aff6303408bd0615e15e074f9752ac75bab8294b21f4722a6","feedback-driven fuzzing agent","PDF p.1","es Universidad de Murcia Murcia, Spain Abstract Modern fuzzers increasingly use Large Language Models (LLMs) to generate structured inputs, but LLM-driven fuzzing is sensitive to prompt initialization and sampling variance, which can reduce exploration efficiency and lead to redundant inputs.","Independent recheck supports feedback-driven fuzzing agent for the stated evaluation only; stronger deployment or external claims require additional evidence.","high"
"FMRC-T229","FMRC-046","A187","CP229","FunFuzz: An LLM-Powered Evolutionary Fuzzing Framework","principal reported evidence output","single-label","candidate judgment | controlled task completion | runtime safety signal | reproducible validation | externally traceable material | unresolved | material mismatch","materials\FMRC-046.pdf","5de5981716a24a2aff6303408bd0615e15e074f9752ac75bab8294b21f4722a6","runtime safety signal","PDF p.1","es Universidad de Murcia Murcia, Spain Abstract Modern fuzzers increasingly use Large Language Models (LLMs) to generate structured inputs, but LLM-driven fuzzing is sensitive to prompt initialization and sampling variance, which can reduce exploration efficiency and lead to redundant inputs.","Independent recheck supports runtime safety signal for the stated evaluation only; stronger deployment or external claims require additional evidence.","high"
"FMRC-T230","FMRC-046","A187","CP229","FunFuzz: An LLM-Powered Evolutionary Fuzzing Framework","external traceability","single-label","no external trace reported | author-reported external clue | item-aligned external record | not observable in supplied material | unresolved | material mismatch","materials\FMRC-046.pdf","5de5981716a24a2aff6303408bd0615e15e074f9752ac75bab8294b21f4722a6","no external trace reported","PDF page 10, extracted text line 866","Confirmed: acknowledged by an upstream developer; Dupli-","The excerpt is limited to the paper's stated external record relationship; benchmark ground truth or public background is not treated as item-level traceability.","medium"
"FMRC-T231","FMRC-047","A020","FMS0269","AutoPenBench: Benchmarking Generative Agents for Penetration Testing","lifecycle coverage","multi-label","candidate analysis | path and input exploration | execution observation | reproduction and validation | patch validation | reporting and audit | no qualifying label observed | not observable in supplied material | unresolved | material mismatch","materials\FMRC-047.pdf","8a518f4f19e3d41760563866e8d45698e2c07b739b7c84173350017b7eee9045","path and input exploration;execution observation;reproduction and validation","PDF page 4, extracted text line 211","program executes malicious code by misinterpreting external data as part of its source code; or buffer overflow, where a","The excerpt shows the coded workflow action(s); the material does not support stronger stages without an explicit action, object, and result or later use.","medium"
"FMRC-T232","FMRC-047","A020","FMS0269","AutoPenBench: Benchmarking Generative Agents for Penetration Testing","cross-stage capability","multi-label","context aggregation / rule extraction | tool routing / strategy routing | feedback interpretation / loop adjustment | validation organization / evidence packaging | long-horizon state management | failure reuse / strategy update | governance / human gates / disclosure control | no qualifying label observed | not observable in supplied material | unresolved | material mismatch","materials\FMRC-047.pdf","8a518f4f19e3d41760563866e8d45698e2c07b739b7c84173350017b7eee9045","validation organization / evidence packaging","PDF page 18, extracted text line 923","is to decompress this file to obtain the rockyou.txt wordlist, which can then be used with Hydra for the brute force attack.","The excerpt shows information or feedback changing a later action/state under the revised cross-stage template; architecture or memory alone was excluded.","medium"
"FMRC-T233","FMRC-047","A020","FMS0269","AutoPenBench: Benchmarking Generative Agents for Penetration Testing","primary system shape","single-label","candidate-analysis system | feedback-driven fuzzing agent | reproduction-, validation-, and repair-centered agent | long-horizon pentest and CRS agent | unresolved | material mismatch","materials\FMRC-047.pdf","8a518f4f19e3d41760563866e8d45698e2c07b739b7c84173350017b7eee9045","long-horizon pentest and CRS agent","PDF p.1","Among the others, penetration testing is a challenging field due to the task complexity and the diverse set of strategies to simulate cyber- attacks.","Independent recheck supports long-horizon pentest and CRS agent for the stated evaluation only; stronger deployment or external claims require additional evidence.","high"
"FMRC-T234","FMRC-047","A020","FMS0269","AutoPenBench: Benchmarking Generative Agents for Penetration Testing","principal reported evidence output","single-label","candidate judgment | controlled task completion | runtime safety signal | reproducible validation | externally traceable material | unresolved | material mismatch","materials\FMRC-047.pdf","8a518f4f19e3d41760563866e8d45698e2c07b739b7c84173350017b7eee9045","reproducible validation","PDF p.1","Among the others, penetration testing is a challenging field due to the task complexity and the diverse set of strategies to simulate cyber- attacks.","Independent recheck supports reproducible validation for the stated evaluation only; stronger deployment or external claims require additional evidence.","high"
"FMRC-T235","FMRC-047","A020","FMS0269","AutoPenBench: Benchmarking Generative Agents for Penetration Testing","external traceability","single-label","no external trace reported | author-reported external clue | item-aligned external record | not observable in supplied material | unresolved | material mismatch","materials\FMRC-047.pdf","8a518f4f19e3d41760563866e8d45698e2c07b739b7c84173350017b7eee9045","no external trace reported","PDF page 10, extracted text line 527","Finally, focus on the real-world scenarios (CVEs). In Figure 4 we provide the success rate for each of the six pentest","The excerpt is limited to the paper's stated external record relationship; benchmark ground truth or public background is not treated as item-level traceability.","medium"
"FMRC-T236","FMRC-048","A013","CP083","Synthesizing multi-agent harnesses for vulnerability discovery","lifecycle coverage","multi-label","candidate analysis | path and input exploration | execution observation | reproduction and validation | patch validation | reporting and audit | no qualifying label observed | not observable in supplied material | unresolved | material mismatch","materials\FMRC-048.pdf","896f1e7b49bacbb567aa2d4cad74db0afed738982b3863743f20cffed47d2ec7","candidate analysis;path and input exploration;execution observation;reproduction and validation","PDF page 7, extracted text line 687","new harness (a DSL program), executes it, scores the result,","The excerpt shows the coded workflow action(s); the material does not support stronger stages without an explicit action, object, and result or later use.","medium"
"FMRC-T237","FMRC-048","A013","CP083","Synthesizing multi-agent harnesses for vulnerability discovery","cross-stage capability","multi-label","context aggregation / rule extraction | tool routing / strategy routing | feedback interpretation / loop adjustment | validation organization / evidence packaging | long-horizon state management | failure reuse / strategy update | governance / human gates / disclosure control | no qualifying label observed | not observable in supplied material | unresolved | material mismatch","materials\FMRC-048.pdf","896f1e7b49bacbb567aa2d4cad74db0afed738982b3863743f20cffed47d2ec7","tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management;failure reuse / strategy update","PDF page 3, extracted text line 270","with coverage feedback; iteration 3 adds a verifier with AddressSanitizer and a retry loop, triggering the heap-buffer-overflow.","The excerpt shows information or feedback changing a later action/state under the revised cross-stage template; architecture or memory alone was excluded.","medium"
"FMRC-T238","FMRC-048","A013","CP083","Synthesizing multi-agent harnesses for vulnerability discovery","primary system shape","single-label","candidate-analysis system | feedback-driven fuzzing agent | reproduction-, validation-, and repair-centered agent | long-horizon pentest and CRS agent | unresolved | material mismatch","materials\FMRC-048.pdf","896f1e7b49bacbb567aa2d4cad74db0afed738982b3863743f20cffed47d2ec7","long-horizon pentest and CRS agent","PDF p.1","Synthesizing Multi-Agent Harnesses for Vulnerability Discovery Hanzhi Liu University of California, Santa Barbara hanzhi@ucsb.","Independent recheck supports long-horizon pentest and CRS agent for the stated evaluation only; stronger deployment or external claims require additional evidence.","high"
"FMRC-T239","FMRC-048","A013","CP083","Synthesizing multi-agent harnesses for vulnerability discovery","principal reported evidence output","single-label","candidate judgment | controlled task completion | runtime safety signal | reproducible validation | externally traceable material | unresolved | material mismatch","materials\FMRC-048.pdf","896f1e7b49bacbb567aa2d4cad74db0afed738982b3863743f20cffed47d2ec7","controlled task completion","PDF p.1","Synthesizing Multi-Agent Harnesses for Vulnerability Discovery Hanzhi Liu University of California, Santa Barbara hanzhi@ucsb.","Independent recheck supports controlled task completion for the stated evaluation only; stronger deployment or external claims require additional evidence.","high"
"FMRC-T240","FMRC-048","A013","CP083","Synthesizing multi-agent harnesses for vulnerability discovery","external traceability","single-label","no external trace reported | author-reported external clue | item-aligned external record | not observable in supplied material | unresolved | material mismatch","materials\FMRC-048.pdf","896f1e7b49bacbb567aa2d4cad74db0afed738982b3863743f20cffed47d2ec7","item-aligned external record","PDF page 11, extracted text line 1121","accepted through the Chrome Vulnerability Reward Program and confirmed by the vendor. Rows without a public CVE are","The excerpt is limited to the paper's stated external record relationship; benchmark ground truth or public background is not treated as item-level traceability.","medium"
"FMRC-T241","FMRC-049","A091","CP216","Code-Augur: Agentic Vulnerability Detection via Specification Inference","lifecycle coverage","multi-label","candidate analysis | path and input exploration | execution observation | reproduction and validation | patch validation | reporting and audit | no qualifying label observed | not observable in supplied material | unresolved | material mismatch","materials\FMRC-049.pdf","b6c043252d5e81f31ce9280cfbed5d3ad0e7cee33a5671c549bce854c789146a","candidate analysis;path and input exploration;execution observation","PDF page 11, extracted text line 1161","manual validation. We disclosed every confirmed finding to","The excerpt shows the coded workflow action(s); the material does not support stronger stages without an explicit action, object, and result or later use.","medium"
"FMRC-T242","FMRC-049","A091","CP216","Code-Augur: Agentic Vulnerability Detection via Specification Inference","cross-stage capability","multi-label","context aggregation / rule extraction | tool routing / strategy routing | feedback interpretation / loop adjustment | validation organization / evidence packaging | long-horizon state management | failure reuse / strategy update | governance / human gates / disclosure control | no qualifying label observed | not observable in supplied material | unresolved | material mismatch","materials\FMRC-049.pdf","b6c043252d5e81f31ce9280cfbed5d3ad0e7cee33a5671c549bce854c789146a","context aggregation / rule extraction;feedback interpretation / loop adjustment;failure reuse / strategy update","PDF page 5, extracted text line 492","security intent and context. Guided by it, CODE-AUGUR inspects the code","The excerpt shows information or feedback changing a later action/state under the revised cross-stage template; architecture or memory alone was excluded.","medium"
"FMRC-T243","FMRC-049","A091","CP216","Code-Augur: Agentic Vulnerability Detection via Specification Inference","primary system shape","single-label","candidate-analysis system | feedback-driven fuzzing agent | reproduction-, validation-, and repair-centered agent | long-horizon pentest and CRS agent | unresolved | material mismatch","materials\FMRC-049.pdf","b6c043252d5e81f31ce9280cfbed5d3ad0e7cee33a5671c549bce854c789146a","feedback-driven fuzzing agent","PDF p.1","What assumptions did the agent make about a function’s inputs when it deemed that function to be secure? Failures in reasoning and incorrect assumptions can lead to missed vulnerabilities and reduce trust in agentic analysis.","Independent recheck supports feedback-driven fuzzing agent for the stated evaluation only; stronger deployment or external claims require additional evidence.","high"
"FMRC-T244","FMRC-049","A091","CP216","Code-Augur: Agentic Vulnerability Detection via Specification Inference","principal reported evidence output","single-label","candidate judgment | controlled task completion | runtime safety signal | reproducible validation | externally traceable material | unresolved | material mismatch","materials\FMRC-049.pdf","b6c043252d5e81f31ce9280cfbed5d3ad0e7cee33a5671c549bce854c789146a","runtime safety signal","PDF p.1","What assumptions did the agent make about a function’s inputs when it deemed that function to be secure? Failures in reasoning and incorrect assumptions can lead to missed vulnerabilities and reduce trust in agentic analysis.","Independent recheck supports runtime safety signal for the stated evaluation only; stronger deployment or external claims require additional evidence.","high"
"FMRC-T245","FMRC-049","A091","CP216","Code-Augur: Agentic Vulnerability Detection via Specification Inference","external traceability","single-label","no external trace reported | author-reported external clue | item-aligned external record | not observable in supplied material | unresolved | material mismatch","materials\FMRC-049.pdf","b6c043252d5e81f31ce9280cfbed5d3ad0e7cee33a5671c549bce854c789146a","author-reported external clue","PDF page 11, extracted text line 1166","fixed or confirmed 16 of them, and two have been assigned","The excerpt is limited to the paper's stated external record relationship; benchmark ground truth or public background is not treated as item-level traceability.","medium"
"FMRC-T246","FMRC-050","A102","FMS0782","How Well Do Large Language Models Serve as End-to-End Secure Code Agents for Python?","lifecycle coverage","multi-label","candidate analysis | path and input exploration | execution observation | reproduction and validation | patch validation | reporting and audit | no qualifying label observed | not observable in supplied material | unresolved | material mismatch","materials\FMRC-050.pdf","2c392cad15eed6292bed1b41a92fc95565dbb51eb8d802a04c75ea62c5735ced","candidate analysis;path and input exploration;execution observation;patch validation","PDF page 3, extracted text line 312","ing CWE. The Repaired code produced by these models will then","The excerpt shows the coded workflow action(s); the material does not support stronger stages without an explicit action, object, and result or later use.","medium"
"FMRC-T247","FMRC-050","A102","FMS0782","How Well Do Large Language Models Serve as End-to-End Secure Code Agents for Python?","cross-stage capability","multi-label","context aggregation / rule extraction | tool routing / strategy routing | feedback interpretation / loop adjustment | validation organization / evidence packaging | long-horizon state management | failure reuse / strategy update | governance / human gates / disclosure control | no qualifying label observed | not observable in supplied material | unresolved | material mismatch","materials\FMRC-050.pdf","2c392cad15eed6292bed1b41a92fc95565dbb51eb8d802a04c75ea62c5735ced","context aggregation / rule extraction;feedback interpretation / loop adjustment","PDF page 2, extracted text line 122","1 Only studies which are based on code generated by LLMs and classify vulnerabilities according to CWEs are included in this comparison","The excerpt shows information or feedback changing a later action/state under the revised cross-stage template; architecture or memory alone was excluded.","medium"
"FMRC-T248","FMRC-050","A102","FMS0782","How Well Do Large Language Models Serve as End-to-End Secure Code Agents for Python?","primary system shape","single-label","candidate-analysis system | feedback-driven fuzzing agent | reproduction-, validation-, and repair-centered agent | long-horizon pentest and CRS agent | unresolved | material mismatch","materials\FMRC-050.pdf","2c392cad15eed6292bed1b41a92fc95565dbb51eb8d802a04c75ea62c5735ced","reproduction-, validation-, and repair-centered agent","PDF p.2","(3) We designed a tool using LLMs as agents to produce much safer code through a simple feedback-driven iterative self-repair process. The tool achieves 65.9%∼85.5% success rates of repair when using GPT-3.","Independent recheck supports reproduction-, validation-, and repair-centered agent for the stated evaluation only; stronger deployment or external claims require additional evidence.","high"
"FMRC-T249","FMRC-050","A102","FMS0782","How Well Do Large Language Models Serve as End-to-End Secure Code Agents for Python?","principal reported evidence output","single-label","candidate judgment | controlled task completion | runtime safety signal | reproducible validation | externally traceable material | unresolved | material mismatch","materials\FMRC-050.pdf","2c392cad15eed6292bed1b41a92fc95565dbb51eb8d802a04c75ea62c5735ced","reproducible validation","PDF p.2","(3) We designed a tool using LLMs as agents to produce much safer code through a simple feedback-driven iterative self-repair process. The tool achieves 65.9%∼85.5% success rates of repair when using GPT-3.","Independent recheck supports reproducible validation for the stated evaluation only; stronger deployment or external claims require additional evidence.","high"
"FMRC-T250","FMRC-050","A102","FMS0782","How Well Do Large Language Models Serve as End-to-End Secure Code Agents for Python?","external traceability","single-label","no external trace reported | author-reported external clue | item-aligned external record | not observable in supplied material | unresolved | material mismatch","materials\FMRC-050.pdf","2c392cad15eed6292bed1b41a92fc95565dbb51eb8d802a04c75ea62c5735ced","no external trace reported","PDF page 4, extracted text line 378","CWEs and 1 CVE directly related to security in Python [9]. Of","The excerpt is limited to the paper's stated external record relationship; benchmark ground truth or public background is not treated as item-level traceability.","medium"
"FMRC-T251","FMRC-051","A075","FMS0258","Automatic, Expressive, and Scalable Fuzzing with Stitching","lifecycle coverage","multi-label","candidate analysis | path and input exploration | execution observation | reproduction and validation | patch validation | reporting and audit | no qualifying label observed | not observable in supplied material | unresolved | material mismatch","materials\FMRC-051.pdf","2c6cacaa7ecc06f31caa5d094de2611c17afb9e296970aacd2a45b56fd3d72e2","path and input exploration;execution observation","PDF page 8, extracted text line 1067","tion, synth-functions generates a candidate code block,","The excerpt shows the coded workflow action(s); the material does not support stronger stages without an explicit action, object, and result or later use.","medium"
"FMRC-T252","FMRC-051","A075","FMS0258","Automatic, Expressive, and Scalable Fuzzing with Stitching","cross-stage capability","multi-label","context aggregation / rule extraction | tool routing / strategy routing | feedback interpretation / loop adjustment | validation organization / evidence packaging | long-horizon state management | failure reuse / strategy update | governance / human gates / disclosure control | no qualifying label observed | not observable in supplied material | unresolved | material mismatch","materials\FMRC-051.pdf","2c6cacaa7ecc06f31caa5d094de2611c17afb9e296970aacd2a45b56fd3d72e2","long-horizon state management","PDF page 1, extracted text line 13","libraries, but scaling it remains difficult. Automated har-","The excerpt shows information or feedback changing a later action/state under the revised cross-stage template; architecture or memory alone was excluded.","medium"
"FMRC-T253","FMRC-051","A075","FMS0258","Automatic, Expressive, and Scalable Fuzzing with Stitching","primary system shape","single-label","candidate-analysis system | feedback-driven fuzzing agent | reproduction-, validation-, and repair-centered agent | long-horizon pentest and CRS agent | unresolved | material mismatch","materials\FMRC-051.pdf","2c6cacaa7ecc06f31caa5d094de2611c17afb9e296970aacd2a45b56fd3d72e2","feedback-driven fuzzing agent","PDF p.1","edu Carnegie Mellon University Abstract Fuzzing is a powerful technique for finding bugs in software libraries, but scaling it remains difficult.","Independent recheck supports feedback-driven fuzzing agent for the stated evaluation only; stronger deployment or external claims require additional evidence.","high"
"FMRC-T254","FMRC-051","A075","FMS0258","Automatic, Expressive, and Scalable Fuzzing with Stitching","principal reported evidence output","single-label","candidate judgment | controlled task completion | runtime safety signal | reproducible validation | externally traceable material | unresolved | material mismatch","materials\FMRC-051.pdf","2c6cacaa7ecc06f31caa5d094de2611c17afb9e296970aacd2a45b56fd3d72e2","reproducible validation","PDF p.1","edu Carnegie Mellon University Abstract Fuzzing is a powerful technique for finding bugs in software libraries, but scaling it remains difficult.","Independent recheck supports reproducible validation for the stated evaluation only; stronger deployment or external claims require additional evidence.","high"
"FMRC-T255","FMRC-051","A075","FMS0258","Automatic, Expressive, and Scalable Fuzzing with Stitching","external traceability","single-label","no external trace reported | author-reported external clue | item-aligned external record | not observable in supplied material | unresolved | material mismatch","materials\FMRC-051.pdf","2c6cacaa7ecc06f31caa5d094de2611c17afb9e296970aacd2a45b56fd3d72e2","no external trace reported","PDF page 5, extracted text line 587","but in this testcase it has assigned the value ""E"". In this","The excerpt is limited to the paper's stated external record relationship; benchmark ground truth or public background is not treated as item-level traceability.","medium"
"FMRC-T256","FMRC-052","A111","CP025","Multi-agent collaborative fuzzing with continuous reflection for smart contracts vulnerability detection","lifecycle coverage","multi-label","candidate analysis | path and input exploration | execution observation | reproduction and validation | patch validation | reporting and audit | no qualifying label observed | not observable in supplied material | unresolved | material mismatch","materials\FMRC-052.pdf","4bb833d9e8e92202ca0e350458e4f602f71bddb0e4e2156fdabf6bfe89ee9ebb","path and input exploration;execution observation","PDF page 2, extracted text line 128","executed in a specific order, but also the input values for","The excerpt shows the coded workflow action(s); the material does not support stronger stages without an explicit action, object, and result or later use.","medium"
"FMRC-T257","FMRC-052","A111","CP025","Multi-agent collaborative fuzzing with continuous reflection for smart contracts vulnerability detection","cross-stage capability","multi-label","context aggregation / rule extraction | tool routing / strategy routing | feedback interpretation / loop adjustment | validation organization / evidence packaging | long-horizon state management | failure reuse / strategy update | governance / human gates / disclosure control | no qualifying label observed | not observable in supplied material | unresolved | material mismatch","materials\FMRC-052.pdf","4bb833d9e8e92202ca0e350458e4f602f71bddb0e4e2156fdabf6bfe89ee9ebb","feedback interpretation / loop adjustment;long-horizon state management","PDF page 4, extracted text line 369","gk at step i. Then, all the actions from each agent are","The excerpt shows information or feedback changing a later action/state under the revised cross-stage template; architecture or memory alone was excluded.","medium"
"FMRC-T258","FMRC-052","A111","CP025","Multi-agent collaborative fuzzing with continuous reflection for smart contracts vulnerability detection","primary system shape","single-label","candidate-analysis system | feedback-driven fuzzing agent | reproduction-, validation-, and repair-centered agent | long-horizon pentest and CRS agent | unresolved | material mismatch","materials\FMRC-052.pdf","4bb833d9e8e92202ca0e350458e4f602f71bddb0e4e2156fdabf6bfe89ee9ebb","feedback-driven fuzzing agent","PDF p.1","Multi-Agent Collaborative Fuzzing with Continuous Reflection for Smart Contracts Vulnerability Detection Jie Chen ∗†, Liangmin Wang ∗† ∗Southeast University, †Engineering Research Center of BASAM of Ministry of Education Abstract—Fuzzing is a widely used technique for detecting vulnerabilities in smart contracts, which generates transaction sequences to explore the execution paths of smart contracts.","Independent recheck supports feedback-driven fuzzing agent for the stated evaluation only; stronger deployment or external claims require additional evidence.","high"
"FMRC-T259","FMRC-052","A111","CP025","Multi-agent collaborative fuzzing with continuous reflection for smart contracts vulnerability detection","principal reported evidence output","single-label","candidate judgment | controlled task completion | runtime safety signal | reproducible validation | externally traceable material | unresolved | material mismatch","materials\FMRC-052.pdf","4bb833d9e8e92202ca0e350458e4f602f71bddb0e4e2156fdabf6bfe89ee9ebb","reproducible validation","PDF p.1","Multi-Agent Collaborative Fuzzing with Continuous Reflection for Smart Contracts Vulnerability Detection Jie Chen ∗†, Liangmin Wang ∗† ∗Southeast University, †Engineering Research Center of BASAM of Ministry of Education Abstract—Fuzzing is a widely used technique for detecting vulnerabilities in smart contracts, which generates transaction sequences to explore the execution paths of smart contracts.","Independent recheck supports reproducible validation for the stated evaluation only; stronger deployment or external claims require additional evidence.","high"
"FMRC-T260","FMRC-052","A111","CP025","Multi-agent collaborative fuzzing with continuous reflection for smart contracts vulnerability detection","external traceability","single-label","no external trace reported | author-reported external clue | item-aligned external record | not observable in supplied material | unresolved | material mismatch","materials\FMRC-052.pdf","4bb833d9e8e92202ca0e350458e4f602f71bddb0e4e2156fdabf6bfe89ee9ebb","no external trace reported","PDF page 6, extracted text line 659","Profiles for Agents. Each agent is assigned a specific role","The excerpt is limited to the paper's stated external record relationship; benchmark ground truth or public background is not treated as item-level traceability.","medium"
"FMRC-T261","FMRC-053","A081","CP094","PANGOLIN: fuzzing multilingual IoT firmware with LLM-driven code analysis","lifecycle coverage","multi-label","candidate analysis | path and input exploration | execution observation | reproduction and validation | patch validation | reporting and audit | no qualifying label observed | not observable in supplied material | unresolved | material mismatch","materials\FMRC-053.txt","2ce8542d8e385e03a20b7ff25a84e94adb479ec99e40b3c87bbddb65dd758d88","candidate analysis;path and input exploration;execution observation","TXT paragraph 1, character offset 1719","we present PANGOLIN, a novel fuzzing solution de- extensive manual effort to verify the generated alerts. An- signed for multilingual IoT devices. First, we utilize LLMs to other type of IoT firmware vulnerab","The excerpt shows the coded workflow action(s); the material does not support stronger stages without an explicit action, object, and result or later use.","medium"
"FMRC-T262","FMRC-053","A081","CP094","PANGOLIN: fuzzing multilingual IoT firmware with LLM-driven code analysis","cross-stage capability","multi-label","context aggregation / rule extraction | tool routing / strategy routing | feedback interpretation / loop adjustment | validation organization / evidence packaging | long-horizon state management | failure reuse / strategy update | governance / human gates / disclosure control | no qualifying label observed | not observable in supplied material | unresolved | material mismatch","materials\FMRC-053.txt","2ce8542d8e385e03a20b7ff25a84e94adb479ec99e40b3c87bbddb65dd758d88","context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing","TXT paragraph 1, character offset 2328","response-driven feedback to correct parameter","The excerpt shows information or feedback changing a later action/state under the revised cross-stage template; architecture or memory alone was excluded.","medium"
"FMRC-T263","FMRC-053","A081","CP094","PANGOLIN: fuzzing multilingual IoT firmware with LLM-driven code analysis","primary system shape","single-label","candidate-analysis system | feedback-driven fuzzing agent | reproduction-, validation-, and repair-centered agent | long-horizon pentest and CRS agent | unresolved | material mismatch","materials\FMRC-053.txt","2ce8542d8e385e03a20b7ff25a84e94adb479ec99e40b3c87bbddb65dd758d88","feedback-driven fuzzing agent","PDF p.1","Moreover, static analysis methods typically require this paper, we present PANGOLIN, a novel fuzzing solution de- extensive manual effort to verify the generated alerts. An- signed for multilingual IoT devices. First, we utilize LLMs to other type of IoT firmware vulnerability discovery solution analyze API dispatching mechanisms and identify interfaces.","Independent recheck supports feedback-driven fuzzing agent for the stated evaluation only; stronger deployment or external claims require additional evidence.","high"
"FMRC-T264","FMRC-053","A081","CP094","PANGOLIN: fuzzing multilingual IoT firmware with LLM-driven code analysis","principal reported evidence output","single-label","candidate judgment | controlled task completion | runtime safety signal | reproducible validation | externally traceable material | unresolved | material mismatch","materials\FMRC-053.txt","2ce8542d8e385e03a20b7ff25a84e94adb479ec99e40b3c87bbddb65dd758d88","reproducible validation","PDF p.1","Moreover, static analysis methods typically require this paper, we present PANGOLIN, a novel fuzzing solution de- extensive manual effort to verify the generated alerts. An- signed for multilingual IoT devices. First, we utilize LLMs to other type of IoT firmware vulnerability discovery solution analyze API dispatching mechanisms and identify interfaces.","Independent recheck supports reproducible validation for the stated evaluation only; stronger deployment or external claims require additional evidence.","high"
"FMRC-T265","FMRC-053","A081","CP094","PANGOLIN: fuzzing multilingual IoT firmware with LLM-driven code analysis","external traceability","single-label","no external trace reported | author-reported external clue | item-aligned external record | not observable in supplied material | unresolved | material mismatch","materials\FMRC-053.txt","2ce8542d8e385e03a20b7ff25a84e94adb479ec99e40b3c87bbddb65dd758d88","no external trace reported","TXT paragraph 1, character offset 2808","known vulnerab","The excerpt is limited to the paper's stated external record relationship; benchmark ground truth or public background is not treated as item-level traceability.","medium"
"FMRC-T266","FMRC-054","A107","FMS0401","Cochise: A Reference Harness for Autonomous Penetration Testing","lifecycle coverage","multi-label","candidate analysis | path and input exploration | execution observation | reproduction and validation | patch validation | reporting and audit | no qualifying label observed | not observable in supplied material | unresolved | material mismatch","materials\FMRC-054.pdf","f9baeb40bddc6b1455fdc8b5c88165ed0cd306678008b95c33b206bb3363e54c","candidate analysis;path and input exploration;execution observation","PDF page 2, extracted text line 109","adverse effects, e.g., invoking an exploit can crash the target system,","The excerpt shows the coded workflow action(s); the material does not support stronger stages without an explicit action, object, and result or later use.","medium"
