task_id,case_id,study_title,field,field_type,allowed_labels,source_url,included_local_file,evidence_location_lead,evidence_excerpt_lead,final_label,verified_evidence_locator,brief_reason,confidence,unresolved,reviewer_initials,review_date,completion_check
R2-423,A065,BSFuzzer: context-aware semantic fuzzing for BLE logic flaw detection,cross-stage capability,multi-label,context aggregation / rule extraction | tool routing / strategy routing | feedback interpretation / loop adjustment | validation organization / evidence packaging | long-horizon state management | failure reuse / strategy update | governance / human gates / disclosure control | no qualifying label observed,https://doi.org/10.14722/ndss.2026.240094,papers/A065.txt,"https://doi.org/10.14722/ndss.2026.240094 | Paper pp. 1–5 (Abstract and design motivation), pp. 5–9 (semantic mutation workflow), pp. 8–14 (evaluation and case analysis), and p. 18 (Appendix B.2 findings table). | excerpt pages 9, 10","[p.9] 2) Baseline Methods: We select four fuzzing tools as our baseline: Boofuzz [16], LLMIF [17], SweynTooth [12], and Proteus [8]. [p.10] The prompts were iteratively refined through measured accuracy and detailed error analysis on manually annotated samples, with each iteration re-evaluated until the accuracy converged to a stable level.",context aggregation / rule extraction,p.11; papers/A065.txt,"context aggregation / rule extraction: p.11“Achieving this capability involves overcoming pendencies were extracted with 92% and 97% accuracy, while two fundamental technical challenges.”。引文分别说明前序信息/反馈如何改变后续检索、生成、验证、记忆或审查动作。",high,no,OY,2026-08-24,ready
R2-424,A068,May the Feedback Be with You! Unlocking the Power of Feedback-Driven Deep Learning Framework Fuzzing via LLMs,external traceability,single-label,no external trace reported | author-reported external clue | benchmark ground truth / public material | publicly aligned external trace,https://arxiv.org/pdf/2506.17642,papers/A068.pdf,evaluation p.1; validation p.3,"[evaluation p.1] e “magnificent edifice” of fuzzing has already tests, enhancing test validity. We evaluate FUEL on the two been built, but one dark cloud still hangs in the air: Have we most popular DL frameworks, and experiment results show [validation p.3] ectively. Additionally, ablation studies tomatically conducting such small-scale repairs, converting validate the contribution and effectiveness of each compo- invalid executions into valid ones, thereby improving code nent in FUEL ’s design. coverage and bug detection capabilities. • Real-World Contribution. So far, FUEL has detected Insight. LLMs have the potential to analyze multiple types",author-reported external clue,p.3; papers/A068.pdf,"论文相关事实为“• Real-World Contribution.So far, FUEL has detected 104 previously unknown bugs, with 93 already confirmed, 53 already fixed, and 14 assigned CVE IDs. 14 detected bugs were labeled ashigh priority, and one issue was labeled asutmost priority.”。这是作者报告的披露/确认线索，但未同时提供读者可逐项定位的 trigger、replay、PoC 或公开记录链接。",medium,no,OY,2026-08-24,ready
R2-425,A198,SeedSmith: LLM-Driven Seed Synthesis for Directed Fuzzing,primary system shape,single-label,"candidate-analysis system | feedback-driven fuzzing agent | reproduction-, validation-, and repair-centered agent | long-horizon pentest and CRS agent",https://arxiv.org/pdf/2607.08949,papers/A198.pdf,action p.1; role p.1,"[action p.1] tract On ARVO, SeedSmith enables fuzzers to trigger 16 previously un- Directed fuzzing steers fuzzers toward user-defined sink functions reachable bugs spanning 10 projects with diverse input formats. to identify vulnerabilities, but it frequently fails to trigger cra [role p.1] with no sink awareness, while LLM-based methods either lack SeedSmith: LLM-Driven Seed Synthesis for Directed Fuzzing. In Proceedings sink targeting or inherit static analysis limitations through one- of Make sure to enter the correct conference title from your r",feedback-driven fuzzing agent,p.11; papers/A198.pdf,"论文将主要系统任务表述为“eedSmith: LLM-Driven Seed Synthesis for Directed Fuzzing Conference acronym ’XX, June 03–05, 2018, Woodstock, NY PDF whose /InkList contains a valid coordinate array followed by integer 42: 42 passes the PDF lexer and the array-of-arrays validator (both accept arbitrary objects), but fails parseInkList’s isArray check, leaving inkList[1] null.”。按主任务及主要评价对象，agent 控制的中心落在 feedback-driven fuzzing agent，而不是由 agent 数量或系统名称推定。",high,no,OY,2026-08-24,ready
R2-426,A191,"ATLANTIS: AI-driven Threat Localization, Analysis, and Triage Intelligence System",external traceability,single-label,no external trace reported | author-reported external clue | benchmark ground truth / public material | publicly aligned external trace,https://arxiv.org/pdf/2509.14589,papers/A191.pdf,evaluation p.5; validation p.4,[evaluation p.5] 10 7.10.2 SWE-Agent . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 110 7.11 Evaluation . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 110 7.11.1 Evaluation Metrics . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 111 7.11.2 Microbenchmark . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 111 7.11.3 End-to-End Performance . . . . . . . . . . . . . . . . [validation p.4] Optimization . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 43 5.8 Path-Based PoV Generator . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 44 5.8.1 Sink Finder . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 46 5.8.2 Sink Manager . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 46 5.8.3 Path Finder . . . . . . .,author-reported external clue,p.14; papers/A191.pdf,"论文相关事实为“Additionally, the competition awards more points when PoVs, patches, and SARIF assessments are submitted as a bundled package. To maximize points, CP-MANAGER uses each PoV as a unique key and continuously attempts to match it with corresponding patches and SARIF assessments.”。这是作者报告的披露/确认线索，但未同时提供读者可逐项定位的 trigger、replay、PoC 或公开记录链接。",medium,no,OY,2026-08-24,ready
R2-427,A168,CyberGym: Evaluating AI Agents' Cybersecurity Capabilities with Real-World Vulnerabilities at Scale,lifecycle coverage,multi-label,candidate analysis | path and input exploration | execution observation | reproduction and validation | patch validation | reporting and audit | no qualifying label observed,https://www.cybergym.io/,papers/A168.txt,"https://www.cybergym.io/ | Paper pp. 1–6 (Abstract, benchmark construction and PoC oracle), pp. 6–9 (evaluation and zero-day deployment), and Appendix E pp. 34–35 (incomplete-patch/zero-day analysis). | excerpt pages 1, 2","[p.1] Adjustable to different vulnerability analysis settings, CyberGym primarily tasks agents with generating a proof-of-concept test that reproduces a vulnerability, given only its text description and the corresponding codebase. [p.2] These unintended PoCs affect program versions where the target vulnerability has been patched, or even the latest version.",candidate analysis; reproduction and validation; patch validation,p.1；p.5；p.6; papers/A168.txt,"candidate analysis: p.1“Adjustable to different vulnerability analysis settings, CyberGym primarily tasks agents with generating a proof-of-concept test that reproduces a vulnerability, given only its text description and the correspondin”；reproduction and validation: p.6“of-of-concept (PoC) test to reproduce it, i.e., to demonstrate the existence of the target vulnerability.”；patch validation: p.5“026 188 Diverse Projects 1507 Benchmark Instances Evaluating Agent-Generated PoCs Benchmarking Target Vulnerability Description Target Vulnerability Reproduced The dnie module does not properly check the length of uncompressed data, which can lead Pre-Patch Post-Patch to a heap buffer overflow vulnerability.”。这些均是系统实际执行的动作；未将作者或维护者的后续行为计入。",high,no,OY,2026-08-24,ready
R2-428,A147,ProtocolGuard: detecting protocol non-compliance bugs via LLM-guided static analysis and dynamic verification,lifecycle coverage,multi-label,candidate analysis | path and input exploration | execution observation | reproduction and validation | patch validation | reporting and audit | no qualifying label observed,https://doi.org/10.14722/ndss.2026.240521,papers/A147.txt,"https://doi.org/10.14722/ndss.2026.240521 | Paper pp. 1–3 (Abstract/problem), pp. 4–8 (rule extraction, slicing and dynamic verification), pp. 8–10 (case studies), and pp. 13–18 (disclosure/appendix). | excerpt pages 13","[p.13] Directed fuzzing aims to efficiently validate known or potential bugs by guiding input mutations toward specific program locations or paths. [p.13] To address this limitation, we plan to inte- grate protocol-aware mutation strategies or symbolic execution techniques to help fuzzers explore complex conditional paths that are otherwise difficult to reach.",path and input exploration,p.8; papers/A147.txt,"path and input exploration: p.8“lnerability enables at- method that produces high-quality initial test cases and employ tackers to impersonate legitimate clients by exploiting the directed fuzzing to dynamically verify potential bugs and silent truncation of oversized client identifiers, potentially generate proof-of-concept (PoC) test cases.”。这些均是系统实际执行的动作；未将作者或维护者的后续行为计入。",high,no,OY,2026-08-24,ready
R2-429,A049,NeTestLLM: automated network protocol testing with LLM agents,principal reported evidence output,single-label,candidate judgment | controlled task completion | runtime safety signal | reproducible validation | externally traceable material,https://arxiv.org/abs/2510.13248,papers/A049.pdf,"https://arxiv.org/abs/2510.13248 | Paper pp. 1–3 (Abstract/workflow), pp. 4–8 (hierarchical understanding, generation and correction loops), and pp. 8–12 (evaluation and case study). | excerpt pages 1, 2","[p.1] NeTestLLM employs hierarchical protocol understanding to capture complex specifications, iterative test case generation to improve coverage, a task-specific work- flow for executable artifact generation, and runtime feedback analysis for debugging and refinement. [p.2] to improve coverage, task-specific workflow for executable ar- tifact generation, and runtime feedback analysis for debugging and refinement.",candidate judgment,"p.1, Abstract; papers/A049.pdf","摘要的主要输出为“Automated Network Protocol Testing with LLM Agents Yunze Wei1, Kaiwen Chi1, Shibo Du1, Jianyu Wang1, Zhangzhong Liu1, Yawen Wang1, Zhanyou Li2, Congcong Miao3, Xiaohui Xie1∗, Yong Cui1∗ 1Tsinghua University 2Beijing Xinertel Technology Co., Ltd. 3Tencent Abstract Network protocol testing is fundamental for modern net- work infrastructure. However, traditional network protocol t”。未定位到更强的受控完成、运行信号、复现材料或逐项外部对齐，故按候选判断编码。",medium,no,OY,2026-08-24,ready
R2-430,A095,APT-Agent: Automated Penetration Testing using Large Language Models,external traceability,single-label,no external trace reported | author-reported external clue | benchmark ground truth / public material | publicly aligned external trace,https://arxiv.org/pdf/2605.24949,papers/A095.pdf,evaluation p.1; validation p.1,"[evaluation p.1] ner, Navigator, Summarizer pipeline enhanced with retrieval- attack sequences. We evaluate our APT-Agent on Metasploitable augmented generation (RAG), which also explored whether 2 against seven vulnerable services spanning web, database, LLMs can simulate hands-on-keyboard post-breach actions, and network protocols. APT-Agent achieves an 84.29% end- incl [validation p.1] bility, dependence on scarce human expertise, and variability actions. Such errors undermine the reproducibility and safety in outcomes across practitioners [2]. Such constraints not of LLM-guided security workflows and heighten legal and only hinder timely and comprehensive assessments but also accountability risks when outputs are unverified.",no external trace reported,"p.1, Abstract/Introduction; papers/A095.pdf","论文相关事实为“APT-Agent: Automated Penetration Testing using Large Language Models William Guanting Li University of Queensland Brisbane, Australia guanting.li@uq.edu.au Alsharif Abuadbba CSIRO Data61 Sydney, Australia sharif.abuadbba@csiro.au Kristen Moore CSIRO Data61 Melbourne, Australia kristen.moore@csiro.au Dan Dongseong Kim University of Queensland Brisbane, Austra”。本地论文未给出具体系统结果到公开记录、公开 PoC/trigger/replay 或公开 benchmark ground truth 的可定位对齐。",medium,no,OY,2026-08-24,ready
R2-431,A103,CHAINTRIX: A multi-pipeline LLM-augmented framework for automated smart-contract security auditing,lifecycle coverage,multi-label,candidate analysis | path and input exploration | execution observation | reproduction and validation | patch validation | reporting and audit | no qualifying label observed,https://arxiv.org/pdf/2605.09350,papers/A103.pdf,action p.1; validation p.1,"[action p.1] art-contract exploits have caused billions of USD in cumulative losses, yet audits remain expensive and slow. Automated tools have emerged to close this gap, but each class has a characteristic failure mode. Static analyzers report findings that frequently fail manual triage at high rates, while large language models (LLMs) hallucinate findings that contradict the source code. Thus, we propose Chaintrix, an end-to-end auditing framework whose central architect [validation p.1] c structural checks against parsed code, filters the merged finding set, with selected high-confidence findings further validated through symbolic execution and fuzz testing. We evaluate Chaintrix on EVMbench, the smart-contract security benchmark by OpenAI, Paradigm, OtterSec. Chaintrix detects 86 of 120 high-severity vulnerabilities (71.7% recall), with 25 audits scoring 100% recall, placing Chaintrix 26 percentage points above the strongest frontier-model baseline. Keywords: sma",candidate analysis,p.3; papers/A103.pdf,"candidate analysis: p.3“control-flow and data-flow relationships, then applies edge -aware residual graph convolutional networks for function -level vulnerability detection. The results demonstrate that structural code representations significantly improve the ability to identify v ulnerable contract behaviors [21].”。这些均是系统实际执行的动作；未将作者或维护者的后续行为计入。",high,no,OY,2026-08-24,ready
R2-432,A036,Environment-Grounded Multi-Agent Workflow for Autonomous Penetration Testing,lifecycle coverage,multi-label,candidate analysis | path and input exploration | execution observation | reproduction and validation | patch validation | reporting and audit | no qualifying label observed,https://arxiv.org/pdf/2603.24221,papers/A036.pdf,action p.1; validation p.2,"[action p.1] § Alias Robotics S.L. Calle Venta de la Estrella, 6 Pab. 130 arXiv:2603.24221v1 [cs.RO] 25 Mar 2026 01006 Vitoria-Gasteiz, Álava, Spain Email: paul@aliasrobotics.com [validation p.2] DOLOGY AND E XPERIMENTAL S ETUP In addition, reliance on external proprietary models raises concerns regarding privacy, reproducibility, and deployment A. Proposed Agentic Penetration Testing Workflow in sensitive environments. The proposed solution consists of a LangGraph-based multi- Multi-agent architectures such as HackSynth [20] explore agent workflow (see Fig. 1) with three cooperative agents oper- planner-summarizer p",no qualifying label observed,"p.1, Abstract/Introduction; papers/A036.pdf","本文的主任务表述为“nvironment-Grounded Multi-Agent Workflow for Autonomous Penetration Testing Michael Somma ∗‡, Markus Großpointner ∗†, Paul Zabalegui §, Eppu Heilimo ¶, Branka Stojanovi ´c∗ ∗JOANNEUM RESEARCH Forschungsgesellschaft mbH, DIGITAL – Institute for Digital Technologies Steyrergasse 17, 8010 Graz, Austria Email: michael.somma@joanneum.at, markus.grosspointner@joanneum.at, branka.stoja”。在方法与实验部分未定位到系统实际执行本字段允许阶段的直接证据，因此不从研究领域或常见流程补标签。",medium,no,OY,2026-08-24,ready
R2-433,A175,EvoRepair: Enhancing Vulnerability Repair Agents Through Experience-Based Self-Evolution,primary system shape,single-label,"candidate-analysis system | feedback-driven fuzzing agent | reproduction-, validation-, and repair-centered agent | long-horizon pentest and CRS agent",https://arxiv.org/abs/2605.30105,papers/A175.pdf,"https://arxiv.org/abs/2605.30105 | Paper pp. 1–9 (experience bank and repair loop), pp. 9–15 (benchmark evaluation and transfer). | excerpt pages 7, 9","[p.7] At the start of each repairattempt cve_description,cwe_info, experi-ence_context vulnerability_summary, hypothesis (likely rootcause), checklist (items to verify)- Reproduce PoC Confirm the vulnerability is reproducible in thecurrent repository by running the PoC.Before localization andmodification. source_dir, fix-run.sh,vul-run.sh reproduction_result (PoC success/failure), fail-ure_logs (if reproduction fails)bash prepare.sh && bashvul-run.sh Locate Vulnera-bility Locate the exact code lines, functions, or filesthat trigger the vulnerability and mark the editablescope. [p.9] Following the original papers, we use oracle localization for PATCHEV AL and apply end- to-end repair to SEC-bench (poc-desc mode [41]).","reproduction-, validation-, and repair-centered agent",p.1; papers/A175.pdf,"论文将主要系统任务表述为“VOREPAIR: Enhancing Vulnerability Repair Agents Through Experience-Based Self-Evolution Haichuan Hu1 Guoqing Xie2 Quanjun Zhang1 Jiawei Liu2 Shengcheng Yu3 Chunrong Fang2 Zhenyu Chen2 Liang Xiao1 1Nanjing University of Science and Technology 2Nanjing University 3Technical University of Munich Abstract Large Language Models (LLMs) have shown promise for automated vulnerability repair (A VR), but they still face several limitatio”。按主任务及主要评价对象，agent 控制的中心落在 reproduction-, validation-, and repair-centered agent，而不是由 agent 数量或系统名称推定。",high,no,OY,2026-08-24,ready
R2-434,A028,"OpenAnt: LLM-Powered Vulnerability Discovery Through Code Decomposition, Adversarial Verification, and Dynamic Testing",principal reported evidence output,single-label,candidate judgment | controlled task completion | runtime safety signal | reproducible validation | externally traceable material,https://arxiv.org/abs/2606.19149,papers/A028.pdf,"https://arxiv.org/abs/2606.19149 | Paper pp. 1–6 (architecture and dynamic verification), pp. 6–10 (evaluation/results), and pp. 13–14 (limitations/conclusion). | excerpt pages 13, 1","[p.13] Certain vulnerabilities require complex runtime envi- ronments, external infrastructure, or precise timing conditions that are difficult to reproduce automatically in isolated containers. [p.1] Our results suggest that closed-loop vulnerability discovery pipelines, combining semantic reasoning with exploit validation, provide a practical path toward scalable automated security analysis.",reproducible validation,p.8; papers/A028.pdf,p.8 报告“Exploit reproducibility.Automated dynamic testing successfully reproduced 144 vul- nerabilities (75.8%) through generated exploit environments executed in sandboxed containers.”。主要结果是可执行的复现、PoC 或触发验证，而不是单纯候选判断。,high,no,OY,2026-08-24,ready
R2-435,A154,What You Code Is What We Prove: Translating BLE App Logic into Formal Models with LLMs for Vulnerability Detection,external traceability,single-label,no external trace reported | author-reported external clue | benchmark ground truth / public material | publicly aligned external trace,https://arxiv.org/pdf/2509.09291,papers/A154.pdf,evaluation p.2; validation p.1,"[evaluation p.2] ing to extract relevant code paths, translate them into formal process models via LLMs, and verify them using ProVerif. We evaluate VerifiaBLE on 1,050 real-world BLE Android applications and conduct extensive manual validation Host Generic Access Profile Generic Attribute and case studies. Our findings reveal systemic weaknesses in Profile BLE appl [validation p.1] ble for directly detecting vulnera- risks such as eavesdropping, spoofing, and replay attacks. bilities, they excel at understanding programming semantics and generating well-structured output in other representations B. Yan, Y. Zhang, M. Xu, R. Pan, and X. Che",no external trace reported,"p.1, Abstract/Introduction; papers/A154.pdf","论文相关事实为“JOURNAL OF LATEX CLASS FILES, VOL. 14, NO. 8, AUGUST 2021 1 What You “Code” Is What We “Prove”: Translating BLE App Logic into Formal Models with LLMs for Vulnerability Detection Biwei Yan, Yue Zhang, Minghui Xu, Runyu Pan, Jinku Li,Member, IEEE, Xiuzhen Cheng,Fellow, IEEE Abstract—The application layer of Bluetooth Low Energy (BLE) is a growing source of se”。本地论文未给出具体系统结果到公开记录、公开 PoC/trigger/replay 或公开 benchmark ground truth 的可定位对齐。",medium,no,OY,2026-08-24,ready
R2-436,A152,Are Frontier LLMs Ready for Cybersecurity? Evidence for Vertical Foundation Models from Dual-Mode Vulnerability Benchmarks,principal reported evidence output,single-label,candidate judgment | controlled task completion | runtime safety signal | reproducible validation | externally traceable material,https://arxiv.org/pdf/2605.23243,papers/A152.pdf,validation p.2; evaluation p.1,"[validation p.2] request/response DOM, console callbacks, replay planning only TraceStore records node transitions, tool I/O, LLM I/O, and proof decisions Outcome signal in each P panel is the benchmark result used to compare that paradigm: P1/P2 report low ground-truth coverage, P3 reports per-f [evaluation p.1] on programming benchmarks (Fan et al., 2023; We evaluate whether frontier LLMs are arXiv:2605.23243v5 [cs.CR] 26 Jun 2026 ready for cybersecurity through a dual-mode Chen et al., 2021); domain-specific models outper- benchmark: white-box function-level vul- form scale-first approaches in specialized domains",candidate judgment,p.9; papers/A152.pdf,"p.9 报告“The main claims rely on comparative error patterns observed across multi- ple models and paradigms: high false positive rates in white-box detection, low black-box ground-truth coverage without methodology, and improved re- liability from domain-specific methodology and deterministic classification.”。主要结果是检测、分类或定位候选的判断指标。",high,no,OY,2026-08-24,ready
R2-437,A063,Favia: Forensic Agent for Vulnerability-fix Identification and Analysis,cross-stage capability,multi-label,context aggregation / rule extraction | tool routing / strategy routing | feedback interpretation / loop adjustment | validation organization / evidence packaging | long-horizon state management | failure reuse / strategy update | governance / human gates / disclosure control | no qualifying label observed,https://arxiv.org/pdf/2602.12500,papers/A063.pdf,feedback p.8; action p.1,"[feedback p.8] al., 2023) framework, which integrates reasoning and acting in a unified agent architecture. ReAct enables the agent to iteratively decompose complex evaluation tasks into subgoals, alternating between chain-of-thought reasoning and tool-based interactions. This allows the agent to simulate human-like analysis, retrieve relevant context, and dynamically refine its understanding. Specifically, we implement the agent using the smolagents (Roucher et al., 2025) library from Hugging Face (2 [action p.1] language model (LLM)-based methods, often suffer from poor precision-recall trade-offs. Frequently evaluated on randomly sampled commits, we uncover that they are substantially underestimating real-world difficulty, where candidate commits are already security-relevant a",context aggregation / rule extraction,p.25; papers/A063.pdf,"context aggregation / rule extraction: p.25“Early localization through file search.After retrieving the CVE description, the second turn is dominated by localization actions.”。引文分别说明前序信息/反馈如何改变后续检索、生成、验证、记忆或审查动作。",high,no,OY,2026-08-24,ready
R2-438,A194,Let the Trial Begin: A Mock-Court Approach to Vulnerability Detection using LLM-Based Agents,cross-stage capability,multi-label,context aggregation / rule extraction | tool routing / strategy routing | feedback interpretation / loop adjustment | validation organization / evidence packaging | long-horizon state management | failure reuse / strategy update | governance / human gates / disclosure control | no qualifying label observed,https://arxiv.org/pdf/2505.10961,papers/A194.pdf,feedback p.5; action p.1,"[feedback p.5] and benign) with the fewest tokens in the validation set to help gpt-3.5-turbo-0125, the latest iteration of the GPT 3.5 model with a manage the tuning cost. We chose 50 samples based on preliminary context window of 16k tokens. experiments comparing different dataset sizes (25, 50, and 75 [action p.1] vulnerable code and to provide explanations. It employs four role- lenging new benchmark called PrimeVul, where the functional dif- specific agents, which are security researcher, code author, moderator, ferences between benign and vulnerable code pairs are subtle, less and review board. Using GPT-4o as the base LLM, VulTrial almost",no qualifying label observed,p.7; papers/A194.pdf,论文描述的相关流程为“Model Agents Method P-C↑ P-V↓ P-B↓ P-R↓ Error↓ P↑ R↑ FPR↓ CodeBERT [16] Single-Agent Fine-tuned full† [12] 5 37 386 7 430 0.49 0.10 0.10 Fine-tuned pair‡ 0 435 0 0 435 0.50 1.00 1.00 CodeT5 [55] Single-Agent Fine-tuned full† [12] 0 57 373 5 435 0.48 0.13 0.14 Fine-tuned pair‡ 0 434 1 0 435 0.50 0.99 0.99 UniXCoder [21] Single-Agent Fine-tuned full† [12] 4 26 403 2 431 0.52 0.07 0.06 Fine-tuned pair‡ 6 412 17 0 429 0.50 0.96 0.9”。全文未定位到可核查的“前序信息或反馈 -> 后续动作改变”链条，故不把多模块并列或普通人工评估计为 cross-stage capability。,medium,no,OY,2026-08-24,ready
R2-439,A119,All you need is a fuzzing brain: an LLM-powered system for automated vulnerability detection and patching,lifecycle coverage,multi-label,candidate analysis | path and input exploration | execution observation | reproduction and validation | patch validation | reporting and audit | no qualifying label observed,https://arxiv.org/abs/2509.07225,papers/A119.pdf,"https://arxiv.org/abs/2509.07225 | Paper pp. 1–2 (Abstract and AIxCC task model), pp. 2–10 (architecture, detection/PoV/patch workflows), and pp. 10–13 (evaluation). | excerpt pages 7","[p.7] All You Need Is A Fuzzing Brain: An LLM-Powered System for Automated Vulnerability Detection and Patching AIxCC, 2025, Figure 2: Task Distribution & Strategy Running Table 3: Delta-Scan POV Generation Strategies Comparison Strategy Input Analysis Generation Method Core Characteristics xs0_delta Commit diff analysis Single input per iteration Basic strategy, iterative LLM refinement as0_delta Commit diff analysis Multi-input generation Advanced strategy with 5 inputs per try Table 4: Full-Scan POV Generation Strategies Comparison Strategy Function Discovery Ranking Method Core Characteristics xs0_c_full Call graph analysis LLM ranking Basic function filtering with simple LLM ranking xs0_java_",candidate analysis; execution observation; reproduction and validation,p.1；p.6; papers/A119.pdf,"candidate analysis: p.1“ll You Need Is A Fuzzing Brain: An LLM-Powered System for Automated Vulnerability Detection and Patching Ze Sheng Texas A&M University College Station, US zesheng@tamu.edu Qingxiao Xu Texas A&M University College Station, US qingxiao@tamu.edu Jianwei Huang Texas A&M University College Station, US jwhuang@tamu.edu Matthew Woodcock Texas A&M University College Station, US matthewwoodc0@tamu”；execution observation: p.6“At this stage, the harness is not performing fuzzing; it is simply used as an execution wrapper with sanitizers enabled to detect crashes (i.e., sanitizer errors). If a crash occurs, we record a successful POV and submit it to the Submission Service.”；reproduction and validation: p.1“The generated POV serves as concrete evidence of the vulnerability’s exploitability and also provides a test case for patch validation.”。这些均是系统实际执行的动作；未将作者或维护者的后续行为计入。",high,no,OY,2026-08-24,ready
R2-440,A110,PentestAgent: incorporating LLM agents to automated penetration testing,external traceability,single-label,no external trace reported | author-reported external clue | benchmark ground truth / public material | publicly aligned external trace,https://doi.org/10.1145/3708821.3733882,papers/A110.txt,"urn:isbn:979-8-4007-1410-8 | Paper pp. 1–5 (Abstract/background), pp. 5–8 (system overview and agents), and pp. 8–12 (evaluation and limitations). | excerpt pages 2, 8","[p.2] We make our benchmark datasets and framework publicly avail- able to facilitate further research in automated penetration testing.1 2 Background and Related Work 2.1 Penetration Testing Penetration testing (pentesting) is a structured, multi-stage process designed to identify security vulnerabilities in systems. [p.8] 4.1 Evaluation Setup 4.1.1 Benchmark Dataset.",benchmark ground truth / public material,p.9; papers/A110.txt,"论文相关事实为“This results in • We design a comprehensive penetration testing benchmark a limited state space and an outdated action space, reducing the based on the leading open-source collection of pre-built effectiveness and relevance of the generated actions.”。材料明确使用或发布公开 benchmark/dataset 作为可核查基础，但没有把系统新发现逐项对齐到公开外部记录。",high,no,OY,2026-08-24,ready
R2-441,A100,SEC-bench Pro: Can Language Models Solve Long-Horizon Software Security Tasks?,principal reported evidence output,single-label,candidate judgment | controlled task completion | runtime safety signal | reproducible validation | externally traceable material,https://arxiv.org/pdf/2605.26548,papers/A100.pdf,validation p.1; evaluation p.1,"[validation p.1] e auditing. Although an entire codebase to produce a working proof-of-concept (PoC). researchers have recently constructed multiple benchmarks However, such critical security problems remain understudied in existing literature. In this paper, we present SEC-bench Pro, based on real-world CVE or vulnerability instances [21, 22, 26, [evaluation p.1] er novel PoCs exercising new sibling paths of the same During construction and evaluation, the SEC-bench Pro workflow vulnerability not covered by the original developer patch. 3) also surfaced three real vulnerabilities in V8 and SpiderMonkey, Existing benchmarks often provide more task inputs than a bug including a sandbox escape that was fixed and earned a $20,000",reproducible validation,p.5; papers/A100.pdf,"p.5 报告“Evaluation Task and Agent Interface The construction phase reconstructs an environment from a known PoC, whereas the evaluation phase withholds that PoC and measures whether an agent can find a triggering input on its own. Each evaluated agent runs unmodified with its default tool set inside a sandboxed container that exposes the vulnerable source tree.”。主要结果是可执行的复现、PoC 或触发验证，而不是单纯候选判断。",high,no,OY,2026-08-24,ready
R2-442,A168,CyberGym: Evaluating AI Agents' Cybersecurity Capabilities with Real-World Vulnerabilities at Scale,cross-stage capability,multi-label,context aggregation / rule extraction | tool routing / strategy routing | feedback interpretation / loop adjustment | validation organization / evidence packaging | long-horizon state management | failure reuse / strategy update | governance / human gates / disclosure control | no qualifying label observed,https://www.cybergym.io/,papers/A168.txt,"https://www.cybergym.io/ | Paper pp. 1–6 (Abstract, benchmark construction and PoC oracle), pp. 6–9 (evaluation and zero-day deployment), and Appendix E pp. 34–35 (incomplete-patch/zero-day analysis). | excerpt pages 1, 4","[p.1] 1 INTRODUCTION Large language model (LLM) agents are becoming remarkably capable at real-world software engineering tasks (Jimenez et al., 2024; Mündler et al., 2024), thanks to their strong reasoning and tool-use abilities (Yang et al., 2024; Wang et al., 2025; Anthropic). [p.4] Widely used by state-of-the-art software testing tools and cybersecurity competitions (Michal Zalewski; Google; DARPA), sanitizers serve as our oracle as well.",no qualifying label observed,p.8; papers/A168.txt,"论文描述的相关流程为“gent execution steps and shorter PoCs. These results indicate that CyberGym’s diverse and challenging tasks provide a gradual ladder of difficulty, enabling tracking current and future progress in the cybersecurity field.”。全文未定位到可核查的“前序信息或反馈 -> 后续动作改变”链条，故不把多模块并列或普通人工评估计为 cross-stage capability。",medium,no,OY,2026-08-24,ready
