cohort,record_id,title,first_lifecycle,second_lifecycle,first_capability,second_capability,first_primary_shape,second_primary_shape,first_principal_evidence,second_principal_evidence,first_external_traceability,second_external_traceability
final_multisource_132,FMS0258,"Automatic, Expressive, and Scalable Fuzzing with Stitching",candidate analysis;execution observation;patch validation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,feedback-driven fuzzing agent,feedback-driven fuzzing agent,externally traceable material,externally traceable material,publicly aligned external trace,publicly aligned external trace
final_multisource_132,FMS0494,CyberChainBench: Can AI Agents Secure Smart Contracts Against Real-World On-Chain Vulnerabilities?,candidate analysis;execution observation;patch validation;path and input exploration;reproduction and validation,candidate analysis;execution observation;patch validation;path and input exploration;reporting and audit;reproduction and validation,context aggregation / rule extraction;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS0651,Favia: Forensic Agent for Vulnerability-fix Identification and Analysis,candidate analysis;reporting and audit,candidate analysis;reporting and audit,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,candidate-analysis system,candidate-analysis system,candidate judgment,candidate judgment,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS0968,Mastermind: Strategy-grounded Learning for Repository-Scale Vulnerability Reproduction,execution observation;patch validation;path and input exploration;reproduction and validation,candidate analysis;execution observation;patch validation;path and input exploration;reproduction and validation,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS1299,Security in a Workflow: Exploring Role-Based Agentic Architectures for Vulnerability Handling,candidate analysis;patch validation;reporting and audit,candidate analysis;patch validation;reporting and audit,context aggregation / rule extraction;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,long-horizon pentest and CRS agent,"reproduction-, validation-, and repair-centered agent",controlled task completion,candidate judgment,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS1316,SeedSmith: LLM-Driven Seed Synthesis for Directed Fuzzing,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,feedback-driven fuzzing agent,feedback-driven fuzzing agent,reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS1571,VEXAIoT: Autonomous IoT Vulnerability EXploitation using AI Agents,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,controlled task completion,controlled task completion,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS1573,VIPER-MCP: Detecting and Exploiting Taint-Style Vulnerabilities in Model Context Protocol Servers,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,feedback-driven fuzzing agent,feedback-driven fuzzing agent,reproducible validation,reproducible validation,author-reported external clue,author-reported external clue
final_multisource_132,FMS0090,A Systematic Study on Generating Web Vulnerability Proof-of-Concepts Using Large Language Models,execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;validation organization / evidence packaging,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,externally traceable material,benchmark ground truth / public material,publicly aligned external trace
final_multisource_132,FMS0100,ACFIX: Guiding LLMs with Mined Common RBAC Practices for Context-Aware Repair of Access Control Vulnerabilities in Smart Contracts,candidate analysis;execution observation;patch validation,candidate analysis;execution observation;patch validation;reproduction and validation,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS0239,"ATLANTIS: AI-driven Threat Localization, Analysis, and Triage Intelligence System",candidate analysis;execution observation;patch validation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis;execution observation;patch validation;path and input exploration;reporting and audit;reproduction and validation,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS0297,Benchmarking LLMs and LLM-based Agents in Practical Vulnerability Detection for Code Repositories,candidate analysis,candidate analysis;path and input exploration;reporting and audit,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,candidate-analysis system,candidate-analysis system,candidate judgment,candidate judgment,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS0362,Can LLMs Patch Security Issues?,candidate analysis;patch validation,candidate analysis;patch validation,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS0376,CHAINTRIX: A multi-pipeline LLM-augmented framework for automated smart-contract security auditing,candidate analysis;execution observation;path and input exploration;reporting and audit,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,candidate-analysis system,candidate-analysis system,candidate judgment,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS0479,CryptoFormalEval: Integrating LLMs and Formal Verification for Automated Cryptographic Protocol Vulnerability Detection,candidate analysis;execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reproduction and validation,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS0533,Detecting Vulnerability-Inducing Commits via Multi-Stage Reasoning with LLM-Based Agents,candidate analysis;reporting and audit,candidate analysis;reporting and audit,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,candidate-analysis system,candidate-analysis system,candidate judgment,candidate judgment,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS0677,From Controlled to the Wild: Evaluation of Pentesting Agents for the Real-World,candidate analysis;execution observation;path and input exploration;reporting and audit,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,controlled task completion,controlled task completion,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS0885,Let the Trial Begin: A Mock-Court Approach to Vulnerability Detection using LLM-Based Agents,candidate analysis;reporting and audit,candidate analysis;reporting and audit,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,candidate-analysis system,candidate-analysis system,candidate judgment,candidate judgment,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS0925,LLM-SmartAudit: Advanced Smart Contract Vulnerability Detection,candidate analysis;reporting and audit,candidate analysis;reporting and audit,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,candidate-analysis system,candidate-analysis system,candidate judgment,candidate judgment,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS1394,StealthBench: Measuring Operational Stealth in Autonomous Offensive-Security Agents,candidate analysis;execution observation;path and input exploration;reporting and audit,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing,feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,controlled task completion,controlled task completion,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS1473,Tool-Guided Retrieval-Augmented Repair for Securing LLM-Generated C Code,candidate analysis;execution observation;patch validation,candidate analysis;execution observation;patch validation,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;validation organization / evidence packaging,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS0120,AEGIS: From Clues to Verdicts -- Graph-Guided Deep Vulnerability Reasoning via Dialectics and Meta-Auditing,candidate analysis;reporting and audit,candidate analysis;path and input exploration;reporting and audit,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,candidate-analysis system,candidate-analysis system,candidate judgment,candidate judgment,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS0219,Are Frontier LLMs Ready for Cybersecurity? Evidence for Vertical Foundation Models from Dual-Mode Vulnerability Benchmarks,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,context aggregation / rule extraction;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,controlled task completion,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS0347,Bulkhead: Automated Semantic Detection and Remediation of Container Escape Vulnerabilities,candidate analysis;execution observation;patch validation;reporting and audit;reproduction and validation,candidate analysis;execution observation;patch validation;path and input exploration;reporting and audit;reproduction and validation,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,benchmark ground truth / public material,author-reported external clue
final_multisource_132,FMS0412,Codexity: Secure AI-assisted Code Generation,candidate analysis;patch validation,candidate analysis;patch validation,feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS0443,ContractTinker: LLM-Empowered Vulnerability Repair for Real-World Smart Contracts,candidate analysis;patch validation,candidate analysis;patch validation,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,candidate judgment,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS0488,CVE-Bench: A Benchmark for AI Agents' Ability to Exploit Real-World Web Application Vulnerabilities,candidate analysis;execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reproduction and validation,feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,controlled task completion,controlled task completion,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS0558,DREA: Decoupled Reasoning and Exploration Agents for Repository-Level Vulnerability Detection,candidate analysis,candidate analysis;path and input exploration;reporting and audit,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,candidate-analysis system,candidate-analysis system,candidate judgment,candidate judgment,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS0659,Fixing Security Vulnerabilities with AI in OSS-Fuzz,candidate analysis;execution observation;patch validation,candidate analysis;execution observation;patch validation;path and input exploration;reporting and audit;reproduction and validation,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,externally traceable material,benchmark ground truth / public material,publicly aligned external trace
final_multisource_132,FMS0742,Guiding AI to Fix Its Own Flaws: An Empirical Study on LLM-Driven Secure Code Generation,candidate analysis;patch validation,candidate analysis;patch validation,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS0752,HarnessAgent: Scaling Automatic Fuzzing Harness Construction with Tool-Augmented LLM Pipelines,execution observation;path and input exploration;reproduction and validation,execution observation;path and input exploration,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,feedback-driven fuzzing agent,feedback-driven fuzzing agent,controlled task completion,runtime safety signal,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS0782,How Well Do Large Language Models Serve as End-to-End Secure Code Agents for Python?,candidate analysis;patch validation,candidate analysis;patch validation,feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS0800,Improving LLM-Assisted Secure Code Generation through Retrieval-Augmented-Generation and Multi-Tool Feedback,candidate analysis;execution observation;patch validation,candidate analysis;execution observation;patch validation,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS0913,LLM-based Vulnerability Detection at Project Scale: An Empirical Study,candidate analysis;reporting and audit,candidate analysis;path and input exploration;reporting and audit,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,candidate-analysis system,candidate-analysis system,candidate judgment,candidate judgment,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS0916,LLM-Driven SAST-Genius: A Hybrid Static Analysis Framework for Comprehensive and Actionable Security,candidate analysis;execution observation;reporting and audit;reproduction and validation,candidate analysis;reporting and audit;reproduction and validation,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;validation organization / evidence packaging,"reproduction-, validation-, and repair-centered agent",candidate-analysis system,reproducible validation,candidate judgment,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS0961,"Mapping the Exploitation Surface: A 10,000-Trial Taxonomy of What Makes LLM Agents Exploit Vulnerabilities",candidate analysis;execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reproduction and validation,feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing,feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,controlled task completion,controlled task completion,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS1041,Okara: Detection and Attribution of TLS Man-in-the-Middle Vulnerabilities in Android Apps with Foundation Models,execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,feedback-driven fuzzing agent,candidate-analysis system,runtime safety signal,reproducible validation,benchmark ground truth / public material,author-reported external clue
final_multisource_132,FMS1076,PATCHEVAL: A New Benchmark for Evaluating LLMs on Patching Real-World Vulnerabilities,execution observation;patch validation,candidate analysis;execution observation;patch validation;path and input exploration;reproduction and validation,feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS1081,Pen-Strategist: A Reasoning Framework for Penetration Testing Strategy Formation and Analysis,candidate analysis;execution observation;path and input exploration;reporting and audit,candidate analysis;execution observation;path and input exploration,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,controlled task completion,controlled task completion,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS1228,SCAFFOLD-CEGIS: Preventing Latent Security Degradation in LLM-Driven Iterative Code Refinement,candidate analysis;execution observation;patch validation,candidate analysis;execution observation;patch validation,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS1233,SCGAgent: Recreating the Benefits of Reasoning Models for Secure Code Generation with Agentic Workflows,candidate analysis;execution observation;patch validation,candidate analysis;execution observation;patch validation,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS1283,Securing the Dark Matter: A Semantic-Enhanced Neuro-Symbolic Framework for Supply Chain Analysis of Opaque Industrial Software,candidate analysis;reporting and audit,candidate analysis;reporting and audit,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,candidate-analysis system,candidate-analysis system,candidate judgment,candidate judgment,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS1334,ShadowProbe: Language-Extensible Detection of Hidden Algorithmic Complexity Vulnerabilities,candidate analysis;execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,"reproduction-, validation-, and repair-centered agent",feedback-driven fuzzing agent,reproducible validation,externally traceable material,benchmark ground truth / public material,publicly aligned external trace
final_multisource_132,FMS1530,TypePilot: Leveraging the Scala Type System for Secure LLM-generated Code,candidate analysis;patch validation,candidate analysis;patch validation,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",controlled task completion,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material
final_multisource_132,FMS1592,Vulnerability-Triggering Test Case Generation from Third-Party Libraries,candidate analysis;execution observation;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,context aggregation / rule extraction;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",reproducible validation,reproducible validation,benchmark ground truth / public material,benchmark ground truth / public material
