"discovery_id","title","publication_dates","doi","arxiv_id","source_ids","screening_stage","final_analytical_layer","decision_reason","source_location","canonical_search_record_id","existing_canonical_study_id","counting_status","second_coder_required","second_coder_status","second_coder_eligibility","decision_provenance"
"FMS1470","Tight Competitive and Variance Analyses of Matching Policies in Gig Platforms","2024-01-24","","2401.13842","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1470","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1471","To Err is Machine: Vulnerability Detection Challenges LLM Reasoning","2024-03-25","","2403.17218","arxiv","title_abstract","background_reference","Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.","title, abstract, and exported source metadata","FMS1471","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1472","To Trust or Not to Trust? Enhancing Large Language Models' Situated Faithfulness to External Contexts","2024-10-18","","2410.14675","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1472","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1473","Tool-Guided Retrieval-Augmented Repair for Securing LLM-Generated C Code","2026-07-21","","2607.21641","arxiv","full_text","study_level","Compiler, CodeQL, and KLEE results drive iterative LLM repair, while successful repair patterns are retained across tasks and final candidates undergo symbolic validation.","public full text pp. 1, 2; https://arxiv.org/pdf/2607.21641","FMS1473","","new_candidate_study","yes","complete","include_study_level","final_integrated_assignment"
"FMS1474","ToolGuardian: Declarative Security for AI Agent-Tool Interactions","2026-07-23","","2607.21835","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1474","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1475","Top Score on the Wrong Exam: On Benchmarking in Machine Learning for Vulnerability Detection","2024-08-23","","2408.12986","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1475","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1476","TOSSS: a CVE-based Software Security Benchmark for Large Language Models","2026-03-11","","2603.10969","arxiv","title_abstract","background_reference","The title and abstract indicate adjacent target-software relevance, but no retrieved full text was available for study-specific extended synthesis.","title, abstract, and exported source metadata","FMS1476","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1477","Toward Autonomous SOC Operations: End-to-End LLM Framework for Threat Detection, Query Generation, and Resolution in Security Operations","2026-04-30","","2604.27321","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1477","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1478","Toward Reliable, Safe, and Secure LLMs for Scientific Applications","2026-03-18","","2603.18235","arxiv","title_abstract","background_reference","The visible contribution is a benchmark, model evaluation, or adjacent security study outside study-level workflow coding.","title, abstract, and exported source metadata","FMS1478","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1479","Toward Safe and Human-Aligned Game Conversational Recommendation via Multi-Agent Decomposition","2025-04-26","","2504.20094","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1479","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1480","Toward Scalable Automated Repository-Level Datasets for Software Vulnerability Detection","2026-03-18","","2603.17974","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1480","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1481","Toward Secure and Reliable PDDL Formalization of Large Language Models with Planner-in-the-Loop Feedback","2026-06-29","","2606.29700","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1481","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1482","Toward Secure LLM Agents: Threat Surfaces, Attacks, Defenses, and Evaluation","2026-06-09","","2606.10749","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1482","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1483","Toward Securing AI Agents Like Operating Systems","2026-05-14","","2605.14932","arxiv","title_abstract","background_reference","The security target is an AI/agent system or generated-code ecosystem rather than an Agentic target-software mining workflow.","title, abstract, and exported source metadata","FMS1483","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1484","Towards a Unified Conversational Recommendation System: Multi-task Learning via Contextualized Knowledge Distillation","2023-10-27","","2310.18119","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1484","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1485","Towards Agentic Investigation of Security Alerts","2026-04-28","10.1109/bigdata66926.2025.11402161","2604.25846","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1485","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1486","Towards AI-Driven Human-Machine Co-Teaming for Adaptive and Agile Cyber Security Operation Centers","2025-05-09","","2505.06394","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1486","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1487","Towards an Automated Test of LLM Security Knowledge","2026-07-20","","2607.18496","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1487","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1488","Towards Benchmarking Privacy Vulnerabilities in Selective Forgetting with Large Language Models","2025-12-19","","2512.18035","arxiv","title_abstract","background_reference","The visible contribution is a benchmark, model evaluation, or adjacent security study outside study-level workflow coding.","title, abstract, and exported source metadata","FMS1488","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1489","Towards Compositional Generalization in LLMs for Smart Contract Security: A Case Study on Reentrancy Vulnerabilities","2026-01-11","","2601.06914","arxiv","full_text","extended_synthesis","The work evaluates compositional LLM reasoning for smart-contract vulnerability detection without an observable Agent runtime controlling tools or execution feedback.","public full text pp. 1, 2; https://arxiv.org/pdf/2601.06914","FMS1489","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1490","Towards Demystifying and Repairing LLM-in-the-Loop Vulnerabilities","2026-05-27","","2605.28893","arxiv","title_abstract","background_reference","The record informs agent/LLM security, governance, or evaluation context but does not study an Agentic target-software mining workflow.","title, abstract, and exported source metadata","FMS1490","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1491","Towards Effective Complementary Security Analysis using Large Language Models","2025-06-20","","2506.16899","arxiv","full_text","extended_synthesis","The study applies prompting strategies to filter SAST findings without an observable Agent runtime or feedback-driven tool transition.","public full text pp. 1, 4; https://arxiv.org/pdf/2506.16899","FMS1491","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1492","Towards Effective Offensive Security LLM Agents: Hyperparameter Tuning, LLM as a Judge, and a Lightweight CTF Benchmark","2025-08-05","","2508.05674","arxiv","full_text","study_level","Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 2; https://arxiv.org/pdf/2508.05674","FMS1492","","new_candidate_study","yes","complete","include_study_level","final_integrated_assignment"
"FMS1493","Towards Empathetic Conversational Recommender Systems","2024-08-30","10.1145/3640457.3688133","2409.10527","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1493","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1494","Towards Fast Domain Adaptation and Fine-Grained User Simulation for Evaluating Conversational Recommender Systems","2026-06-22","","2606.22803","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1494","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1495","Towards LLM-Assisted Vulnerability Detection and Repair for Open-Source 5G UE Implementations","2025-01-01","10.14722/futureg.2025.23021","","openalex","report_retrieval","background_reference","Adjacent mechanism or evaluation context was visible in metadata, but no retrieved full text was available for study-specific extended synthesis.","title/abstract and source metadata; https://doi.org/10.14722/futureg.2025.23021","FMS1495","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1496","Towards Optimal Agentic Architectures for Offensive Security Tasks","2026-04-20","","2604.18718","arxiv","title_abstract","existing_study_or_version","Matched existing study CP235 by exact arXiv ID .","title, abstract, and exported source metadata","FMS1496","CP235","existing_study_match_not_counted","no","not_applicable","","matched_to_pre-integration_retained_study"
"FMS1497","Towards Personalizing Secure Programming Education with LLM-Injected Vulnerabilities","2026-04-15","","2604.13955","arxiv","title_abstract","background_reference","The title and abstract indicate adjacent target-software relevance, but no retrieved full text was available for study-specific extended synthesis.","title, abstract, and exported source metadata","FMS1497","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1498","Towards Reliable LLM-Driven Fuzz Testing: Vision and Road Ahead","2025-03-02","","2503.00795","arxiv","title_abstract","background_reference","Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.","title, abstract, and exported source metadata","FMS1498","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1499","Towards Reliable Local Security Agents: Verifiable Post-Training for Linux Privilege Escalation","2026-03-18","","2603.17673","arxiv","title_abstract","excluded_near_neighbor","Preferred search-level representative after title, identifier, author, and abstract comparison of source variants.","title, abstract, and exported source metadata","FMS1499","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1500","Towards Resilient and Efficient LLMs: A Comparative Study of Efficiency, Performance, and Adversarial Robustness","2024-08-08","","2408.04585","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1500","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1501","Towards Robust and Secure Embodied AI: A Survey on Vulnerabilities and Attacks","2025-02-18","","2502.13175","arxiv","title_abstract","background_reference","Review or survey material.","title, abstract, and exported source metadata","FMS1501","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1502","Towards Secure Agent Skills: Architecture, Threat Taxonomy, and Security Analysis","2026-04-03","","2604.02837","arxiv","title_abstract","background_reference","Agent-system security or governance context; the target is not target software.","title, abstract, and exported source metadata","FMS1502","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1503","Towards Secure and Explainable Smart Contract Generation with Security-Aware Group Relative Policy Optimization","2025-09-12","","2509.09942","arxiv","title_abstract","background_reference","Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.","title, abstract, and exported source metadata","FMS1503","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1504","Towards Secure Retrieval-Augmented Generation: A Comprehensive Review of Threats, Defenses and Benchmarks","2026-03-23","","2603.21654","arxiv","title_abstract","background_reference","Review or survey material.","title, abstract, and exported source metadata","FMS1504","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1505","Towards Security-Auditable LLM Agents: A Unified Graph Representation","2026-05-07","","2605.06812","arxiv","title_abstract","background_reference","The security target is an AI/agent system or generated-code ecosystem rather than an Agentic target-software mining workflow.","title, abstract, and exported source metadata","FMS1505","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1506","Towards sustainable grid security: a lightweight adaptive framework for power system software vulnerability detection","2026-03-17","10.1186/s44147-026-00926-7","","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1506","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1507","Towards trustworthy agentic AI: a comprehensive survey of safety, robustness, privacy, and system security","2026-05-17","10.20935/acadai8260","2605.23989","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1507","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1508","Towards Trustworthy AI: A Review of Ethical and Robust Large Language Models","2024-06-01","","2407.13934","arxiv","title_abstract","background_reference","Review or survey material.","title, abstract, and exported source metadata","FMS1508","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1509","Trace: Securing Smart Contract Repository Against Access Control Vulnerability","2025-10-22","","2510.19254","arxiv","full_text","study_level","Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 5; https://arxiv.org/pdf/2510.19254","FMS1509","","new_candidate_study","yes","complete","include_study_level","final_integrated_assignment"
"FMS1510","TRACE: Tourism Recommendation with Accountable Citation Evidence","2026-05-08","","2605.07677","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1510","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1511","TraceAegis: Securing LLM-Based Agents via Hierarchical and Behavioral Anomaly Detection","2025-10-13","","2510.11203","arxiv","title_abstract","background_reference","The record informs agent/LLM security, governance, or evaluation context but does not study an Agentic target-software mining workflow.","title, abstract, and exported source metadata","FMS1511","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1512","TraceLLM: Security Diagnosis Through Traces and Smart Contracts in Ethereum","2025-09-03","","2509.03037","arxiv","full_text","extended_synthesis","TraceLLM maps collected Ethereum traces and contract code into anomaly findings and reports through a fixed analysis pipeline rather than adaptive Agent control.","public full text pp. 1, 2; https://arxiv.org/pdf/2509.03037","FMS1512","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1513","Tracing Privacy Leakage of Language Models to Training Data via Adjusted Influence Functions","2024-08-20","","2408.10468","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1513","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1514","Training Language Model Agents to Find Vulnerabilities with CTF-Dojo","2025-08-25","","2508.18370","arxiv","full_text","study_level","Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 2, 1, 4; https://arxiv.org/pdf/2508.18370","FMS1514","","new_candidate_study","yes","complete","include_study_level","final_integrated_assignment"
"FMS1515","Transfer Learning for Security: Challenges and Future Directions","2024-03-01","","2403.00935","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1515","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1516","Transferable Self-Evolving Playbooks for Agentic Security Auditing","2026-06-15","","2606.16420","arxiv; openalex","title_abstract","existing_study_or_version","Matched existing study CP217 by exact arXiv ID .","title, abstract, and exported source metadata","FMS1516","CP217","existing_study_match_not_counted","no","not_applicable","","matched_to_pre-integration_retained_study"
"FMS1517","Transformers and Large Language Models for Efficient Intrusion Detection Systems: A Comprehensive Survey","2024-08-14","","2408.07583","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1517","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1518","Transient Turn Injection: Exposing Stateless Multi-Turn Vulnerabilities in Large Language Models","2026-04-23","","2604.21860","arxiv","full_text","background_reference","The paper studies thought-transition injection attacks against LLMs and is outside target-software vulnerability mining.","public full text pp. 1, 10; https://arxiv.org/pdf/2604.21860","FMS1518","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1519","Transition-Oriented Programming: Developing Provably Correct Systems","2024-03-21","10.15083/0002012819","","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1519","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1520","Translating Common Security Assertions Across Processor Designs: A RISC-V Case Study","2025-02-14","","2502.10194","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1520","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1521","TRiSM for Agentic AI: A Review of Trust, Risk, and Security Management in LLM-based Agentic Multi-Agent Systems","2025-06-04","","2506.04133","arxiv","title_abstract","background_reference","Review or survey material.","title, abstract, and exported source metadata","FMS1521","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1522","Trust but Verify? Uncovering the Security Debt of Autonomous Coding Agents","2026-07-14","","2607.12428","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1522","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1523","Trust in LLM-controlled Robotics: a Survey of Security Threats, Defenses and Challenges","2025-12-17","","2601.02377","arxiv","title_abstract","excluded_near_neighbor","The title identifies a non-software target domain.","title, abstract, and exported source metadata","FMS1523","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1524","Trusted Credentials, Untrusted Behavior: Benchmarking LLM-Agent Security in High-Performance Computing","2026-07-20","","2607.18485","arxiv","title_abstract","background_reference","Agent-system security or governance context; the target is not target software.","title, abstract, and exported source metadata","FMS1524","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1525","Trustworthy AI LLM Scalability Risk Index (LSRI): A Cybersecurity Framework Assessing Agentic-AI Security & Software Model Supply Chain Safety Boosting AI-Generated Malware Defense & Explainability Mitigating Emerging Risks of Generative AI","2026-02-22","10.1080/08874417.2026.2624670","2602.19021","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1525","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1526","Trustworthy AI: Safety, Bias, and Privacy -- A Survey","2025-02-11","","2502.10450","arxiv","title_abstract","background_reference","Review or survey material.","title, abstract, and exported source metadata","FMS1526","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1527","Trustworthy GenAI over 6G: Integrated Applications and Security Frameworks","2025-11-19","","2511.15206","arxiv","title_abstract","background_reference","Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.","title, abstract, and exported source metadata","FMS1527","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1528","Tuning Yttrium Σ7(0001) Twist Grain Boundary Properties through Segregation and Co-segregation of Low Neutron Absorption Elements: First-Principles Insights","2025-11-25","","2511.20408","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1528","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1529","Two-step dynamic obstacle avoidance","2023-11-28","","2311.16841","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1529","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1530","TypePilot: Leveraging the Scala Type System for Secure LLM-generated Code","2025-10-13","","2510.11151","arxiv","full_text","study_level","TypePilot assigns generation, vulnerability review, and refinement to successive LLM roles so earlier findings change the retained code passed to later roles.","public full text pp. 1, 9; https://arxiv.org/pdf/2510.11151","FMS1530","","new_candidate_study","yes","complete","include_study_level","final_integrated_assignment"
"FMS1531","Unbridled Icarus: A Survey of the Potential Perils of Image Inputs in Multimodal Large Language Model Security","2024-04-08","","2404.05264","arxiv","title_abstract","background_reference","Review or survey material.","title, abstract, and exported source metadata","FMS1531","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1532","Uncertainty-Aware Autonomous Driving System Testing with Large Language Models","2025-3-31","10.1109/icst62969.2025.10988929","","crossref; ieee_crossref","title_abstract","excluded_near_neighbor","The title identifies a non-software target domain.","title, abstract, and exported source metadata","FMS1532","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1533","Uncertainty-Gated Glaucoma Screening: Combining Semi-Supervised Classification with Multi-Agent Large Language Model Deliberation","2026-4-20","10.64898/2026.04.17.26351127","","crossref","title_abstract","excluded_near_neighbor","The title identifies a non-software target domain.","title, abstract, and exported source metadata","FMS1533","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1534","Uncovering Security Threats and Architecting Defenses in Autonomous Agents: A Case Study of OpenClaw","2026-03-13","","2603.12644","arxiv","title_abstract","background_reference","The security target is an AI/agent system or generated-code ecosystem rather than an Agentic target-software mining workflow.","title, abstract, and exported source metadata","FMS1534","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1535","Uncovering Vulnerabilities of LLM-Assisted Cyber Threat Intelligence","2025-09-28","","2509.23573","arxiv","title_abstract","background_reference","Agent-system security or governance context; the target is not target software.","title, abstract, and exported source metadata","FMS1535","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1536","Understanding and Evaluating Claw-like Agent Security Through a Computer-Systems Lens","2026-06-29","","2606.30755","arxiv","title_abstract","background_reference","Agent-system security or governance context; the target is not target software.","title, abstract, and exported source metadata","FMS1536","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1537","Understanding Help Seeking for Digital Privacy, Safety, and Security","2026-01-16","","2601.11398","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1537","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1538","Understanding Implicit Trust Errors in Core Carrier Networks through Multi-Agent Flaw Discovery and Analysis","2026-07-11","","","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1538","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1539","Understanding Programs by Exploiting (Fuzzing) Test Cases","2023-05-23","","2305.13592","arxiv","title_abstract","background_reference","Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.","title, abstract, and exported source metadata","FMS1539","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1540","Understanding the Effectiveness of Large Language Models in Detecting Security Vulnerabilities","2023-11-16","","2311.16169","arxiv","title_abstract","existing_study_or_version","Matched existing study CP163 by exact normalized title .","title, abstract, and exported source metadata","FMS1540","CP163","existing_study_match_not_counted","no","not_applicable","","matched_to_pre-integration_retained_study"
"FMS1541","Understanding the (In)Security of Vibe-Coded Applications","2026-06-22","","2606.23130","arxiv","title_abstract","background_reference","The title and abstract provide adjacent target-software context, but no retrieved full text was available for study-specific extended synthesis.","title, abstract, and exported source metadata","FMS1541","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1542","Undesirable Memorization in Large Language Models: A Survey","2024-10-03","","2410.02650","arxiv","title_abstract","background_reference","Review or survey material.","title, abstract, and exported source metadata","FMS1542","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1543","Unique Security and Privacy Threats of Large Language Models: A Comprehensive Survey","2024-06-12","","2406.07973","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1543","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1544","Unleashing LLMs in Bayesian Optimization: Preference-Guided Framework for Scientific Discovery","2026-05-18","","2605.17976","arxiv","title_abstract","excluded_near_neighbor","The title identifies a non-software or non-target-software use of vulnerability.","title, abstract, and exported source metadata","FMS1544","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1545","Unlocking Hardware Security Assurance: The Potential of LLMs","2023-08-21","","2308.11042","arxiv","title_abstract","excluded_near_neighbor","The title and abstract do not establish an in-scope target-software vulnerability-mining workflow or a defined synthesis use.","title, abstract, and exported source metadata","FMS1545","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1546","Unlocking LLM Security: Automated Penetration Testing and Source Code Review Based on Vulnerability Analysis and NLP","2025-7-28","10.1109/itc-egypt66095.2025.11186635","","ieee_crossref","title_abstract","background_reference","Review or survey material.","title, abstract, and exported source metadata","FMS1546","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1547","Unveiling Large Language Model Supply Chain: Structure, Domain, and Vulnerabilities","2025-04-29","","2504.20763","arxiv","title_abstract","background_reference","The visible contribution is a benchmark, model evaluation, or adjacent security study outside study-level workflow coding.","title, abstract, and exported source metadata","FMS1547","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1548","Unveiling Typographic Deceptions: Insights of the Typographic Vulnerability in Large Vision-Language Model","2024-02-29","","2402.19150","arxiv","title_abstract","excluded_near_neighbor","The title identifies a non-software or non-target-software use of vulnerability.","title, abstract, and exported source metadata","FMS1548","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1549","USCSA: Evolution-Aware Security Analysis for Proxy-Based Upgradeable Smart Contracts","2025-12-09","","2512.08372","arxiv","full_text","extended_synthesis","USCSA performs AST differencing followed by LLM-assisted attribution in a fixed staged analyzer without tool feedback changing later LLM action.","public full text pp. 1; https://arxiv.org/pdf/2512.08372","FMS1549","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1550","Usefulness of data flow diagrams and large language models for security threat validation: a registered report","2024-08-14","","2408.07537","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1550","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1551","User Experience with LLM-powered Conversational Recommendation Systems: A Case of Music Recommendation","2025-02-21","10.1145/3706598.3713347","2502.15229","arxiv","title_abstract","excluded_near_neighbor","The title identifies a non-software target domain.","title, abstract, and exported source metadata","FMS1551","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1552","Using AI Assistants in Software Development: A Qualitative Study on Security Practices and Concerns","2024-12-02","10.1145/3658644.3690283","","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1552","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1553","Using Fine-Tuned LLMs to Identify Indicators of Vulnerability in UK Police Incident Logs","2026-07-20","","2607.18446","arxiv","title_abstract","excluded_near_neighbor","The title identifies a non-software target domain.","title, abstract, and exported source metadata","FMS1553","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1554","Using Large Language Models for Template Detection from Security Event Logs","2024-09-08","10.1007/s10207-025-01018-y","2409.05045","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1554","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1555","Using LLMs for Tabletop Exercises within the Security Domain","2024-03-03","","2403.01626","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1555","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1556","Using LLMs to Automate Threat Intelligence Analysis Workflows in Security Operation Centers","2024-07-18","","2407.13093","arxiv","title_abstract","background_reference","The record informs agent/LLM security, governance, or evaluation context but does not study an Agentic target-software mining workflow.","title, abstract, and exported source metadata","FMS1556","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1557","Using Program Knowledge Graph to Uncover Software Vulnerabilities","2023-12-08","","2312.04818","arxiv","title_abstract","background_reference","The title and abstract indicate adjacent target-software relevance, but no retrieved full text was available for study-specific extended synthesis.","title, abstract, and exported source metadata","FMS1557","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1558","V2E: Validating Smart Contract Vulnerabilities through Profit-driven Exploit Generation and Execution","2026-04-15","","2604.13611","arxiv","title_abstract","existing_study_or_version","Matched existing study CP237 by exact arXiv ID .","title, abstract, and exported source metadata","FMS1558","CP237","existing_study_match_not_counted","no","not_applicable","","matched_to_pre-integration_retained_study"
