record_id,title,canonical_study_id,canonical_record_id,version_type,source_version,same_study_as,dedup_basis,analytical_layer,counting_status,retained_reason,notes
FMS1506,Towards sustainable grid security: a lightweight adaptive framework for power system software vulnerability detection,CS_FMS1506,FMS1506,conference_version,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1507,"Towards trustworthy agentic AI: a comprehensive survey of safety, robustness, privacy, and system security",CS_FMS1507,FMS1507,conference_version,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1508,Towards Trustworthy AI: A Review of Ethical and Robust Large Language Models,CS_FMS1508,FMS1508,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS1509,Trace: Securing Smart Contract Repository Against Access Control Vulnerability,CS_FMS1509,FMS1509,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,study_level_coded,canonical_counted,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.",Integrated multi-source search through 2026-07-30.
FMS1510,TRACE: Tourism Recommendation with Accountable Citation Evidence,CS_FMS1510,FMS1510,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1511,TraceAegis: Securing LLM-Based Agents via Hierarchical and Behavioral Anomaly Detection,CS_FMS1511,FMS1511,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The record informs agent/LLM security, governance, or evaluation context but does not study an Agentic target-software mining workflow.",Integrated multi-source search through 2026-07-30.
FMS1512,TraceLLM: Security Diagnosis Through Traces and Smart Contracts in Ethereum,CS_FMS1512,FMS1512,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,extended_synthesis,canonical_counted,TraceLLM maps collected Ethereum traces and contract code into anomaly findings and reports through a fixed analysis pipeline rather than adaptive Agent control.,Integrated multi-source search through 2026-07-30.
FMS1513,Tracing Privacy Leakage of Language Models to Training Data via Adjusted Influence Functions,CS_FMS1513,FMS1513,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1514,Training Language Model Agents to Find Vulnerabilities with CTF-Dojo,CS_FMS1514,FMS1514,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,study_level_coded,canonical_counted,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.",Integrated multi-source search through 2026-07-30.
FMS1515,Transfer Learning for Security: Challenges and Future Directions,CS_FMS1515,FMS1515,preprint,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1517,Transformers and Large Language Models for Efficient Intrusion Detection Systems: A Comprehensive Survey,CS_FMS1517,FMS1517,preprint,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1518,Transient Turn Injection: Exposing Stateless Multi-Turn Vulnerabilities in Large Language Models,CS_FMS1518,FMS1518,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,The paper studies thought-transition injection attacks against LLMs and is outside target-software vulnerability mining.,Integrated multi-source search through 2026-07-30.
FMS1519,Transition-Oriented Programming: Developing Provably Correct Systems,CS_FMS1519,FMS1519,conference_version,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1520,Translating Common Security Assertions Across Processor Designs: A RISC-V Case Study,CS_FMS1520,FMS1520,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1521,"TRiSM for Agentic AI: A Review of Trust, Risk, and Security Management in LLM-based Agentic Multi-Agent Systems",CS_FMS1521,FMS1521,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS1522,Trust but Verify? Uncovering the Security Debt of Autonomous Coding Agents,CS_FMS1522,FMS1522,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1523,"Trust in LLM-controlled Robotics: a Survey of Security Threats, Defenses and Challenges",CS_FMS1523,FMS1523,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,The title identifies a non-software target domain.,Integrated multi-source search through 2026-07-30.
FMS1524,"Trusted Credentials, Untrusted Behavior: Benchmarking LLM-Agent Security in High-Performance Computing",CS_FMS1524,FMS1524,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Agent-system security or governance context; the target is not target software.,Integrated multi-source search through 2026-07-30.
FMS1525,Trustworthy AI LLM Scalability Risk Index (LSRI): A Cybersecurity Framework Assessing Agentic-AI Security & Software Model Supply Chain Safety Boosting AI-Generated Malware Defense & Explainability Mitigating Emerging Risks of Generative AI,CS_FMS1525,FMS1525,conference_version,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1526,"Trustworthy AI: Safety, Bias, and Privacy -- A Survey",CS_FMS1526,FMS1526,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS1527,Trustworthy GenAI over 6G: Integrated Applications and Security Frameworks,CS_FMS1527,FMS1527,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS1528,Tuning Yttrium Σ7(0001) Twist Grain Boundary Properties through Segregation and Co-segregation of Low Neutron Absorption Elements: First-Principles Insights,CS_FMS1528,FMS1528,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1529,Two-step dynamic obstacle avoidance,CS_FMS1529,FMS1529,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1530,TypePilot: Leveraging the Scala Type System for Secure LLM-generated Code,CS_FMS1530,FMS1530,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,study_level_coded,canonical_counted,"TypePilot assigns generation, vulnerability review, and refinement to successive LLM roles so earlier findings change the retained code passed to later roles.",Integrated multi-source search through 2026-07-30.
FMS1531,Unbridled Icarus: A Survey of the Potential Perils of Image Inputs in Multimodal Large Language Model Security,CS_FMS1531,FMS1531,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS1532,Uncertainty-Aware Autonomous Driving System Testing with Large Language Models,CS_FMS1532,FMS1532,conference_version,crossref; ieee_crossref,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,The title identifies a non-software target domain.,Integrated multi-source search through 2026-07-30.
FMS1533,Uncertainty-Gated Glaucoma Screening: Combining Semi-Supervised Classification with Multi-Agent Large Language Model Deliberation,CS_FMS1533,FMS1533,conference_version,crossref,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,The title identifies a non-software target domain.,Integrated multi-source search through 2026-07-30.
FMS1534,Uncovering Security Threats and Architecting Defenses in Autonomous Agents: A Case Study of OpenClaw,CS_FMS1534,FMS1534,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,The security target is an AI/agent system or generated-code ecosystem rather than an Agentic target-software mining workflow.,Integrated multi-source search through 2026-07-30.
FMS1535,Uncovering Vulnerabilities of LLM-Assisted Cyber Threat Intelligence,CS_FMS1535,FMS1535,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Agent-system security or governance context; the target is not target software.,Integrated multi-source search through 2026-07-30.
FMS1536,Understanding and Evaluating Claw-like Agent Security Through a Computer-Systems Lens,CS_FMS1536,FMS1536,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Agent-system security or governance context; the target is not target software.,Integrated multi-source search through 2026-07-30.
FMS1537,"Understanding Help Seeking for Digital Privacy, Safety, and Security",CS_FMS1537,FMS1537,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1538,Understanding Implicit Trust Errors in Core Carrier Networks through Multi-Agent Flaw Discovery and Analysis,CS_FMS1538,FMS1538,other,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1539,Understanding Programs by Exploiting (Fuzzing) Test Cases,CS_FMS1539,FMS1539,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS1541,Understanding the (In)Security of Vibe-Coded Applications,CS_FMS1541,FMS1541,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The title and abstract provide adjacent target-software context, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS1542,Undesirable Memorization in Large Language Models: A Survey,CS_FMS1542,FMS1542,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS1543,Unique Security and Privacy Threats of Large Language Models: A Comprehensive Survey,CS_FMS1543,FMS1543,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1544,Unleashing LLMs in Bayesian Optimization: Preference-Guided Framework for Scientific Discovery,CS_FMS1544,FMS1544,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,The title identifies a non-software or non-target-software use of vulnerability.,Integrated multi-source search through 2026-07-30.
FMS1545,Unlocking Hardware Security Assurance: The Potential of LLMs,CS_FMS1545,FMS1545,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,The title and abstract do not establish an in-scope target-software vulnerability-mining workflow or a defined synthesis use.,Integrated multi-source search through 2026-07-30.
FMS1546,Unlocking LLM Security: Automated Penetration Testing and Source Code Review Based on Vulnerability Analysis and NLP,CS_FMS1546,FMS1546,conference_version,ieee_crossref,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS1547,"Unveiling Large Language Model Supply Chain: Structure, Domain, and Vulnerabilities",CS_FMS1547,FMS1547,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The visible contribution is a benchmark, model evaluation, or adjacent security study outside study-level workflow coding.",Integrated multi-source search through 2026-07-30.
FMS1548,Unveiling Typographic Deceptions: Insights of the Typographic Vulnerability in Large Vision-Language Model,CS_FMS1548,FMS1548,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,The title identifies a non-software or non-target-software use of vulnerability.,Integrated multi-source search through 2026-07-30.
FMS1549,USCSA: Evolution-Aware Security Analysis for Proxy-Based Upgradeable Smart Contracts,CS_FMS1549,FMS1549,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,extended_synthesis,canonical_counted,USCSA performs AST differencing followed by LLM-assisted attribution in a fixed staged analyzer without tool feedback changing later LLM action.,Integrated multi-source search through 2026-07-30.
FMS1550,Usefulness of data flow diagrams and large language models for security threat validation: a registered report,CS_FMS1550,FMS1550,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1551,User Experience with LLM-powered Conversational Recommendation Systems: A Case of Music Recommendation,CS_FMS1551,FMS1551,conference_version,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,The title identifies a non-software target domain.,Integrated multi-source search through 2026-07-30.
FMS1552,Using AI Assistants in Software Development: A Qualitative Study on Security Practices and Concerns,CS_FMS1552,FMS1552,conference_version,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1553,Using Fine-Tuned LLMs to Identify Indicators of Vulnerability in UK Police Incident Logs,CS_FMS1553,FMS1553,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,The title identifies a non-software target domain.,Integrated multi-source search through 2026-07-30.
FMS1554,Using Large Language Models for Template Detection from Security Event Logs,CS_FMS1554,FMS1554,conference_version,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1555,Using LLMs for Tabletop Exercises within the Security Domain,CS_FMS1555,FMS1555,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1556,Using LLMs to Automate Threat Intelligence Analysis Workflows in Security Operation Centers,CS_FMS1556,FMS1556,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The record informs agent/LLM security, governance, or evaluation context but does not study an Agentic target-software mining workflow.",Integrated multi-source search through 2026-07-30.
FMS1557,Using Program Knowledge Graph to Uncover Software Vulnerabilities,CS_FMS1557,FMS1557,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The title and abstract indicate adjacent target-software relevance, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS1559,"VADER: A Human-Evaluated Benchmark for Vulnerability Assessment, Detection, Explanation, and Remediation",CS_FMS1559,FMS1559,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS1560,Validating Threat Modeling Results with the Help of Vulnerable Test Applications,CS_FMS1560,FMS1560,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The visible contribution is a benchmark, model evaluation, or adjacent security study outside study-level workflow coding.",Integrated multi-source search through 2026-07-30.
FMS1561,VCAO: Verifier-Centered Agentic Orchestration for Strategic OS Vulnerability Discovery,CS_FMS1561,FMS1561,other,openalex,,unique DOI/arXiv/title after multi-source deduplication,study_level_coded,canonical_counted,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.",Integrated multi-source search through 2026-07-30.
FMS1562,VCapsBench: A Large-scale Fine-grained Benchmark for Video Caption Quality Evaluation,CS_FMS1562,FMS1562,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1564,Vendor-Aware Industrial Agents: RAG-Enhanced LLMs for Secure On-Premise PLC Code Generation,CS_FMS1564,FMS1564,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1565,Verfeinerung der Code-Abdeckung zur besseren Darstellung der Fuzzing-Leistung,CS_FMS1565,FMS1565,other,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1566,Verifiable Manifest Signing and Transparency Enforcement for Secure MCP-Based LLM Pipelines,CS_FMS1566,FMS1566,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,The security target is an AI/agent system or generated-code ecosystem rather than an Agentic target-software mining workflow.,Integrated multi-source search through 2026-07-30.
FMS1567,VeriLoRA: Fine-Tuning Large Language Models with Verifiable Security via Zero-Knowledge Proofs,CS_FMS1567,FMS1567,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1568,VeriMinder: Mitigating Analytical Vulnerabilities in NL2SQL,CS_FMS1568,FMS1568,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The record informs agent/LLM security, governance, or evaluation context but does not study an Agentic target-software mining workflow.",Integrated multi-source search through 2026-07-30.
FMS1571,VEXAIoT: Autonomous IoT Vulnerability EXploitation using AI Agents,CS_FMS1571,FMS1571,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,study_level_coded,canonical_counted,"VEXAIoT agents plan and execute offensive tools, observe command results, validate success or failure, and adapt retries and subsequent attacks in controlled testbeds.",Integrated multi-source search through 2026-07-30.
FMS1572,Vibe Coding vs. Agentic Coding: Fundamentals and Practical Implications of Agentic AI,CS_FMS1572,FMS1572,preprint,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1573,VIPER-MCP: Detecting and Exploiting Taint-Style Vulnerabilities in Model Context Protocol Servers,CS_FMS1573,FMS1573,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,study_level_coded,canonical_counted,VIPER-MCP feeds static call chains and execution fitness into an evolutionary prompt-fuzzing loop that produces sandboxed end-to-end exploit traces.,Integrated multi-source search through 2026-07-30.
FMS1574,Virtual Penetration Testing (VPT): A Next-Gen Approach To Web Application Security,CS_FMS1574,FMS1574,conference_version,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1575,VisualFLIP: Do Predictions Depend on Task-Critical Visual Evidence in Multimodal Reasoning?,CS_FMS1575,FMS1575,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1576,VoyagerVision: Investigating the Role of Multi-modal Information for Open-ended Learning Systems,CS_FMS1576,FMS1576,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,The title and abstract do not establish an in-scope target-software vulnerability-mining workflow or a defined synthesis use.,Integrated multi-source search through 2026-07-30.
FMS1577,Vul-R2: A Reasoning LLM for Automated Vulnerability Repair,CS_FMS1577,FMS1577,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,extended_synthesis,canonical_counted,"The study contributes an adjacent mechanism, benchmark, evaluation, or one-way LLM-assisted analysis, but does not establish the observable Agentic workflow control required for study-level coding.",Integrated multi-source search through 2026-07-30.
FMS1579,VulBinLLM: LLM-powered Vulnerability Detection for Stripped Binaries,CS_FMS1579,FMS1579,preprint,arxiv; openalex,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The title and abstract indicate adjacent target-software relevance, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS1580,VulCatch: Enhancing Binary Vulnerability Detection through CodeT5 Decompilation and KAN Advanced Feature Extraction,CS_FMS1580,FMS1580,preprint,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1581,VulCoCo: A Simple Yet Effective Method for Detecting Vulnerable Code Clones,CS_FMS1581,FMS1581,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS1582,VulInstruct: Teaching LLMs Root-Cause Reasoning for Vulnerability Detection via Security Specifications,CS_FMS1582,FMS1582,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS1583,VulKey: Automated Vulnerability Repair Guided by Domain-Specific Repair Patterns,CS_FMS1583,FMS1583,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS1584,VulLibGen: Generating Names of Vulnerability-Affected Packages via a Large Language Model,CS_FMS1584,FMS1584,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS1586,VulnBot: Autonomous Penetration Testing for A Multi-Agent Collaborative Framework,CS_FMS1586,FMS1586,preprint,arxiv; openalex,,unique DOI/arXiv/title after multi-source deduplication,study_level_coded,canonical_counted,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.",Integrated multi-source search through 2026-07-30.
FMS1587,Vulnerabilities in Partial TEE-Shielded LLM Inference with Precomputed Noise,CS_FMS1587,FMS1587,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,The title and abstract do not establish an in-scope target-software vulnerability-mining workflow or a defined synthesis use.,Integrated multi-source search through 2026-07-30.
FMS1588,Vulnerability Detection via Topological Analysis of Attention Maps,CS_FMS1588,FMS1588,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The title and abstract indicate adjacent target-software relevance, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS1589,Vulnerability Detection with Interprocedural Context in Multiple Languages: Assessing Effectiveness and Cost of Modern LLMs,CS_FMS1589,FMS1589,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The title and abstract indicate adjacent target-software relevance, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS1591,Vulnerability of Machine Learning Approaches Applied in IoT-based Smart Grid: A Review,CS_FMS1591,FMS1591,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS1592,Vulnerability-Triggering Test Case Generation from Third-Party Libraries,CS_FMS1592,FMS1592,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,study_level_coded,canonical_counted,VULEUT converts reachability results and vulnerability context into generated unit tests that are executed to verify third-party-library triggerability.,Integrated multi-source search through 2026-07-30.
FMS1593,VULNHAWK: DESIGN AND DEVELOPMENT OF A LIGHTWEIGHT WEB APPLICATION PENETRATION TESTING TOOL WITH NATIVE AI INTEGRATION ALIGNED WITH OWASP TOP 10,CS_FMS1593,FMS1593,conference_version,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1596,VulnRepairEval: An Exploit-Based Evaluation Framework for Assessing Large Language Model Vulnerability Repair Capabilities,CS_FMS1596,FMS1596,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS1598,VulnScout-C: A Lightweight Transformer for C Code Vulnerability Detection,CS_FMS1598,FMS1598,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The title and abstract indicate adjacent target-software relevance, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS1599,VulReaD: Knowledge-Graph-guided Software Vulnerability Reasoning and Detection,CS_FMS1599,FMS1599,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS1600,VulStamp: Vulnerability Assessment using Large Language Model,CS_FMS1600,FMS1600,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,extended_synthesis,canonical_counted,VulStamp is a reinforcement-learning vulnerability-severity model; its training feedback is not Agent-runtime control over target-software analysis or validation.,Integrated multi-source search through 2026-07-30.
FMS1601,VulWeaver: Weaving Broken Semantics for Grounded Vulnerability Detection,CS_FMS1601,FMS1601,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,extended_synthesis,canonical_counted,VulWeaver builds dependency graphs and performs LLM-based vulnerability classification in a fixed detector without adaptive tool or execution feedback.,Integrated multi-source search through 2026-07-30.
FMS1602,VWAttacker: A Systematic Security Testing Framework for Voice over WiFi User Equipments,CS_FMS1602,FMS1602,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,extended_synthesis,canonical_counted,"VWAttacker uses LLM-assisted property extraction and test generation, followed by deterministic mutation and oracles rather than an adaptive LLM feedback loop.",Integrated multi-source search through 2026-07-30.
FMS1603,WaDec: Decompiling WebAssembly Using Large Language Model,CS_FMS1603,FMS1603,preprint,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1604,Weaponizing Language Models for Cybersecurity Offensive Operations: Automating Vulnerability Assessment Report Validation; A Review Paper,CS_FMS1604,FMS1604,conference_version,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS1605,WebHunter: An LLM-Agent with Exploit Planning and Tool Collaboration for Automated SQL Injection,CS_FMS1605,FMS1605,conference_version,springer_crossref,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,Potentially eligible report could not be retrieved from the documented public sources and was not coded.,Integrated multi-source search through 2026-07-30.
FMS1606,WebSP-Eval: Evaluating Web Agents on Website Security and Privacy Tasks,CS_FMS1606,FMS1606,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
