discovery_id,title,publication_dates,doi,arxiv_id,source_ids,access_status,assessment_status,ai_assisted_proposed_decision,ai_assisted_proposed_layer,decision_reason,source_location,version_status,version_target,second_coder_required,author_final_decision,author_final_reason,human_confirmation_status
FMS1098,PoCo: Agentic Proof-of-Concept Exploit Generation for Smart Contracts,2025-11-04; 2026-05-25,10.1145/3816704,,openalex,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 3; https://arxiv.org/pdf/2511.02780",,,yes_after_author_inclusion,,,pending
FMS1103,Practically implementing an LLM-supported collaborative vulnerability remediation process: a team-based approach,2024-09-21,10.1016/j.cose.2024.104113,2409.14058,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"The paper evaluates an LLM-supported human collaboration process for remediation, not an autonomous Agent runtime that controls target-software tools or validation.","public full text pp. 1, 10, 4; https://arxiv.org/pdf/2409.14058",,,no,,,pending
FMS1125,PromptAudit: Auditing Prompt Sensitivity in LLM-Based Vulnerability Detection,2026-05-22,,2605.24171,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,PromptAudit fixes the dataset and execution pipeline while varying prompts for vulnerability classification; it is an evaluation study rather than an Agentic control workflow.,public full text pp. 1; https://arxiv.org/pdf/2605.24171,,,no,,,pending
FMS1127,"PromptGuard: An Orchestrated Prompting Framework for Principled Synthetic Text Generation for Vulnerable Populations using LLMs with Enhanced Safety, Fairness, and Controllability",2025-09-10,,2509.08910,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,exclude_near_neighbor,excluded_near_neighbor,The record is outside target-software vulnerability discovery and validation or uses vulnerability in a non-software sense.,"public full text pp. 1, 5, 6; https://arxiv.org/pdf/2509.08910",,,no,,,pending
FMS1128,ProphetFuzz: Fully Automated Prediction and Fuzzing of High-Risk Option Combinations with Only Documentation via Large Language Model,2024-09-02; 2024-12-02,10.1145/3658644.3690231,2409.00922,arxiv; openalex,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,ProphetFuzz predicts risky option combinations from documentation and then launches fuzzing; runtime outcomes do not control another LLM decision.,"public full text pp. 2, 1, 3; https://arxiv.org/pdf/2409.00922",,,no,,,pending
FMS1135,QLCoder: A Query Synthesizer For Static Analysis of Security Vulnerabilities,2025-11-11,,2511.08462,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.",public full text pp. 1; https://arxiv.org/pdf/2511.08462,,,yes_after_author_inclusion,,,pending
FMS1136,QLPro: Automated Code Vulnerability Discovery via LLM and Static Code Analysis Integration,2025-06-30,,2506.23644,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 3; https://arxiv.org/pdf/2506.23644",,,yes_after_author_inclusion,,,pending
FMS1144,QuiLL: An LLM-Based Vulnerability Assessment Framework for the Wild,2025-10-05,,2510.04056,openalex,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,QuiLL is an LLM evaluation framework and explicitly leaves agentic extension to future work.,"public full text pp. 1, 6, 2; https://arxiv.org/pdf/2510.04056",,,no,,,pending
FMS1148,RAPID: An LLM-Driven Framework for Autonomous Vulnerability Remediation Across Heterogeneous Operating Systems Environments,2025-7-12,10.1109/isi65680.2025.11201167,,ieee_crossref,not_available,manual_full_text_review_needed,study_level_candidate,target_software_study,"Title/abstract indicates a potentially eligible Agentic target-software workflow, but public full text was not retrieved; do not count or code until full-text review is completed.",title/abstract and source metadata; https://doi.org/10.1109/isi65680.2025.11201167,,,pending_full_text_and_author_inclusion,,,pending
FMS1149,RapidPen: Fully Automated IP-to-Shell Penetration Testing with LLM-based Agents,2025-02-23,,2502.16730,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.",public full text pp. 1; https://arxiv.org/pdf/2502.16730,,,yes_after_author_inclusion,,,pending
FMS1154,RealSec-bench: A Benchmark for Evaluating Secure Code Generation in Real-World Repositories,2026-01-01; 2026-01-30,10.18653/v1/2026.findings-acl.1786,2601.22706,arxiv; openalex,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,RealSec-bench constructs and validates secure-code-generation tasks; its LLM filtering and human validation belong to benchmark construction rather than an evaluated Agentic miner.,"public full text pp. 1, 2; https://arxiv.org/pdf/2601.22706",,,no,,,pending
FMS1155,"RealVuln: Benchmarking Rule-Based, General-Purpose LLM, and Security-Specialized Scanners on Real-World Code",2026-04-15,,2604.13764,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"RealVuln runs general-purpose LLM scanners in tool-using agent mode, including iterative repository exploration and shell-mediated analysis, and compares their findings.","public full text pp. 2, 1; https://arxiv.org/pdf/2604.13764",,,yes_after_author_inclusion,,,pending
FMS1161,Red-MIRROR: Agentic LLM-based Autonomous Penetration Testing with Reflective Verification and Knowledge-augmented Interaction,2026-03-28,,2603.27127,arxiv; openalex,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 2; https://arxiv.org/pdf/2603.27127",,,yes_after_author_inclusion,,,pending
FMS1164,Red Teaming Program Repair Agents: When Correct Patches can Hide Vulnerabilities,2025-09-30,,2509.25894,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,background_reference_candidate,background_reference,"The record supplies background on agent security, evaluation, traditional mechanisms, or governance rather than target-software Agentic vulnerability discovery or validation.","public full text pp. 1, 5; https://arxiv.org/pdf/2509.25894",,,no,,,pending
FMS1166,ReDetect: A Hybrid LLM-GNN Framework for High-Precision Reentrancy Vulnerability Detection in Smart Contracts,2025-9-15,10.31224/5377,,crossref,not_available,title_abstract_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"ReDetect applies LLM-extracted rules, graph learning, and static or taint checks in a fixed hybrid detector without adaptive Agent-runtime control.",title/abstract and source metadata; https://doi.org/10.31224/5377,,,no,,,pending
FMS1174,Repairing Regex Vulnerabilities via Localization-Guided Instructions,2025-10-10,,2510.09037,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"The framework localizes a vulnerable regex symbolically, invokes an LLM once for repair, and validates afterward without feeding validation results into another LLM-controlled action.","public full text pp. 1, 3; https://arxiv.org/pdf/2510.09037",,,no,,,pending
FMS1175,Repairing vulnerabilities without invisible hands. A differentiated replication study on LLMs,2025-07-28,,2507.20977,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"The study contributes an adjacent mechanism, benchmark, evaluation, or one-way LLM-assisted analysis, but does not establish the observable Agentic workflow control required for study-level coding.","public full text pp. 1, 3, 2; https://arxiv.org/pdf/2507.20977",,,no,,,pending
FMS1193,ReVul-CoT: Towards Effective Software Vulnerability Assessment with Retrieval-Augmented Generation and Chain-of-Thought Prompting,2025-11-21,,2511.17027,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"ReVul-CoT is a retrieval-augmented vulnerability assessment model evaluated as a fixed prediction pipeline, not an Agentic tool-feedback workflow.",public full text pp. 1; https://arxiv.org/pdf/2511.17027,,,no,,,pending
FMS1196,Road Network Vulnerability Analysis Based on Multi‐Agent Collaboration of LLM,2026-7-15,10.1111/tgis.70350,,crossref,not_available,title_abstract_reviewed_ai_assisted,exclude_near_neighbor,excluded_near_neighbor,The record is outside target-software vulnerability discovery and validation or uses vulnerability in a non-software sense.,title/abstract and source metadata; https://doi.org/10.1111/tgis.70350,,,no,,,pending
FMS1218,SAFLITE: Fuzzing Autonomous Systems via Large Language Models,2024-12-25; 2025-8-13,10.1007/978-3-032-01486-3_20,2412.18727,arxiv; springer_crossref,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"The study contributes an adjacent mechanism, benchmark, evaluation, or one-way LLM-assisted analysis, but does not establish the observable Agentic workflow control required for study-level coding.",public full text pp. 1; https://arxiv.org/pdf/2412.18727,,,no,,,pending
FMS1219,SAFuzz: Semantic-Guided Adaptive Fuzzing for LLM-Generated Code,2026-02-11,,2602.11209,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"SAFuzz uses LLM-based semantic prediction to allocate fuzzing resources and define oracles, while runtime feedback is not interpreted by an LLM agent.","public full text pp. 1, 2; https://arxiv.org/pdf/2602.11209",,,no,,,pending
FMS1223,SALLM: Security Assessment of Generated Code,2023-11-01,10.1145/3691621.3694934,2311.00889,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,SALLM is a secure-code-generation benchmark and execution environment; it does not evaluate an LLM that adaptively controls the security checks.,"public full text pp. 1, 6, 2; https://arxiv.org/pdf/2311.00889",,,no,,,pending
FMS1227,SAVANT: Vulnerability Detection in Application Dependencies through Semantic-Guided Reachability Analysis,2025-06-21,,2506.17798,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 2; https://arxiv.org/pdf/2506.17798",,,yes_after_author_inclusion,,,pending
FMS1228,SCAFFOLD-CEGIS: Preventing Latent Security Degradation in LLM-Driven Iterative Code Refinement,2026-03-09,,2603.08520,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"SCAFFOLD-CEGIS runs tests, static analysis, and anchor checks after each candidate; structured failures are retained and passed to later implementation attempts.","public full text pp. 1, 2; https://arxiv.org/pdf/2603.08520",,,yes_after_author_inclusion,,,pending
FMS1233,SCGAgent: Recreating the Benefits of Reasoning Models for Secure Code Generation with Agentic Workflows,2025-06-08,,2506.07313,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"SCGAgent selects relevant security guidance, generates tests, and iteratively revises code while preserving functional and security state across steps.","public full text pp. 1, 2; https://arxiv.org/pdf/2506.07313",,,yes_after_author_inclusion,,,pending
FMS1236,ScopeJudge: Cost-Aware Pre-Execution Gating for Offensive Security Agents,2026-07-08,,2607.07774,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,background_reference_candidate,background_reference,ScopeJudge is a pre-execution policy gate for offensive agents and informs governance controls rather than target-software study-level coding.,"public full text pp. 1, 7, 3; https://arxiv.org/pdf/2607.07774",,,no,,,pending
FMS1239,SEC-bench Pro: Can Language Models Solve Long-Horizon Software Security Tasks?,2026-05-26,,2605.26548,arxiv; openalex,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"SEC-bench Pro evaluates long-horizon software-security agents, but public full text is still needed before study-level coding.","public full text pp. 3, 1; https://arxiv.org/pdf/2605.26548",,,yes_after_author_inclusion,,,pending
FMS1261,SecureFixAgent: A Hybrid LLM Agent for Automated Python Static Vulnerability Repair,2025-09-18; 2025-12-3,10.1109/icmla66185.2025.00212,2509.16275,arxiv; crossref; ieee_crossref,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.",public full text pp. 1; https://arxiv.org/pdf/2509.16275,,,yes_after_author_inclusion,,,pending
FMS1265,SecureVibeBench: Benchmarking Secure Vibe Coding of AI Agents via Reconstructing Vulnerability-Introducing Scenarios,2025-09-26,,2509.22097,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"SecureVibeBench executes repository-editing code agents and checks their patches with functionality tests, PoCs, SAST, and dynamic security oracles.","public full text pp. 1, 3; https://arxiv.org/pdf/2509.22097",,,yes_after_author_inclusion,,,pending
FMS1275,Securing LLM-Generated Embedded Firmware through AI Agent-Driven Validation and Patching,2025-09-12; 2025-11-10,10.1109/cascon66301.2025.00044,2509.09970,arxiv; ieee_crossref,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Security agents use fuzzing, static analysis, runtime monitoring, and iterative patch prompts; full text is needed for coding.",public full text pp. 1; https://arxiv.org/pdf/2509.09970,,,yes_after_author_inclusion,,,pending
FMS1279,Securing Smart Contract Languages with a Unified Agentic Framework for Vulnerability Repair in Solidity and Move,2025-02-22,,2502.18515,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 2; https://arxiv.org/pdf/2502.18515",,,yes_after_author_inclusion,,,pending
FMS1283,Securing the Dark Matter: A Semantic-Enhanced Neuro-Symbolic Framework for Supply Chain Analysis of Opaque Industrial Software,2026-05-08,,2605.07737,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,The supply-chain analysis agent uses a teacher-verifier-student loop to revise semantic lifting before graph-based global vulnerability reasoning.,"public full text pp. 1, 3; https://arxiv.org/pdf/2605.07737",,,yes_after_author_inclusion,,,pending
FMS1293,Security Co-Pilot with Psychological Intelligence: A Multi-Agent Architecture for Real-Time Vulnerability Detection and Response,2026-01-01,10.2139/ssrn.6068367,,crossref,not_available,title_abstract_reviewed_ai_assisted,exclude_near_neighbor,excluded_near_neighbor,The record is outside target-software vulnerability discovery and validation or uses vulnerability in a non-software sense.,title/abstract and source metadata; https://doi.org/10.2139/ssrn.6068367,,,no,,,pending
FMS1299,Security in a Workflow: Exploring Role-Based Agentic Architectures for Vulnerability Handling,2026-06-12,,2606.14261,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"The CrewAI workflow passes state across Planner, Analyzer, Fixer, and Verifier roles, with an MCP CodeQL variant evaluated on curated CVE tasks.","public full text pp. 1, 2, 3; https://arxiv.org/pdf/2606.14261",,,yes_after_author_inclusion,,,pending
FMS1307,Security Orchestrator with Psychological Intelligence: A Multi-Agent Architecture for Real-Time Vulnerability Detection and Response,2026-01-01,10.2139/ssrn.6077832,,crossref,not_available,title_abstract_reviewed_ai_assisted,exclude_near_neighbor,excluded_near_neighbor,The record is outside target-software vulnerability discovery and validation or uses vulnerability in a non-software sense.,title/abstract and source metadata; https://doi.org/10.2139/ssrn.6077832,,,no,,,pending
FMS1312,Security Weaknesses in LLM-Generated Source Code: An Empirical Vulnerability Analysis of Iterative AI-Assisted Development,2026-01-01,10.2139/ssrn.6958668,,crossref,not_available,title_abstract_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"The study contributes an adjacent mechanism, benchmark, evaluation, or one-way LLM-assisted analysis, but does not establish the observable Agentic workflow control required for study-level coding.",title/abstract and source metadata; https://doi.org/10.2139/ssrn.6958668,,,no,,,pending
FMS1315,SeedAIchemy: LLM-Driven Seed Corpus Generation for Fuzzing,2025-11-16,,2511.12448,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"SeedAIchemy uses LLM workflows to construct an initial seed corpus, but the subsequent fuzzer does not feed execution observations back to the LLM.","public full text pp. 1, 3; https://arxiv.org/pdf/2511.12448",,,no,,,pending
FMS1316,SeedSmith: LLM-Driven Seed Synthesis for Directed Fuzzing,2026-07-09,,2607.08949,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"SeedSmith agents query code context, generate seeds, execute them against sanitizer-instrumented binaries, and correct later seeds from execution feedback.","public full text pp. 1, 2; https://arxiv.org/pdf/2607.08949",,,yes_after_author_inclusion,,,pending
FMS1318,Self-Evolving Multi-Agent Fuzzing for Industrial IoT with Knowledge-Driven Cognitive Reasoning,2026-5-25,10.3390/s26113348,,crossref,not_available,version_relation_identified,version_reconciliation,not_counted_as_separate_study,MALF is already counted as C11; update the canonical metadata to the formal journal version after verification.,title/abstract and source metadata; https://doi.org/10.3390/s26113348,alternate_version_existing,C11,no,,,pending
FMS1321,SELLM: An Integrated Tool Leveraging Symbolic Execution and LLMS for Smart Contract Vulnerability Detection,2024-12-14,10.1109/iccwamtip64812.2024.10873603,,ieee_crossref,not_available,manual_full_text_review_needed,study_level_candidate,target_software_study,"Title/abstract indicates a potentially eligible Agentic target-software workflow, but public full text was not retrieved; do not count or code until full-text review is completed.",title/abstract and source metadata; https://doi.org/10.1109/iccwamtip64812.2024.10873603,,,pending_full_text_and_author_inclusion,,,pending
FMS1323,"Semantic-Aware Fuzzing: An Empirical Framework for LLM-Guided, Reasoning-Driven Input Mutation",2025-09-23,,2509.19533,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"The paper presents semantic input mutation, while dynamic feedback to an LLM-controlled next action is described as future work.",public full text pp. 1; https://arxiv.org/pdf/2509.19533,,,no,,,pending
FMS1325,Semantics Over Syntax: Uncovering Pre-Authentication 5G Baseband Vulnerabilities,2026-04-05,,2604.04283,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,ConSeT uses an LLM to infer cross-field protocol constraints before deterministic semantic test generation and execution; observed crashes do not alter a later LLM action.,public full text pp. 1; https://arxiv.org/pdf/2604.04283,,,no,,,pending
FMS1326,SemFuzz: A Semantics-Aware Fuzzing Framework for Network Protocol Implementations,2026-03-06,,2603.05989,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"SemFuzz uses LLM-derived protocol semantics to guide fuzzing, but the reviewed control path does not expose LLM interpretation of runtime feedback.","public full text pp. 4, 1, 2; https://arxiv.org/pdf/2603.05989",,,no,,,pending
FMS1334,ShadowProbe: Language-Extensible Detection of Hidden Algorithmic Complexity Vulnerabilities,2026-07-06,,2607.05474,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"ShadowProbe uses LLM-assisted execution-context reconstruction and test-input synthesis, then runs candidates and interprets timing growth to validate complexity vulnerabilities.","public full text pp. 1, 2; https://arxiv.org/pdf/2607.05474",,,yes_after_author_inclusion,,,pending
FMS1338,Sifting the Noise: A Comparative Study of LLM Agents in Vulnerability False Positive Filtering,2026-01-30,10.1145/3832100,2601.22952,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,Agent frameworks inspect repository context and tool findings to filter SAST alerts; full text is needed for coding.,"public full text pp. 1, 2; https://arxiv.org/pdf/2601.22952",,,yes_after_author_inclusion,,,pending
FMS1381,Soley: Identification and Automated Detection of Logic Vulnerabilities in Ethereum Smart Contracts Using Large Language Models,2024-06-24,,2406.16244,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,Soley trains and evaluates a transformer-based logic-vulnerability detector; its iterative training procedure is not an Agentic vulnerability-mining workflow.,"public full text pp. 3, 1, 4, 8; https://arxiv.org/pdf/2406.16244",,,no,,,pending
FMS1389,STAF: Leveraging LLMs for Automated Attack Tree-Based Security Test Generation,2025-09-24,10.13154/294-13659,2509.20190,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"STAF iteratively refines generated security tests, but executable tool feedback is proposed as future work.","public full text pp. 1, 2; https://arxiv.org/pdf/2509.20190",,,no,,,pending
FMS1390,StatePre: A Large Language Model-Based State-Handling Method for Network Protocol Fuzzing,2025-05-09,10.3390/electronics14101931,,openalex,not_available,title_abstract_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"StatePre uses an LLM-produced protocol state representation to prepare fuzzing, without evidence that runtime results change a later LLM-controlled action.",title/abstract and source metadata; https://doi.org/10.3390/electronics14101931,,,no,,,pending
FMS1394,StealthBench: Measuring Operational Stealth in Autonomous Offensive-Security Agents,2026-07-28,,2607.26314,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,StealthBench executes tool-calling offensive agents in containerized targets and retains complete action-observation trajectories for judged task outcomes.,"public full text pp. 1, 2, 3; https://arxiv.org/pdf/2607.26314",,,yes_after_author_inclusion,,,pending
FMS1398,STRATA: A Security Tactic-Aware Framework for LLM-Based Vulnerability Repair,2026-01-01,10.2139/ssrn.6799069,,crossref,not_available,manual_full_text_review_needed,study_level_candidate,target_software_study,"Title/abstract indicates a potentially eligible Agentic target-software workflow, but public full text was not retrieved; do not count or code until full-text review is completed.",title/abstract and source metadata; https://doi.org/10.2139/ssrn.6799069,,,pending_full_text_and_author_inclusion,,,pending
FMS1399,Strategic Heterogeneous Multi-Agent Architecture for Cost-Effective Code Vulnerability Detection,2026-04-23,,2604.21282,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,The multi-agent debate framework evaluates code-vulnerability classification without target execution or an observable security-tool feedback transition.,public full text pp. 1; https://arxiv.org/pdf/2604.21282,,,no,,,pending
FMS1435,The Code Whisperer: LLM and Graph-Based AI for Smell and Vulnerability Resolution,2026-04-12,,2604.13114,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,The Code Whisperer presents a fixed graph-and-LLM detection and repair pipeline; logged CI feedback is described as a future improvement path rather than evaluated Agent control.,"public full text pp. 1, 3; https://arxiv.org/pdf/2604.13114",,,no,,,pending
FMS1461,The System Prompt Is the Attack Surface: How LLM Agent Configuration Shapes Security and Creates Exploitable Vulnerabilities,2026-03-26,,2603.25056,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,background_reference_candidate,background_reference,PhishNChips evaluates attacks on agentic systems and is retained as agent-security background rather than target-software evidence.,"public full text pp. 4, 1, 3; https://arxiv.org/pdf/2603.25056",,,no,,,pending
FMS1464,The Trust Paradox in LLM-Based Multi-Agent Systems: When Collaboration Becomes a Security Vulnerability,2025-10-21; 2026-01-01,10.1109/tcss.2026.3695070,2510.18563,arxiv; crossref; ieee_crossref,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,background_reference_candidate,background_reference,"The record supplies background on agent security, evaluation, traditional mechanisms, or governance rather than target-software Agentic vulnerability discovery or validation.","public full text pp. 2, 1; https://arxiv.org/pdf/2510.18563",,,no,,,pending
FMS1469,Three Heads Are Better Than One: A Multi-perspective Reasoning Framework for Enhanced Vulnerability Detection,2026-05-18; 2026-6-30,10.1145/3808197,2605.18153,acm_crossref; arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,ReasonVul uses multi-agent reasoning and revision for code-vulnerability detection but does not establish tool-mediated target execution or validation.,"public full text pp. 1, 2, 3; https://arxiv.org/pdf/2605.18153",,,no,,,pending
FMS1473,Tool-Guided Retrieval-Augmented Repair for Securing LLM-Generated C Code,2026-07-21,,2607.21641,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Compiler, CodeQL, and KLEE results drive iterative LLM repair, while successful repair patterns are retained across tasks and final candidates undergo symbolic validation.","public full text pp. 1, 2; https://arxiv.org/pdf/2607.21641",,,yes_after_author_inclusion,,,pending
FMS1489,Towards Compositional Generalization in LLMs for Smart Contract Security: A Case Study on Reentrancy Vulnerabilities,2026-01-11,,2601.06914,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,The work evaluates compositional LLM reasoning for smart-contract vulnerability detection without an observable Agent runtime controlling tools or execution feedback.,"public full text pp. 1, 2; https://arxiv.org/pdf/2601.06914",,,no,,,pending
FMS1491,Towards Effective Complementary Security Analysis using Large Language Models,2025-06-20,,2506.16899,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,The study applies prompting strategies to filter SAST findings without an observable Agent runtime or feedback-driven tool transition.,"public full text pp. 1, 4; https://arxiv.org/pdf/2506.16899",,,no,,,pending
FMS1492,"Towards Effective Offensive Security LLM Agents: Hyperparameter Tuning, LLM as a Judge, and a Lightweight CTF Benchmark",2025-08-05,,2508.05674,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 2; https://arxiv.org/pdf/2508.05674",,,yes_after_author_inclusion,,,pending
FMS1495,Towards LLM-Assisted Vulnerability Detection and Repair for Open-Source 5G UE Implementations,2025-01-01,10.14722/futureg.2025.23021,,openalex,not_available,title_abstract_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"The study contributes an LLM-assisted 5G vulnerability-detection and repair case, but the available material does not establish an adaptive Agent runtime controlling execution feedback.",title/abstract and source metadata; https://doi.org/10.14722/futureg.2025.23021,,,no,,,pending
FMS1509,Trace: Securing Smart Contract Repository Against Access Control Vulnerability,2025-10-22,,2510.19254,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 5; https://arxiv.org/pdf/2510.19254",,,yes_after_author_inclusion,,,pending
FMS1512,TraceLLM: Security Diagnosis Through Traces and Smart Contracts in Ethereum,2025-09-03,,2509.03037,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,TraceLLM maps collected Ethereum traces and contract code into anomaly findings and reports through a fixed analysis pipeline rather than adaptive Agent control.,"public full text pp. 1, 2; https://arxiv.org/pdf/2509.03037",,,no,,,pending
FMS1514,Training Language Model Agents to Find Vulnerabilities with CTF-Dojo,2025-08-25,,2508.18370,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 2, 1, 4; https://arxiv.org/pdf/2508.18370",,,yes_after_author_inclusion,,,pending
FMS1518,Transient Turn Injection: Exposing Stateless Multi-Turn Vulnerabilities in Large Language Models,2026-04-23,,2604.21860,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,background_reference_candidate,background_reference,The paper studies thought-transition injection attacks against LLMs and is outside target-software vulnerability mining.,"public full text pp. 1, 10; https://arxiv.org/pdf/2604.21860",,,no,,,pending
FMS1530,TypePilot: Leveraging the Scala Type System for Secure LLM-generated Code,2025-10-13,,2510.11151,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"TypePilot assigns generation, vulnerability review, and refinement to successive LLM roles so earlier findings change the retained code passed to later roles.","public full text pp. 1, 9; https://arxiv.org/pdf/2510.11151",,,yes_after_author_inclusion,,,pending
