matrix_id,system,primitive_family,use_role,named_tools,source_location,role_assignment_basis,extraction_note
FMS0443,ContractTinker,patch_build_test,workflow-active use,Slither,"Reviewed full text, p.4",Explicit matches: Compilation Check; compilation check.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0479,CryptoFormalEval,symbolic_constraint,workflow-active use,not specified,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 8",Explicit matches: Formal verification; Tamarin; formal verification; theorem prover; Formal Verification.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0488,CVE-Bench,replay_poc_pov,workflow-active use,docker;sqlmap,"Reviewed full text, p.2, 5, 12",Explicit matches: proof of concept; PoC; proof-of-concept.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0488,CVE-Bench,recon_scan_pentest,workflow-active use,docker;sqlmap,"Reviewed full text, p.6, 7, 8, 9, 11, 17",Explicit matches: sqlmap.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0489,CVE-Bench,static_taint_specification,both,docker,"Reviewed full text, p.2, 3, 6, 7, 8, 16",Explicit matches: static analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0489,CVE-Bench,patch_build_test,both,docker,"Reviewed full text, p.3, 4, 5, 6, 7, 9, 16",Explicit matches: unit test; Repair validation; patch validation.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0494,CyberChainBench,static_taint_specification,workflow-active use,Docker;Foundry,"Reviewed full text, p.2",Explicit matches: static analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0494,CyberChainBench,fuzzing_input_harness,workflow-active use,Docker;Foundry,"Reviewed full text, p.2",Explicit matches: fuzzing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0494,CyberChainBench,symbolic_constraint,workflow-active use,Docker;Foundry,"Reviewed full text, p.2",Explicit matches: symbolic execution.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0494,CyberChainBench,runtime_oracle,workflow-active use,Docker;Foundry,"Reviewed full text, p.7, 9",Explicit matches: execution trace.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0494,CyberChainBench,replay_poc_pov,both,Docker;Foundry,"Reviewed full text, p.5, 10",Explicit matches: PoC.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0494,CyberChainBench,patch_build_test,workflow-active use,Docker;Foundry,"Reviewed full text, p.6",Explicit matches: patch validation.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0500,D-CIPHER,fuzzing_input_harness,workflow-active use,docker;gdb,"Reviewed full text, p.12",Explicit matches: fuzz.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0500,D-CIPHER,runtime_oracle,workflow-active use,docker;gdb,"Reviewed full text, p.13",Explicit matches: execution feedback.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0500,D-CIPHER,recon_scan_pentest,workflow-active use,docker;gdb,"Reviewed full text, p.12, 13",Explicit matches: penetration testing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0509,Decoupling Reconnaissance and Exploitation,replay_poc_pov,both,Docker,"Reviewed full text, p.4, 5, 9, 10",Explicit matches: proof-of-concept; Proof-of-Concept; PoC; vulnerability reproduction.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0509,Decoupling Reconnaissance and Exploitation,recon_scan_pentest,both,Docker,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 8",Explicit matches: Reconnaissance; Penetration Testing; penetration testing; reconnaissance.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0538,Diffploit,symbolic_constraint,workflow-active use,Docker,"Reviewed full text, p.11",Explicit matches: symbolic execution.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0538,Diffploit,runtime_oracle,workflow-active use,Docker,"Reviewed full text, p.11",Explicit matches: execution trace.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0538,Diffploit,replay_poc_pov,workflow-active use,Docker,"Reviewed full text, p.12",Explicit matches: PoC.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0541,Directed Symbolic Execution for Vulnerability Discovery,static_taint_specification,both,AddressSanitizer;ASan;CodeQL;Docker;KLEE;Semgrep;UBSan,"Reviewed full text, p.2, 5, 17, 18, 19",Explicit matches: static analysis; static analyzer.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0541,Directed Symbolic Execution for Vulnerability Discovery,fuzzing_input_harness,evaluation/support use,AddressSanitizer;ASan;CodeQL;Docker;KLEE;Semgrep;UBSan,"Reviewed full text, p.10, 11, 13",Explicit matches: fuzzing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0541,Directed Symbolic Execution for Vulnerability Discovery,symbolic_constraint,both,AddressSanitizer;ASan;CodeQL;Docker;KLEE;Semgrep;UBSan,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 8",Explicit matches: Symbolic Execution; KLEE; Symbolic execution; symbolic execution.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0541,Directed Symbolic Execution for Vulnerability Discovery,runtime_oracle,both,AddressSanitizer;ASan;CodeQL;Docker;KLEE;Semgrep;UBSan,"Reviewed full text, p.5, 7, 8, 11, 13, 17, 18, 19",Explicit matches: ASan; UBSan; sanitizer.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0558,DREA,static_taint_specification,workflow-active use,CodeQL,"Reviewed full text, p.10",Explicit matches: static analysis; CodeQL; Static Analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0598,Environment-Grounded Multi-Agent Workflow for Autonomous Penetration Testing,recon_scan_pentest,workflow-active use,Docker;Nmap;nmap,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7",Explicit matches: Penetration Testing; penetration testing; reconnaissance.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0619,Evaluating the Effectiveness of Multi-Agent Large Language Models for Automated ,patch_build_test,workflow-active use,not specified,"Reviewed full text, p.4, 5, 6",Explicit matches: unit test; Unit Test.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0648,FalseCrashReducer,static_taint_specification,workflow-active use,AFL,"Reviewed full text, p.10, 12",Explicit matches: static analysis; Static Analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0648,FalseCrashReducer,symbolic_constraint,workflow-active use,AFL,"Reviewed full text, p.2, 12",Explicit matches: symbolic execution; Symbolic Execution.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0650,FaultLine,static_taint_specification,workflow-active use,CodeQL;codeql;Docker;docker,"Reviewed full text, p.1, 4, 11",Explicit matches: static analysis; CodeQL; codeql.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0650,FaultLine,symbolic_constraint,workflow-active use,CodeQL;codeql;Docker;docker,"Reviewed full text, p.10",Explicit matches: symbolic execution.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0650,FaultLine,runtime_oracle,workflow-active use,CodeQL;codeql;Docker;docker,"Reviewed full text, p.4",Explicit matches: execution feedback.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0650,FaultLine,replay_poc_pov,workflow-active use,CodeQL;codeql;Docker;docker,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 8",Explicit matches: Proof-of-Vulnerability; proof-of-vulnerability; PoV.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0651,Favia,static_taint_specification,workflow-active use,Joern,"Reviewed full text, p.13",Explicit matches: Joern.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0651,Favia,symbolic_constraint,workflow-active use,Joern,"Reviewed full text, p.6",Explicit matches: symbolic execution.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0659,Fixing Security Vulnerabilities with AI in OSS-Fuzz,static_taint_specification,workflow-active use,AddressSanitizer;AFL;gdb;Honggfuzz;libfuzzer,"Reviewed full text, p.1, 2",Explicit matches: static analysis; Static analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0659,Fixing Security Vulnerabilities with AI in OSS-Fuzz,runtime_oracle,workflow-active use,AddressSanitizer;AFL;gdb;Honggfuzz;libfuzzer,"Reviewed full text, p.2, 4, 5, 7, 9",Explicit matches: AddressSanitizer; crash report; sanitizer; Sanitizer.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0659,Fixing Security Vulnerabilities with AI in OSS-Fuzz,patch_build_test,workflow-active use,AddressSanitizer;AFL;gdb;Honggfuzz;libfuzzer,"Reviewed full text, p.3, 6",Explicit matches: test suite; patch validation.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0676,From Capabilities to Performance,fuzzing_input_harness,workflow-active use,masscan;Metasploit;Nmap;nmap;sqlmap,"Reviewed full text, p.20",Explicit matches: fuzzing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0676,From Capabilities to Performance,recon_scan_pentest,workflow-active use,masscan;Metasploit;Nmap;nmap;sqlmap,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 8",Explicit matches: Penetration Testing; penetration testing; reconnaissance; Nmap; Metasploit.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0677,From Controlled to the Wild,recon_scan_pentest,workflow-active use,not specified,"Reviewed full text, p.1, 7",Explicit matches: Penetration testing; penetration testing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0684,From LLMs to Agents,symbolic_constraint,workflow-active use,not specified,"Reviewed full text, p.3",Explicit matches: symbolic execution.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0698,From Trace to Line,static_taint_specification,workflow-active use,AddressSanitizer;ASAN;Docker;Libfuzzer,"Reviewed full text, p.3",Explicit matches: Static Analyzer; static analyzer.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0698,From Trace to Line,runtime_oracle,workflow-active use,AddressSanitizer;ASAN;Docker;Libfuzzer,"Reviewed full text, p.1, 2, 3, 4, 5",Explicit matches: sanitizer; Sanitizer; Crash Report.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0718,GapForge,fuzzing_input_harness,workflow-active use,asan,"Reviewed full text, p.1, 2, 4, 5, 6, 7, 10, 11",Explicit matches: Fuzzing; Fuzz; fuzzer; fuzzing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0718,GapForge,symbolic_constraint,workflow-active use,asan,"Reviewed full text, p.11",Explicit matches: Symbolic execution.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0718,GapForge,runtime_oracle,workflow-active use,asan,"Reviewed full text, p.1, 2, 4, 9, 10, 11",Explicit matches: coverage feedback; Coverage Feedback; sanitizer.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0733,GoAT-X,static_taint_specification,workflow-active use,foundry;Slither,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 9",Explicit matches: static analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0733,GoAT-X,symbolic_constraint,workflow-active use,foundry;Slither,"Reviewed full text, p.13, 14",Explicit matches: formal verification; Symbolic execution; Formal Verification.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0734,GPTScan,static_taint_specification,workflow-active use,Slither,"Reviewed full text, p.1, 2, 3, 4, 6, 7, 8, 9",Explicit matches: static analysis; Slither.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0734,GPTScan,symbolic_constraint,workflow-active use,Slither,"Reviewed full text, p.2, 6, 11, 12",Explicit matches: symbolic execution; Symbolic execution; Formal verification; Symbolic Execution.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0741,Guided Reasoning in LLM-Driven Penetration Testing Using Structured Attack Trees,recon_scan_pentest,both,Burp Suite;Metasploit;Nessus;NMap;Nmap;nmap,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 8",Explicit matches: Penetration Testing; penetration testing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0742,Guiding AI to Fix Its Own Flaws,static_taint_specification,workflow-active use,CodeQL;codeql,"Reviewed full text, p.1, 2, 5, 6, 10, 11, 12",Explicit matches: CodeQL.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0747,HackSynth,recon_scan_pentest,workflow-active use,gdb;Metasploit;nessus;Nessus;nmap;OpenVAS;openvas;OpenVas,"Reviewed full text, p.1, 2, 3, 5, 6, 11, 13, 15",Explicit matches: Penetration Testing; Nessus; OpenVas; penetration testing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0752,HarnessAgent,fuzzing_input_harness,both,addresssanitizer;Addresssanitizer;Afl;Docker;libfuzzer,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 8",Explicit matches: Fuzzing; fuzzing; Fuzz.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0752,HarnessAgent,runtime_oracle,both,addresssanitizer;Addresssanitizer;Afl;Docker;libfuzzer,"Reviewed full text, p.1, 3, 11, 13, 15",Explicit matches: runtime feedback; sanitizer; Addresssanitizer; addresssanitizer.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0753,Harnessing Large Language Models for Seed Generation in Greybox Fuzzing,fuzzing_input_harness,both,AFL;Docker;Honggfuzz;HONGGFUZZ;honggfuzz;libFuzzer;LibFuzzer,"Reviewed full text, p.1, 2, 3, 4, 6, 7, 8, 9",Explicit matches: Seed Generation; Fuzzing; fuzzing; seed generation.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0753,Harnessing Large Language Models for Seed Generation in Greybox Fuzzing,runtime_oracle,both,AFL;Docker;Honggfuzz;HONGGFUZZ;honggfuzz;libFuzzer;LibFuzzer,"Reviewed full text, p.2, 9",Explicit matches: runtime feedback; coverage feedback.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0768,Hound,static_taint_specification,workflow-active use,not specified,"Reviewed full text, p.4",Explicit matches: Static Analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0782,How Well Do Large Language Models Serve as End-to-End Secure Code Agents for Pyt,static_taint_specification,workflow-active use,CodeQL;codeql,"Reviewed full text, p.2, 3, 4, 5, 6, 7, 8, 9",Explicit matches: CodeQL.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0800,Improving LLM-Assisted Secure Code Generation through Retrieval-Augmented-Genera,static_taint_specification,workflow-active use,CodeQL;KLEE,"Reviewed full text, p.1, 2, 3, 4, 5",Explicit matches: static analysis; CodeQL.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0800,Improving LLM-Assisted Secure Code Generation through Retrieval-Augmented-Genera,symbolic_constraint,workflow-active use,CodeQL;KLEE,"Reviewed full text, p.1, 2, 3, 4",Explicit matches: KLEE; symbolic execution.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0842,Knowledge-Informed Self-Reflective Automated Penetration Testing Based on LLMs,fuzzing_input_harness,workflow-active use,AFL;Burp Suite;Metasploit;Nessus;Nikto;Nmap;nmap;OpenVAS,"Reviewed full text, p.19, 20",Explicit matches: Fuzz; AFL; Fuzzer.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0842,Knowledge-Informed Self-Reflective Automated Penetration Testing Based on LLMs,symbolic_constraint,workflow-active use,AFL;Burp Suite;Metasploit;Nessus;Nikto;Nmap;nmap;OpenVAS,"Public full text, extracted pages 3, 19, 34, 40, 100; https://orcid.org/0009-0004-1073-526X",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0842,Knowledge-Informed Self-Reflective Automated Penetration Testing Based on LLMs,runtime_oracle,evaluation/support use,AFL;Burp Suite;Metasploit;Nessus;Nikto;Nmap;nmap;OpenVAS,"Reviewed full text, p.100",Explicit matches: execution feedback.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0842,Knowledge-Informed Self-Reflective Automated Penetration Testing Based on LLMs,recon_scan_pentest,both,AFL;Burp Suite;Metasploit;Nessus;Nikto;Nmap;nmap;OpenVAS,"Reviewed full text, p.3, 8, 14, 16, 18, 19, 20, 21",Explicit matches: Penetration Testing; penetration testing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0850,Large Language Model assisted Hybrid Fuzzing,fuzzing_input_harness,workflow-active use,AFL;KLEE;Klee;Z3,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 8",Explicit matches: Fuzzing; fuzzing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0850,Large Language Model assisted Hybrid Fuzzing,symbolic_constraint,workflow-active use,AFL;KLEE;Klee;Z3,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 8",Explicit matches: concolic execution; constraint solver.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0850,Large Language Model assisted Hybrid Fuzzing,runtime_oracle,workflow-active use,AFL;KLEE;Klee;Z3,"Reviewed full text, p.1, 3, 4, 5",Explicit matches: execution trace; runtime feedback.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0885,Let the Trial Begin,static_taint_specification,workflow-active use,not specified,"Reviewed full text, p.11",Explicit matches: static analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0890,LibLMFuzz,static_taint_specification,workflow-active use,AFL;libFuzzer;LibFuzzer,"Reviewed full text, p.2, 5",Explicit matches: static analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0890,LibLMFuzz,fuzzing_input_harness,workflow-active use,AFL;libFuzzer;LibFuzzer,"Reviewed full text, p.1, 2, 3, 4, 5, 6",Explicit matches: Fuzz; Fuzzing; fuzzing; fuzz.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0904,LLM Agents for Automated Web Vulnerability Reproduction,fuzzing_input_harness,both,angr;Burp Suite;Docker;docker;Nessus,"Reviewed full text, p.2, 4, 18",Explicit matches: fuzzing; FUZZ.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0904,LLM Agents for Automated Web Vulnerability Reproduction,symbolic_constraint,workflow-active use,angr;Burp Suite;Docker;docker;Nessus,"Reviewed full text, p.4",Explicit matches: symbolic execution; angr.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0904,LLM Agents for Automated Web Vulnerability Reproduction,replay_poc_pov,both,angr;Burp Suite;Docker;docker;Nessus,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 8",Explicit matches: Vulnerability Reproduction; vulnerability reproduction; Proof-of-Concept.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0913,LLM-based Vulnerability Detection at Project Scale,static_taint_specification,workflow-active use,CODEQL;Codeql;CodeQL;codeql;joern;semgrep;Semgrep;SEMGREP;Z3,"Reviewed full text, p.1, 3, 4, 5, 6, 7, 8, 9",Explicit matches: static analysis; taint analysis; CodeQL.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0913,LLM-based Vulnerability Detection at Project Scale,symbolic_constraint,workflow-active use,CODEQL;Codeql;CodeQL;codeql;joern;semgrep;Semgrep;SEMGREP;Z3,"Reviewed full text, p.4, 14",Explicit matches: Z3.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0914,LLM-BSCVM,static_taint_specification,workflow-active use,not specified,"Reviewed full text, p.3, 4, 7, 8",Explicit matches: static analysis; Static Analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0914,LLM-BSCVM,symbolic_constraint,workflow-active use,not specified,"Reviewed full text, p.1, 2, 9, 10",Explicit matches: formal verification; Symbolic execution; Formal verification; symbolic execution.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0916,LLM-Driven SAST-Genius,static_taint_specification,workflow-active use,CodeQL;Semgrep,"Reviewed full text, p.1, 2, 3, 4, 5",Explicit matches: Static Analysis; Semgrep; CodeQL; static analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0916,LLM-Driven SAST-Genius,runtime_oracle,workflow-active use,CodeQL;Semgrep,"Reviewed full text, p.4",Explicit matches: sanitizer.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0916,LLM-Driven SAST-Genius,replay_poc_pov,workflow-active use,CodeQL;Semgrep,"Reviewed full text, p.2, 3, 4, 5",Explicit matches: proof-of-concept; PoC.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0922,LLM-JDFuzz,fuzzing_input_harness,both,AFL;Docker,"Reviewed full text, p.1, 2, 3, 4, 5, 8, 11, 12",Explicit matches: fuzzing; AFL.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0922,LLM-JDFuzz,symbolic_constraint,both,AFL;Docker,"Reviewed full text, p.3, 4, 12, 20",Explicit matches: symbolic execution; Symbolic Execution.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0922,LLM-JDFuzz,runtime_oracle,both,AFL;Docker,"Reviewed full text, p.1, 17",Explicit matches: execution feedback.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0922,LLM-JDFuzz,replay_poc_pov,evaluation/support use,AFL;Docker,"Reviewed full text, p.14",Explicit matches: Proof-of-Concept.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0925,LLM-SmartAudit,static_taint_specification,workflow-active use,Slither,"Reviewed full text, p.9, 10, 11, 12, 13",Explicit matches: Slither; static analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0925,LLM-SmartAudit,symbolic_constraint,workflow-active use,Slither,"Reviewed full text, p.3, 9",Explicit matches: formal verification.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0927,LLM4CVE,static_taint_specification,workflow-active use,not specified,"Reviewed full text, p.1, 5, 7, 9, 19, 21, 22",Explicit matches: static analysis; Static Analyzer.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0927,LLM4CVE,symbolic_constraint,workflow-active use,not specified,"Reviewed full text, p.16",Explicit matches: symbolic execution.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0927,LLM4CVE,patch_build_test,workflow-active use,not specified,"Reviewed full text, p.4",Explicit matches: test suite.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0933,LLMs and Fuzzing in Tandem,static_taint_specification,workflow-active use,not specified,"Reviewed full text, p.13",Explicit matches: static analysis; Static Analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0933,LLMs and Fuzzing in Tandem,fuzzing_input_harness,workflow-active use,not specified,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 8",Explicit matches: Fuzzing; fuzz.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0933,LLMs and Fuzzing in Tandem,runtime_oracle,workflow-active use,not specified,"Reviewed full text, p.1, 7",Explicit matches: execution feedback.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0935,LLMs are All You Need? Improving Fuzz Testing for MOJO with Large Language Model,fuzzing_input_harness,workflow-active use,not specified,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 8",Explicit matches: Fuzz; fuzz; fuzzing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0935,LLMs are All You Need? Improving Fuzz Testing for MOJO with Large Language Model,runtime_oracle,workflow-active use,not specified,"Reviewed full text, p.1",Explicit matches: runtime feedback.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0945,Locus,static_taint_specification,workflow-active use,AddressSanitizer;AFL;KLEE,"Reviewed full text, p.1, 2, 7, 8, 9, 11, 12, 13",Explicit matches: static analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0945,Locus,fuzzing_input_harness,workflow-active use,AddressSanitizer;AFL;KLEE,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 8",Explicit matches: Fuzzing; fuzzing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0945,Locus,symbolic_constraint,workflow-active use,AddressSanitizer;AFL;KLEE,"Reviewed full text, p.1, 2, 3, 6, 8, 10, 11, 12",Explicit matches: symbolic execution.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0945,Locus,runtime_oracle,workflow-active use,AddressSanitizer;AFL;KLEE,"Reviewed full text, p.4, 6, 13",Explicit matches: coverage feedback; execution trace; AddressSanitizer.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0945,Locus,replay_poc_pov,workflow-active use,AddressSanitizer;AFL;KLEE,"Reviewed full text, p.1, 6, 8",Explicit matches: PoC; vulnerability reproduction.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0961,Mapping the Exploitation Surface,fuzzing_input_harness,workflow-active use,Docker,"Reviewed full text, p.13",Explicit matches: test harness.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0964,MARVEL,static_taint_specification,both,not specified,"Reviewed full text, p.1, 2, 6, 13",Explicit matches: static analysis; Static Analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0964,MARVEL,symbolic_constraint,workflow-active use,not specified,"Reviewed full text, p.1",Explicit matches: formal verification.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0966,MASFuzzer,fuzzing_input_harness,workflow-active use,addresssanitizer;Afl;AFL;ASan;Docker;LibFuzzer;Libfuzzer;libfuzzer;MSan,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 8",Explicit matches: Fuzz; fuzz.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0966,MASFuzzer,runtime_oracle,workflow-active use,addresssanitizer;Afl;AFL;ASan;Docker;LibFuzzer;Libfuzzer;libfuzzer;MSan,"Reviewed full text, p.2, 6, 7, 12",Explicit matches: coverage feedback; ASan; addresssanitizer.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0968,Mastermind,fuzzing_input_harness,workflow-active use,AFL;Docker,"Reviewed full text, p.4, 5, 6, 10, 11",Explicit matches: Fuzz; fuzz; AFL.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0968,Mastermind,runtime_oracle,workflow-active use,AFL;Docker,"Reviewed full text, p.2, 3, 4, 5, 6, 8, 9, 12",Explicit matches: sanitizer; execution feedback; coverage feedback.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0968,Mastermind,replay_poc_pov,workflow-active use,AFL;Docker,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 9",Explicit matches: Vulnerability Reproduction; vulnerability reproduction; proof-of-concept; PoC; Vulnerability reproduction.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0969,May the Feedback Be with You! Unlocking the Power of Feedback-Driven Deep Learni,fuzzing_input_harness,workflow-active use,z3,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 8",Explicit matches: Fuzzing; fuzzing; fuzz.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0969,May the Feedback Be with You! Unlocking the Power of Feedback-Driven Deep Learni,symbolic_constraint,workflow-active use,z3,"Reviewed full text, p.16",Explicit matches: z3.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS0969,May the Feedback Be with You! Unlocking the Power of Feedback-Driven Deep Learni,runtime_oracle,workflow-active use,z3,"Reviewed full text, p.9, 12",Explicit matches: coverage feedback.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1017,Multi-Agent Penetration Testing AI for the Web,static_taint_specification,workflow-active use,Burp suite;Docker;docker;nikto;nmap;sqlmap,"Reviewed full text, p.3, 12",Explicit matches: static analysis; Static analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1017,Multi-Agent Penetration Testing AI for the Web,fuzzing_input_harness,workflow-active use,Burp suite;Docker;docker;nikto;nmap;sqlmap,"Reviewed full text, p.12, 14, 15",Explicit matches: Fuzzing; fuzzing; fuzz.,The role describes where the primitive is used; it does not imply dynamic agent selection.
