matrix_id,record_id,coding_round,field,original_label,current_codebook_candidate_label,change_required,evidence_basis,source_location,uncertainty,author_review_status,final_harmonized_label
U16,CP228,submission_update_20260715,external_traceability,benchmark ground truth / public material,benchmark ground truth / public material,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U16,none,not_required,benchmark ground truth / public material
U17,CP229,submission_update_20260715,lifecycle_coverage,path and input exploration;execution observation;reproduction and validation;reporting and audit,path and input exploration;execution observation;reproduction and validation;reporting and audit,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U17,none,not_required,path and input exploration;execution observation;reproduction and validation;reporting and audit
U17,CP229,submission_update_20260715,primary_system_shape,feedback-driven fuzzing agent,feedback-driven fuzzing agent,schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U17,none,not_required_schema_normalization,feedback-driven fuzzing agent
U17,CP229,submission_update_20260715,overlay_tags,feedback-driven fuzzing agent,failure-memory reuse,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U17,none,not_required_schema_normalization,failure-memory reuse
U17,CP229,submission_update_20260715,cross_stage_capabilities,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U17,none,not_required,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update
U17,CP229,submission_update_20260715,strongest_evidence_output,externally traceable material,externally traceable material,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U17,none,not_required,externally traceable material
U17,CP229,submission_update_20260715,external_traceability,publicly aligned external trace,publicly aligned external trace,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U17,none,not_required,publicly aligned external trace
U18,CP230,submission_update_20260715,lifecycle_coverage,candidate analysis;path and input exploration;execution observation;reproduction and validation;patch validation;reporting and audit,candidate analysis;path and input exploration;execution observation;reproduction and validation;patch validation;reporting and audit,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U18,none,not_required,candidate analysis;path and input exploration;execution observation;reproduction and validation;patch validation;reporting and audit
U18,CP230,submission_update_20260715,primary_system_shape,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U18,none,not_required_schema_normalization,long-horizon pentest and CRS agent
U18,CP230,submission_update_20260715,overlay_tags,long-horizon pentest and CRS agent,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U18,none,not_required_schema_normalization,
U18,CP230,submission_update_20260715,cross_stage_capabilities,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;governance / human gates / disclosure control,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;governance / human gates / disclosure control,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U18,none,not_required,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;governance / human gates / disclosure control
U18,CP230,submission_update_20260715,strongest_evidence_output,controlled task completion,controlled task completion,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U18,none,not_required,controlled task completion
U18,CP230,submission_update_20260715,external_traceability,benchmark ground truth / public material,benchmark ground truth / public material,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U18,none,not_required,benchmark ground truth / public material
U21,CP233,submission_update_20260715,lifecycle_coverage,candidate analysis;path and input exploration;execution observation,candidate analysis;path and input exploration;execution observation,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U21,none,not_required,candidate analysis;path and input exploration;execution observation
U21,CP233,submission_update_20260715,primary_system_shape,candidate-analysis system,candidate-analysis system,schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U21,none,not_required_schema_normalization,candidate-analysis system
U21,CP233,submission_update_20260715,overlay_tags,candidate-analysis system,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U21,none,not_required_schema_normalization,
U21,CP233,submission_update_20260715,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;validation organization / evidence packaging,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U21,none,not_required,context aggregation / rule extraction;tool routing / strategy routing;validation organization / evidence packaging
U21,CP233,submission_update_20260715,strongest_evidence_output,reproducible validation,reproducible validation,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U21,none,not_required,reproducible validation
U21,CP233,submission_update_20260715,external_traceability,benchmark ground truth / public material,benchmark ground truth / public material,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U21,none,not_required,benchmark ground truth / public material
U22,CP234,submission_update_20260715,lifecycle_coverage,candidate analysis;path and input exploration;execution observation;reproduction and validation,candidate analysis;path and input exploration;execution observation;reproduction and validation,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U22,none,not_required,candidate analysis;path and input exploration;execution observation;reproduction and validation
U22,CP234,submission_update_20260715,primary_system_shape,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U22,none,not_required_schema_normalization,long-horizon pentest and CRS agent
U22,CP234,submission_update_20260715,overlay_tags,long-horizon pentest and CRS agent,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U22,none,not_required_schema_normalization,
U22,CP234,submission_update_20260715,cross_stage_capabilities,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;governance / human gates / disclosure control,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;governance / human gates / disclosure control,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U22,none,not_required,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;governance / human gates / disclosure control
U22,CP234,submission_update_20260715,strongest_evidence_output,controlled task completion,controlled task completion,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U22,none,not_required,controlled task completion
U22,CP234,submission_update_20260715,external_traceability,not reported,not reported,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U22,none,not_required,not reported
U23,CP235,submission_update_20260715,lifecycle_coverage,candidate analysis;path and input exploration;execution observation;reproduction and validation,candidate analysis;path and input exploration;execution observation;reproduction and validation,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U23,none,not_required,candidate analysis;path and input exploration;execution observation;reproduction and validation
U23,CP235,submission_update_20260715,primary_system_shape,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U23,none,not_required_schema_normalization,long-horizon pentest and CRS agent
U23,CP235,submission_update_20260715,overlay_tags,long-horizon pentest and CRS agent,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U23,none,not_required_schema_normalization,
U23,CP235,submission_update_20260715,cross_stage_capabilities,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U23,none,not_required,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management
U23,CP235,submission_update_20260715,strongest_evidence_output,controlled task completion,controlled task completion,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U23,none,not_required,controlled task completion
U23,CP235,submission_update_20260715,external_traceability,benchmark ground truth / public material,benchmark ground truth / public material,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U23,none,not_required,benchmark ground truth / public material
U25,CP237,submission_update_20260715,lifecycle_coverage,candidate analysis;path and input exploration;execution observation;reproduction and validation,candidate analysis;path and input exploration;execution observation;reproduction and validation,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U25,none,not_required,candidate analysis;path and input exploration;execution observation;reproduction and validation
U25,CP237,submission_update_20260715,primary_system_shape,PoC/PoV validation agent,"reproduction-, validation-, and repair-centered agent",schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U25,none,not_required_schema_normalization,"reproduction-, validation-, and repair-centered agent"
U25,CP237,submission_update_20260715,overlay_tags,PoC/PoV validation agent,failure-memory reuse,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U25,none,not_required_schema_normalization,failure-memory reuse
U25,CP237,submission_update_20260715,cross_stage_capabilities,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U25,none,not_required,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update
U25,CP237,submission_update_20260715,strongest_evidence_output,reproducible validation,reproducible validation,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U25,none,not_required,reproducible validation
U25,CP237,submission_update_20260715,external_traceability,benchmark ground truth / public material,benchmark ground truth / public material,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U25,none,not_required,benchmark ground truth / public material
U26,CP238,submission_update_20260715,lifecycle_coverage,candidate analysis;execution observation,candidate analysis;execution observation,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U26,none,not_required,candidate analysis;execution observation
U26,CP238,submission_update_20260715,primary_system_shape,candidate-analysis system,candidate-analysis system,schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U26,none,not_required_schema_normalization,candidate-analysis system
U26,CP238,submission_update_20260715,overlay_tags,candidate-analysis system,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U26,none,not_required_schema_normalization,
U26,CP238,submission_update_20260715,cross_stage_capabilities,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U26,none,not_required,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging
U26,CP238,submission_update_20260715,strongest_evidence_output,runtime safety signal,runtime safety signal,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U26,none,not_required,runtime safety signal
U26,CP238,submission_update_20260715,external_traceability,benchmark ground truth / public material,benchmark ground truth / public material,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U26,none,not_required,benchmark ground truth / public material
U27,CP239,submission_update_20260715,lifecycle_coverage,candidate analysis;reporting and audit,candidate analysis;reporting and audit,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U27,none,not_required,candidate analysis;reporting and audit
U27,CP239,submission_update_20260715,primary_system_shape,candidate-analysis system,candidate-analysis system,schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U27,none,not_required_schema_normalization,candidate-analysis system
U27,CP239,submission_update_20260715,overlay_tags,candidate-analysis system,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U27,none,not_required_schema_normalization,
U27,CP239,submission_update_20260715,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;validation organization / evidence packaging,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U27,none,not_required,context aggregation / rule extraction;tool routing / strategy routing;validation organization / evidence packaging
U27,CP239,submission_update_20260715,strongest_evidence_output,candidate judgment,candidate judgment,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U27,none,not_required,candidate judgment
U27,CP239,submission_update_20260715,external_traceability,author-reported external clue,author-reported external clue,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U27,none,not_required,author-reported external clue
U28,CP240,submission_update_20260715,lifecycle_coverage,candidate analysis;path and input exploration;execution observation;reproduction and validation,candidate analysis;path and input exploration;execution observation;reproduction and validation,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U28,none,not_required,candidate analysis;path and input exploration;execution observation;reproduction and validation
U28,CP240,submission_update_20260715,primary_system_shape,PoC/PoV validation agent,"reproduction-, validation-, and repair-centered agent",schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U28,none,not_required_schema_normalization,"reproduction-, validation-, and repair-centered agent"
U28,CP240,submission_update_20260715,overlay_tags,PoC/PoV validation agent,failure-memory reuse,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U28,none,not_required_schema_normalization,failure-memory reuse
U28,CP240,submission_update_20260715,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U28,none,not_required,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update
U28,CP240,submission_update_20260715,strongest_evidence_output,reproducible validation,reproducible validation,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U28,none,not_required,reproducible validation
U28,CP240,submission_update_20260715,external_traceability,benchmark ground truth / public material,benchmark ground truth / public material,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U28,none,not_required,benchmark ground truth / public material
U29,CP241,submission_update_20260715,lifecycle_coverage,candidate analysis;path and input exploration;execution observation;reproduction and validation,candidate analysis;path and input exploration;execution observation;reproduction and validation,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U29,none,not_required,candidate analysis;path and input exploration;execution observation;reproduction and validation
U29,CP241,submission_update_20260715,primary_system_shape,candidate-analysis system,candidate-analysis system,schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U29,none,not_required_schema_normalization,candidate-analysis system
U29,CP241,submission_update_20260715,overlay_tags,candidate-analysis system,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U29,none,not_required_schema_normalization,
U29,CP241,submission_update_20260715,cross_stage_capabilities,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U29,none,not_required,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging
U29,CP241,submission_update_20260715,strongest_evidence_output,reproducible validation,reproducible validation,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U29,none,not_required,reproducible validation
U29,CP241,submission_update_20260715,external_traceability,author-reported external clue,author-reported external clue,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U29,none,not_required,author-reported external clue
U31,CP243,submission_update_20260715,lifecycle_coverage,path and input exploration;execution observation,path and input exploration;execution observation,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U31,none,not_required,path and input exploration;execution observation
U31,CP243,submission_update_20260715,primary_system_shape,feedback-driven fuzzing agent,feedback-driven fuzzing agent,schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U31,none,not_required_schema_normalization,feedback-driven fuzzing agent
U31,CP243,submission_update_20260715,overlay_tags,feedback-driven fuzzing agent,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U31,none,not_required_schema_normalization,
U31,CP243,submission_update_20260715,cross_stage_capabilities,context aggregation / rule extraction;feedback interpretation / loop adjustment,context aggregation / rule extraction;feedback interpretation / loop adjustment,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U31,none,not_required,context aggregation / rule extraction;feedback interpretation / loop adjustment
U31,CP243,submission_update_20260715,strongest_evidence_output,controlled task completion,controlled task completion,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U31,none,not_required,controlled task completion
U31,CP243,submission_update_20260715,external_traceability,benchmark ground truth / public material,benchmark ground truth / public material,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U31,none,not_required,benchmark ground truth / public material
U32,CP244,submission_update_20260715,lifecycle_coverage,candidate analysis;path and input exploration;execution observation;reproduction and validation,candidate analysis;path and input exploration;execution observation;reproduction and validation,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U32,none,not_required,candidate analysis;path and input exploration;execution observation;reproduction and validation
U32,CP244,submission_update_20260715,primary_system_shape,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U32,none,not_required_schema_normalization,long-horizon pentest and CRS agent
U32,CP244,submission_update_20260715,overlay_tags,long-horizon pentest and CRS agent,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U32,none,not_required_schema_normalization,
U32,CP244,submission_update_20260715,cross_stage_capabilities,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U32,none,not_required,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management
U32,CP244,submission_update_20260715,strongest_evidence_output,controlled task completion,controlled task completion,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U32,none,not_required,controlled task completion
U32,CP244,submission_update_20260715,external_traceability,benchmark ground truth / public material,benchmark ground truth / public material,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U32,none,not_required,benchmark ground truth / public material
U33,CP245,submission_update_20260715,lifecycle_coverage,candidate analysis;execution observation;reproduction and validation;reporting and audit,candidate analysis;execution observation;reproduction and validation;reporting and audit,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U33,none,not_required,candidate analysis;execution observation;reproduction and validation;reporting and audit
U33,CP245,submission_update_20260715,primary_system_shape,candidate-analysis system,candidate-analysis system,schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U33,none,not_required_schema_normalization,candidate-analysis system
U33,CP245,submission_update_20260715,overlay_tags,candidate-analysis system,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U33,none,not_required_schema_normalization,
U33,CP245,submission_update_20260715,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U33,none,not_required,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging
U33,CP245,submission_update_20260715,strongest_evidence_output,runtime safety signal,runtime safety signal,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U33,none,not_required,runtime safety signal
U33,CP245,submission_update_20260715,external_traceability,benchmark ground truth / public material,benchmark ground truth / public material,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U33,none,not_required,benchmark ground truth / public material
U34,CP246,submission_update_20260715,lifecycle_coverage,path and input exploration;execution observation,path and input exploration;execution observation,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U34,none,not_required,path and input exploration;execution observation
U34,CP246,submission_update_20260715,primary_system_shape,feedback-driven fuzzing agent,feedback-driven fuzzing agent,schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U34,none,not_required_schema_normalization,feedback-driven fuzzing agent
U34,CP246,submission_update_20260715,overlay_tags,feedback-driven fuzzing agent,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U34,none,not_required_schema_normalization,
U34,CP246,submission_update_20260715,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U34,none,not_required,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment
U34,CP246,submission_update_20260715,strongest_evidence_output,runtime safety signal,runtime safety signal,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U34,none,not_required,runtime safety signal
U34,CP246,submission_update_20260715,external_traceability,author-reported external clue,author-reported external clue,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U34,none,not_required,author-reported external clue
U35,CP247,submission_update_20260715,lifecycle_coverage,candidate analysis;reporting and audit,candidate analysis;reporting and audit,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U35,none,not_required,candidate analysis;reporting and audit
U35,CP247,submission_update_20260715,primary_system_shape,candidate-analysis system,candidate-analysis system,schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U35,none,not_required_schema_normalization,candidate-analysis system
U35,CP247,submission_update_20260715,overlay_tags,candidate-analysis system,failure-memory reuse,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U35,none,not_required_schema_normalization,failure-memory reuse
U35,CP247,submission_update_20260715,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U35,none,not_required,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update
U35,CP247,submission_update_20260715,strongest_evidence_output,candidate judgment,candidate judgment,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U35,none,not_required,candidate judgment
U35,CP247,submission_update_20260715,external_traceability,author-reported external clue,author-reported external clue,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U35,none,not_required,author-reported external clue
U36,CP248,submission_update_20260715,lifecycle_coverage,path and input exploration;execution observation;reproduction and validation,path and input exploration;execution observation;reproduction and validation,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U36,none,not_required,path and input exploration;execution observation;reproduction and validation
U36,CP248,submission_update_20260715,primary_system_shape,feedback-driven fuzzing agent,feedback-driven fuzzing agent,schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U36,none,not_required_schema_normalization,feedback-driven fuzzing agent
U36,CP248,submission_update_20260715,overlay_tags,feedback-driven fuzzing agent,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U36,none,not_required_schema_normalization,
U36,CP248,submission_update_20260715,cross_stage_capabilities,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U36,none,not_required,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management
U36,CP248,submission_update_20260715,strongest_evidence_output,reproducible validation,reproducible validation,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U36,none,not_required,reproducible validation
U36,CP248,submission_update_20260715,external_traceability,author-reported external clue,author-reported external clue,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U36,none,not_required,author-reported external clue
U37,CP249,submission_update_20260715,lifecycle_coverage,candidate analysis;path and input exploration;reproduction and validation;reporting and audit,candidate analysis;path and input exploration;reproduction and validation;reporting and audit,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U37,none,not_required,candidate analysis;path and input exploration;reproduction and validation;reporting and audit
U37,CP249,submission_update_20260715,primary_system_shape,candidate-analysis system,candidate-analysis system,schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U37,none,not_required_schema_normalization,candidate-analysis system
U37,CP249,submission_update_20260715,overlay_tags,candidate-analysis system,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U37,none,not_required_schema_normalization,
U37,CP249,submission_update_20260715,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U37,none,not_required,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging
U37,CP249,submission_update_20260715,strongest_evidence_output,externally traceable material,externally traceable material,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U37,none,not_required,externally traceable material
U37,CP249,submission_update_20260715,external_traceability,publicly aligned external trace,publicly aligned external trace,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U37,none,not_required,publicly aligned external trace
