matrix_id,record_id,canonical_study_id,system_alias,title,analytical_role,coding_round,lifecycle_coverage,strongest_evidence_output,external_traceability,claim_boundary,claim_boundary_original,coding_status,reliability_scope,official_url,primary_system_shape,overlay_tags,cross_stage_capabilities,harmonization_status,legacy_notes
FMS1635,FMS1635,CS_FMS1635,xOffense,xOffense: An Autonomous Multi-Agent Framework for Penetration Testing with Domain-Adapted Large Language Models,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; execution observation,controlled task completion,benchmark ground truth / public material,Supports subtask and end-to-end penetration-testing completion on the stated benchmarks; it does not establish general vulnerability discovery beyond them.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2509.13021,long-horizon pentest and CRS agent,,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,adjudicated_after_independent_double_coding_and_external_rereview,
FMS1639,FMS1639,CS_FMS1639,ZERO-APT,ZERO-APT: A Closed-Loop Adversarial Framework for LLM-Driven Automated Penetration Testing under Intelligent Defense,target_software_study,integrated_multisource_search_through_2026-07-30,no qualifying label observed,controlled task completion,benchmark ground truth / public material,Supports attack-chain completion under the reported adaptive-defense environment and action constraints; it does not establish unrestricted real-world exploitability.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2606.05567,long-horizon pentest and CRS agent,,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update;governance / human gates / disclosure control,adjudicated_after_independent_double_coding_and_external_rereview,
FMS1640,FMS1640,CS_FMS1640,ZeroDayBench,ZeroDayBench: Evaluating LLM Agents on Unseen Zero-Day Vulnerabilities for Cyberdefense,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; reproduction and validation,controlled task completion,benchmark ground truth / public material,Supports patch success on the benchmark's constructed unseen vulnerability variants under its test and exploit oracles; it does not establish repair of naturally emerging zero-days.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2603.02297,long-horizon pentest and CRS agent,,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0206,FMS0206,CS_FMS0206,Antiproof,Antiproof: Synthesizing Vulnerability Detectors and Proofs of Exploitability,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit,candidate judgment,author-reported external clue,The material supports executable PoV and proof-of-exploitability validation under the reported target configurations and deterministic oracles. The reported zero-day and CVE outcomes require public item-level alignment before they support externally traceable discovery claims.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2607.12316,"reproduction-, validation-, and repair-centered agent",,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update;governance / human gates / disclosure control,adjudicated_after_independent_double_coding_and_external_rereview,"Twelve CVE assignments are reported in aggregate, without public item-level links for the disclosed findings in the reviewed paper."
FMS0258,FMS0258,CS_FMS0258,"Automatic, Expressive, and Scalable Fuzzing with Stitching","Automatic, Expressive, and Scalable Fuzzing with Stitching",target_software_study,integrated_multisource_search_through_2026-07-30,path and input exploration; execution observation,externally traceable material,publicly aligned external trace,"The material supports reproducible crash findings and, for linked reports, item-level alignment with public issue or maintainer records. This alignment does not automatically extend to every aggregate bug count reported by the study.",,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2602.18689,feedback-driven fuzzing agent,,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update;governance / human gates / disclosure control,adjudicated_after_independent_double_coding_and_external_rereview,Public traceability applies to the issue-linked subset; some security-sensitive report links remain anonymized for review.
FMS0494,FMS0494,CS_FMS0494,CyberChainBench,CyberChainBench: Can AI Agents Secure Smart Contracts Against Real-World On-Chain Vulnerabilities?,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; execution observation; reproduction and validation,reproducible validation,benchmark ground truth / public material,"The material supports detection, exploit, and patch outcomes on block-anchored historical-fork tasks with deterministic economic and fail-to-pass oracles. It does not establish independent discovery of the historical incidents used as benchmark ground truth.",,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2606.26216,long-horizon pentest and CRS agent,,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;governance / human gates / disclosure control,adjudicated_after_independent_double_coding_and_external_rereview,The paper is a benchmark study of agent configurations rather than a single new agent policy.
FMS0651,FMS0651,CS_FMS0651,Favia,Favia: Forensic Agent for Vulnerability-fix Identification and Analysis,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;reporting and audit,candidate judgment,benchmark ground truth / public material,The material supports ranking and classifying vulnerability-fixing commits against CVE-linked benchmark records. It does not provide execution evidence that independently validates exploitability or patch correctness.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2602.12500,candidate-analysis system,,context aggregation / rule extraction,adjudicated_after_independent_double_coding_and_external_rereview,The external CVE and commit records supply evaluation ground truth rather than independent system-originated vulnerability discovery.
FMS0968,FMS0968,CS_FMS0968,Mastermind,Mastermind: Strategy-grounded Learning for Repository-Scale Vulnerability Reproduction,target_software_study,integrated_multisource_search_through_2026-07-30,execution observation; reproduction and validation,reproducible validation,benchmark ground truth / public material,The material supports repository-scale PoC reproduction and patched-build verification on held-out CyberGym tasks. It does not by itself establish open-world vulnerability discovery or external disclosure outcomes.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2607.01764,"reproduction-, validation-, and repair-centered agent",,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,adjudicated_after_independent_double_coding_and_external_rereview,
FMS1299,FMS1299,CS_FMS1299,Security in a Workflow,Security in a Workflow: Exploring Role-Based Agentic Architectures for Vulnerability Handling,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;patch validation;reporting and audit,controlled task completion,benchmark ground truth / public material,"The material supports stage-wise detection, patch-generation, and semantic verification outcomes on 25 curated CVE tasks. Because patch assessment is rubric-based rather than an executable fail-to-pass check, it does not establish reproducible patch validation.",,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2606.14261,"reproduction-, validation-, and repair-centered agent",,context aggregation / rule extraction;tool routing / strategy routing;validation organization / evidence packaging;long-horizon state management,adjudicated_after_independent_double_coding_and_external_rereview,The Planner is static and the CodeQL tool is available only in one workflow variant; long-horizon is assigned because role coordination is the evaluated contribution.
FMS1316,FMS1316,CS_FMS1316,SeedSmith,SeedSmith: LLM-Driven Seed Synthesis for Directed Fuzzing,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit,reproducible validation,benchmark ground truth / public material,The material supports sanitizer-checked crashing seeds and repeated trigger results on versioned Magma and ARVO targets. Claims about previously unreachable or zero-day vulnerabilities remain bounded by the reported benchmark or competition setting and public trace material.,,human_third_reviewer_adjudicated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2607.08949,feedback-driven fuzzing agent,,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,adjudicated_after_independent_double_coding,The paper includes reproduced analysis and seed-generation material but does not provide a clearly identified standalone public artifact URL in the reviewed version.
FMS1571,FMS1571,CS_FMS1571,VEXAIoT,VEXAIoT: Autonomous IoT Vulnerability EXploitation using AI Agents,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit,controlled task completion,benchmark ground truth / public material,The material supports autonomous reconnaissance and exploit-task completion in IoTGoat and Metasploitable testbeds under ten defined scenarios. It does not establish open-world IoT vulnerability discovery or public item-level disclosure outcomes.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2607.09653,long-horizon pentest and CRS agent,,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,
FMS1573,FMS1573,CS_FMS1573,VIPER-MCP,VIPER-MCP: Detecting and Exploiting Taint-Style Vulnerabilities in Model Context Protocol Servers,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit,reproducible validation,author-reported external clue,The material supports sandboxed end-to-end PoC traces for taint-style MCP-server vulnerabilities. The aggregate 106 zero-day and 67 CVE statements remain author-reported until specific system outputs can be aligned with public external records.,,human_third_reviewer_adjudicated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2605.21392,feedback-driven fuzzing agent,,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update;governance / human gates / disclosure control,adjudicated_after_independent_double_coding,CVE identifiers and affected projects are partly masked or anonymized in the reviewed submission.
FMS0090,FMS0090,CS_FMS0090,A Systematic Study on Generating Web Vulnerability Proof-of-Concepts Using Large,A Systematic Study on Generating Web Vulnerability Proof-of-Concepts Using Large Language Models,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; path and input exploration; execution observation; reproduction and validation,reproducible validation,author-reported external clue,"The material supports executable PoC generation for versioned, publicly disclosed web vulnerabilities under the study's validators. It does not establish open-world discovery of previously unknown vulnerabilities.",,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2510.10148,"reproduction-, validation-, and repair-centered agent",,context aggregation / rule extraction; feedback interpretation / loop adjustment,adjudicated_after_independent_double_coding_and_external_rereview,The target vulnerabilities are supplied by public disclosure records rather than discovered by the evaluated system.
FMS0100,FMS0100,CS_FMS0100,ACFIX,ACFIX: Guiding LLMs with Mined Common RBAC Practices for Context-Aware Repair of Access Control Vulnerabilities in Smart Contracts,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; patch validation,reproducible validation,benchmark ground truth / public material,"The material supports access-control patch generation checked by compilation, validator review, and exploit-script execution on the reported 118-case benchmark. It does not establish that every generated repair is independently maintained or externally confirmed.",,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2403.06838,"reproduction-, validation-, and repair-centered agent",,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,adjudicated_after_independent_double_coding_and_external_rereview,The external CVE and incident records provide benchmark provenance rather than system-originated discovery.
FMS0239,FMS0239,CS_FMS0239,ATLANTIS,"ATLANTIS: AI-driven Threat Localization, Analysis, and Triage Intelligence System",target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;path and input exploration;execution observation;reproduction and validation;patch validation;reporting and audit,reproducible validation,benchmark ground truth / public material,The material supports PoV and patch-validation outcomes within the AIxCC task environment and the released ATLANTIS workflow. Competition success does not by itself establish open-world discovery outside those targets and oracles.,,human_third_reviewer_adjudicated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2509.14589,long-horizon pentest and CRS agent,,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update;governance / human gates / disclosure control,adjudicated_after_independent_double_coding,The report describes a large heterogeneous CRS; individual subsystems do not all use LLM control.
FMS0297,FMS0297,CS_FMS0297,Benchmarking LLMs and LLM-based Agents in Practical Vulnerability Detection for ,Benchmarking LLMs and LLM-based Agents in Practical Vulnerability Detection for Code Repositories,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis,candidate judgment,benchmark ground truth / public material,The material supports vulnerability and fix judgments on CVE-linked repository pairs after agent-selected context retrieval. It does not supply execution-based validation of the judged vulnerability or fix.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2503.03586,candidate-analysis system,,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management,adjudicated_after_independent_double_coding_and_external_rereview,CVE and commit links are benchmark ground truth rather than externally aligned new system findings.
FMS0362,FMS0362,CS_FMS0362,Can LLMs Patch Security Issues?,Can LLMs Patch Security Issues?,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;patch validation,reproducible validation,benchmark ground truth / public material,The material supports iterative security repair on PythonSecurityEval when revised code compiles and the reported Bandit finding is removed. It does not establish exploit-level validation or independent confirmation of real-world fixes.,,human_third_reviewer_adjudicated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2312.00024,"reproduction-, validation-, and repair-centered agent",,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,adjudicated_after_independent_double_coding,Validation is scanner- and benchmark-based rather than a vulnerability-specific runtime trigger.
FMS0376,FMS0376,CS_FMS0376,CHAINTRIX,CHAINTRIX: A multi-pipeline LLM-augmented framework for automated smart-contract security auditing,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis,candidate judgment,benchmark ground truth / public material,"The material supports benchmark-scored smart-contract findings after structural filtering and selective executable checking. Because executable validation is selective and the main result is an audit finding set, it does not establish a replay package for every reported candidate.",,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2605.09350,candidate-analysis system,,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,adjudicated_after_independent_double_coding_and_external_rereview,The pipeline contains fixed deterministic stages; agentic inclusion rests on feedback-driven re-auditing and routing of residual claims.
FMS0479,FMS0479,CS_FMS0479,CryptoFormalEval,CryptoFormalEval: Integrating LLMs and Formal Verification for Automated Cryptographic Protocol Vulnerability Detection,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;path and input exploration;execution observation;reproduction and validation,reproducible validation,benchmark ground truth / public material,The material supports Tamarin counterexamples that are translated and checked in the reported symbolic sandbox for the benchmark protocols. The result remains conditional on the correctness of the generated formalization and symbolic assumptions.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2411.13627,"reproduction-, validation-, and repair-centered agent",,context aggregation / rule extraction; feedback interpretation / loop adjustment,adjudicated_after_independent_double_coding_and_external_rereview,"The reviewed version states that supporting tools were planned for release, so public replay availability is limited."
FMS0533,FMS0533,CS_FMS0533,Detecting Vulnerability-Inducing Commits via Multi-Stage Reasoning with LLM-Base,Detecting Vulnerability-Inducing Commits via Multi-Stage Reasoning with LLM-Based Agents,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;reporting and audit,candidate judgment,benchmark ground truth / public material,The material supports vulnerability-inducing-commit judgments and explanations on the V-SZZ benchmark after multi-stage agent review. It does not provide execution evidence that independently validates exploitability.,,human_third_reviewer_adjudicated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2607.05772,candidate-analysis system,,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,adjudicated_after_independent_double_coding,Agent exchanges validate reasoning consistency rather than executing the target software.
FMS0677,FMS0677,CS_FMS0677,From Controlled to the Wild,From Controlled to the Wild: Evaluation of Pentesting Agents for the Real-World,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis,controlled task completion,benchmark ground truth / public material,The material supports finding-level evaluation of multi-step pentesting agents against expert-maintained target ground truth. It evaluates bounded target performance rather than establishing independent public disclosure outcomes.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2605.10834,long-horizon pentest and CRS agent,,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,The contribution is an evaluation protocol applied to existing agents rather than a new unified agent architecture.
FMS0885,FMS0885,CS_FMS0885,Let the Trial Begin,Let the Trial Begin: A Mock-Court Approach to Vulnerability Detection using LLM-Based Agents,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;reporting and audit,candidate judgment,benchmark ground truth / public material,The material supports vulnerability labels and explanations on the paired PrimeVul benchmark after structured multi-agent debate. It does not supply runtime validation of the predicted vulnerabilities.,,human_third_reviewer_adjudicated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://doi.org/10.1145/3744916.3773256,candidate-analysis system,,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,adjudicated_after_independent_double_coding,The interaction is model-to-model deliberation rather than tool-mediated execution feedback.
FMS0925,FMS0925,CS_FMS0925,LLM-SmartAudit,LLM-SmartAudit: Advanced Smart Contract Vulnerability Detection,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;reporting and audit,candidate judgment,benchmark ground truth / public material,The material supports smart-contract vulnerability findings and audit reports on labeled and Code4rena-derived datasets. It does not provide executable validation or item-level external alignment for each reported finding.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2410.09381,candidate-analysis system,,context aggregation / rule extraction,adjudicated_after_independent_double_coding_and_external_rereview,Public contest records provide dataset context; the reviewed material does not align each system output to an external outcome.
FMS1394,FMS1394,CS_FMS1394,StealthBench,StealthBench: Measuring Operational Stealth in Autonomous Offensive-Security Agents,target_software_study,integrated_multisource_search_through_2026-07-30,no qualifying label observed,controlled task completion,benchmark ground truth / public material,The material supports task-completion and stealth measurements for offensive agents across 14 dockerized scenarios with complete tool trajectories. It does not establish external vulnerability discovery beyond the released benchmark tasks.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2607.26314,long-horizon pentest and CRS agent,,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,"The principal result is benchmark task performance, even when individual scenarios contain real vulnerability behavior."
FMS1473,FMS1473,CS_FMS1473,Tool-Guided Retrieval-Augmented Repair for Securing LLM-Generated C Code,Tool-Guided Retrieval-Augmented Repair for Securing LLM-Generated C Code,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;execution observation;patch validation,reproducible validation,benchmark ground truth / public material,"The material supports iterative C-code repair checked by compilation, CodeQL, and final KLEE symbolic execution on the reported benchmarks. It does not establish maintenance or external confirmation of the generated repairs in deployed projects.",,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2607.21641,"reproduction-, validation-, and repair-centered agent",,context aggregation / rule extraction; feedback interpretation / loop adjustment,adjudicated_after_independent_double_coding_and_external_rereview,KLEE validation is one-shot after repair iterations; earlier loop feedback comes from compilation and CodeQL.
FMS0120,FMS0120,CS_FMS0120,AEGIS,AEGIS: From Clues to Verdicts -- Graph-Guided Deep Vulnerability Reasoning via Dialectics and Meta-Auditing,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; reproduction and validation,candidate judgment,benchmark ground truth / public material,The material supports repository-grounded vulnerability judgments on PrimeVul after graph slicing and agent review. It does not provide target execution or a replayable trigger for each judgment.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2603.20637,candidate-analysis system,,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,adjudicated_after_independent_double_coding_and_external_rereview,"The audit agent checks claims against retrieved traces, not against runtime exploit behavior."
FMS0219,FMS0219,CS_FMS0219,Are Frontier LLMs Ready for Cybersecurity? Evidence for Vertical Foundation Mode,Are Frontier LLMs Ready for Cybersecurity? Evidence for Vertical Foundation Models from Dual-Mode Vulnerability Benchmarks,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit,candidate judgment,benchmark ground truth / public material,The material supports bounded web-security task completion under the benchmark's tools and proof gates. It does not establish open-world discovery outside those targets and success conditions.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2605.23243,long-horizon pentest and CRS agent,,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,The principal result is benchmark task completion even when trajectories include exploit evidence.
FMS0347,FMS0347,CS_FMS0347,Bulkhead,Bulkhead: Automated Semantic Detection and Remediation of Container Escape Vulnerabilities,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; path and input exploration; execution observation; reproduction and validation; patch validation,reproducible validation,author-reported external clue,The material supports reproduced container-escape behaviors and checked repairs in the reported environment. Broader discovery and deployment claims require independent target and environment confirmation.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2607.12723,"reproduction-, validation-, and repair-centered agent",,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,adjudicated_after_independent_double_coding_and_external_rereview,Formal checks cover the modeled repair properties rather than every deployment behavior.
FMS0412,FMS0412,CS_FMS0412,Codexity,Codexity: Secure AI-assisted Code Generation,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;patch validation,reproducible validation,benchmark ground truth / public material,The material supports analyzer-checked repair of generated benchmark programs within a three-iteration loop. It does not establish exploit-level validation or real-project maintenance outcomes.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2405.03927,"reproduction-, validation-, and repair-centered agent",,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,Validation is based on static analyzers and benchmark generation rather than vulnerability-specific execution.
FMS0443,FMS0443,CS_FMS0443,ContractTinker,ContractTinker: LLM-Empowered Vulnerability Repair for Real-World Smart Contracts,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;patch validation,controlled task completion,benchmark ground truth / public material,"The material supports smart-contract patches checked by LLM review, compilation, and manual assessment on 48 reported findings. It does not provide executable exploit replay for every repair.",,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://doi.org/10.1145/3691620.3695349,"reproduction-, validation-, and repair-centered agent",,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,Compilation and manual checks occur after the LLM refinement loop and do not all feed back automatically.
FMS0488,FMS0488,CS_FMS0488,CVE-Bench,CVE-Bench: A Benchmark for AI Agents' Ability to Exploit Real-World Web Application Vulnerabilities,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;path and input exploration;execution observation;reproduction and validation,controlled task completion,benchmark ground truth / public material,The material supports exploit-task success within versioned sandbox applications and benchmark oracles. It does not by itself establish open-world discovery or transfer beyond those tasks.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2503.17332,long-horizon pentest and CRS agent,,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,The vulnerabilities are supplied benchmark targets rather than system-originated discoveries.
FMS0558,FMS0558,CS_FMS0558,DREA,DREA: Decoupled Reasoning and Exploration Agents for Repository-Level Vulnerability Detection,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis,candidate judgment,benchmark ground truth / public material,The material supports repository-level vulnerability judgments on validated vulnerability-fix pairs after agent-directed context acquisition. It does not supply execution-based validation of exploitability.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2607.13439,candidate-analysis system,,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,"Validated pairs provide benchmark provenance, not new externally confirmed findings."
FMS0659,FMS0659,CS_FMS0659,Fixing Security Vulnerabilities with AI in OSS-Fuzz,Fixing Security Vulnerabilities with AI in OSS-Fuzz,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; execution observation; patch validation,runtime safety signal,author-reported external clue,The material supports agent-generated patches checked against OSS-Fuzz exploit and build oracles in the reported projects. It does not establish downstream maintainer acceptance for every validated patch.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2411.03346,"reproduction-, validation-, and repair-centered agent",,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,adjudicated_after_independent_double_coding_and_external_rereview,OSS-Fuzz cases provide public provenance; acceptance and deployment are separate outcomes.
FMS0742,FMS0742,CS_FMS0742,Guiding AI to Fix Its Own Flaws,Guiding AI to Fix Its Own Flaws: An Empirical Study on LLM-Driven Secure Code Generation,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;patch validation,reproducible validation,benchmark ground truth / public material,The material supports iterative repair when revised code passes the reported CodeQL and functional checks. It does not establish exploit replay or independent confirmation of real-world fixes.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2506.23034,"reproduction-, validation-, and repair-centered agent",,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,Scanner acceptance is the main security oracle.
FMS0752,FMS0752,CS_FMS0752,HarnessAgent,HarnessAgent: Scaling Automatic Fuzzing Harness Construction with Tool-Augmented LLM Pipelines,target_software_study,integrated_multisource_search_through_2026-07-30,execution observation,controlled task completion,benchmark ground truth / public material,"The material supports compiling, validated fuzz harnesses and measured coverage gains on OSS-Fuzz targets. Harness success and coverage do not alone establish confirmed vulnerabilities.",,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2512.03420,feedback-driven fuzzing agent,,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,The principal outcome is harness construction rather than vulnerability confirmation.
FMS0782,FMS0782,CS_FMS0782,How Well Do Large Language Models Serve as End-to-End Secure Code Agents for Pyt,How Well Do Large Language Models Serve as End-to-End Secure Code Agents for Python?,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;patch validation,reproducible validation,benchmark ground truth / public material,The material supports iterative Python-code repair under Bandit and task checks. It does not establish exploit-level validation or performance on unseen deployed projects.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2408.10495,"reproduction-, validation-, and repair-centered agent",,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,The principal security signal is scanner output.
FMS0800,FMS0800,CS_FMS0800,Improving LLM-Assisted Secure Code Generation through Retrieval-Augmented-Genera,Improving LLM-Assisted Secure Code Generation through Retrieval-Augmented-Generation and Multi-Tool Feedback,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;execution observation;patch validation,reproducible validation,benchmark ground truth / public material,"The material supports repaired programs checked by compilation, CodeQL, and symbolic execution in the reported tasks. It does not establish maintainer acceptance or deployment outcomes.",,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2601.00509,"reproduction-, validation-, and repair-centered agent",,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,Different tools validate different properties and should not be treated as interchangeable oracles.
FMS0913,FMS0913,CS_FMS0913,LLM-based Vulnerability Detection at Project Scale,LLM-based Vulnerability Detection at Project Scale: An Empirical Study,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis,candidate judgment,benchmark ground truth / public material,The material supports project-scale vulnerability judgments and resource measurements on the study corpus. It does not provide runtime validation for every reported candidate.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2601.19239,candidate-analysis system,,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,The paper compares heterogeneous detector interfaces rather than one common execution oracle.
