record_id,title,year,source_type,publication_status,original_layer,analysis_layer,task_category,is_analytical_core,core_id,system_alias,a_level_original,primary_evidence_stage_original,external_evidence_profile_original,evidence_object_original,artifact_status_original,official_url,doi,inclusion_or_exclusion_reason,corpus_layer_note
CP177,Multi-Role Consensus Through LLMs Discussions for Vulnerability Detection,2024-07,conferencePaper,verified_by_official_source,Background,Background Context,Candidate,no,NA,NA,NA,NA,NA,NA,NA,https://ieeexplore.ieee.org/abstract/document/10726971,10.1109/QRS-C63300.2024.00173,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP178,Evaluation of ChatGPT Model for Vulnerability Detection,2023-04-12,preprint,preprint_or_arxiv_from_local_metadata,Supporting,Supporting,Benchmark/Evaluation,no,NA,NA,NA,NA,NA,NA,NA,http://arxiv.org/abs/2304.07232,10.48550/ARXIV.2304.07232,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP179,An Analysis of the Automatic Bug Fixing Performance of ChatGPT,2023-05,conferencePaper,verified_by_official_source,Excluded,Excluded,Candidate,no,NA,NA,NA,NA,NA,NA,NA,https://ieeexplore.ieee.org/abstract/document/10189263,10.1109/APR59189.2023.00012,与本文 agentic 漏洞挖掘主线关系弱或source-limited,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP180,"ChatGPT Prompt Patterns for Improving Code Quality, Refactoring, Requirements Elicitation, and Software Design",2024,bookSection,verified_by_official_source,Excluded,Excluded,Candidate,no,NA,NA,NA,NA,NA,NA,NA,urn:isbn:978-3-031-55642-5,10.1007/978-3-031-55642-5_4,与本文 agentic 漏洞挖掘主线关系弱或source-limited,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP181,Prompt-Enhanced Software Vulnerability Detection Using ChatGPT,"五月 23, 2024",conferencePaper,verified_by_official_source,Background,Background Context,Candidate,no,NA,NA,NA,NA,NA,NA,NA,urn:isbn:979-8-4007-0502-1,10.1145/3639478.3643065,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP182,Unifying Large Language Models and Knowledge Graphs: A Roadmap,2024-07,journalArticle,verified_by_official_source,Excluded,Excluded,Candidate,no,NA,NA,NA,NA,NA,NA,NA,https://ieeexplore.ieee.org/abstract/document/10387715,10.1109/TKDE.2024.3352100,与本文 agentic 漏洞挖掘主线关系弱或source-limited,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP183,Software Vulnerability Detection using Large Language Models,2023-10,conferencePaper,verified_by_official_source,Background,Background Context,Candidate,no,NA,NA,NA,NA,NA,NA,NA,https://ieeexplore.ieee.org/abstract/document/10301302,10.1109/ISSREW60843.2023.00058,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP184,Code Llama: Open Foundation Models for Code,2024-01-31,preprint,preprint_or_arxiv_from_local_metadata,Excluded,Excluded,Candidate,no,NA,NA,NA,NA,NA,NA,NA,http://arxiv.org/abs/2308.12950,10.48550/ARXIV.2308.12950,与本文 agentic 漏洞挖掘主线关系弱或source-limited,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP185,"Risks, Causes, and Mitigations of Widespread Deployments of Large Language Models (LLMs): A Survey",2024-09,conferencePaper,verified_by_official_source,Background,Background Context,Survey/Background,no,NA,NA,NA,NA,NA,NA,NA,https://ieeexplore.ieee.org/abstract/document/10863356,10.1109/AIBThings63359.2024.10863356,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP186,Finetuning Large Language Models for Vulnerability Detection,2025,journalArticle,verified_by_official_source,Background,Background Context,Candidate,no,NA,NA,NA,NA,NA,NA,NA,https://ieeexplore.ieee.org/abstract/document/10908394,10.1109/ACCESS.2025.3546700,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP187,LLM4Vuln: A Unified Evaluation Framework for Decoupling and Enhancing LLMs' Vulnerability Reasoning,2025-06-07,preprint,preprint_or_arxiv_from_local_metadata,Supporting,Supporting,Benchmark/Evaluation,no,NA,NA,NA,NA,NA,NA,NA,http://arxiv.org/abs/2401.16185,10.48550/ARXIV.2401.16185,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP188,"LLMs Cannot Reliably Identify and Reason About Security Vulnerabilities (Yet?): A Comprehensive Evaluation, Framework, and Benchmarks",2024-05,conferencePaper,verified_by_official_source,Supporting,Supporting,Benchmark/Evaluation,no,NA,NA,NA,NA,NA,NA,NA,https://ieeexplore.ieee.org/abstract/document/10646663,10.1109/SP54263.2024.00210,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP189,How Much Data is Enough Data? Fine-Tuning Large Language Models for In-House Translation: Performance Evaluation Across Multiple Dataset Sizes,2024-09,conferencePaper,verified_by_official_source,Supporting,Excluded,Benchmark/Evaluation,no,NA,NA,NA,NA,NA,NA,NA,https://aclanthology.org/2024.amta-research.20/,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP190,DefectHunter: A Novel LLM-Driven Boosted-Conformer-based Code Vulnerability Detection Mechanism,2023-09-27,preprint,preprint_or_arxiv_from_local_metadata,Background,Background Context,Candidate,no,NA,NA,NA,NA,NA,NA,NA,http://arxiv.org/abs/2309.15324,10.48550/ARXIV.2309.15324,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP191,A survey on large language model based autonomous agents,2024-03-22,journalArticle,preprint_or_arxiv_from_local_metadata,Background,Background Context,Candidate,no,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/abs/2308.11432,10.1007/s11704-024-40231-1,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP192,Fuzz4All: Universal Fuzzing with Large Language Models,"四月 12, 2024",conferencePaper,verified_by_official_source,Supporting,Supporting,Discovery,no,NA,NA,NA,NA,NA,NA,NA,urn:isbn:979-8-4007-0217-4,10.1145/3597503.3639121,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP193,Large Language Models for Cyber Security: A Systematic Literature Review,"九月 29, 2025",journalArticle,published_or_indexed_from_local_metadata,Background,Background Context,Survey/Background,no,NA,NA,NA,NA,NA,NA,NA,https://dl.acm.org/doi/10.1145/3769676,10.1145/3769676,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP194,Large Language Models for Test-Free Fault Localization,"二月 6, 2024",conferencePaper,verified_by_official_source,Background,Background Context,Candidate,no,NA,NA,NA,NA,NA,NA,NA,https://dl.acm.org/doi/10.1145/3597503.3623342,10.1145/3597503.3623342,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP195,WhiteFox: White-Box Compiler Fuzzing Empowered by Large Language Models,"十月 8, 2024",journalArticle,verified_by_official_source,Supporting,Supporting,Discovery,no,NA,NA,NA,NA,NA,NA,NA,https://dl.acm.org/doi/10.1145/3689736,10.1145/3689736,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP196,Evaluating the Impact of Conventional Code Analysis Against Large Language Models in API Vulnerability Detection,"June 5, 2024",conferencePaper,verified_by_official_source,Background,Background Context,Candidate,no,NA,NA,NA,NA,NA,NA,NA,urn:isbn:979-8-4007-1651-5,10.1145/3655693.3655701,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP197,Multitask-Based Evaluation of Open-Source LLM on Software Vulnerability,2024-11,journalArticle,verified_by_official_source,Supporting,Supporting,Benchmark/Evaluation,no,NA,NA,NA,NA,NA,NA,NA,https://ieeexplore.ieee.org/abstract/document/10706805,10.1109/TSE.2024.3470333,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP198,VTT-LLM: Advancing Vulnerability-to-Tactic-and-Technique Mapping through Fine-Tuning of Large Language Model,2024/1,journalArticle,verified_by_official_source,Excluded,Excluded,Candidate,no,NA,NA,NA,NA,NA,NA,NA,https://www.mdpi.com/2227-7390/12/9/1286,10.3390/math12091286,与本文 agentic 漏洞挖掘主线关系弱或source-limited,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP199,How Effective Are They? Exploring Large Language Model Based Fuzz Driver Generation,"September 11, 2024",conferencePaper,published_or_indexed_from_local_metadata,Supporting,Supporting,Discovery,no,NA,NA,NA,NA,NA,NA,NA,https://dl.acm.org/doi/10.1145/3650212.3680332,10.1145/3650212.3680355,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP200,Evaluating Large Language Models for Line-Level Vulnerability Localization,03/2024,journalArticle,preprint_or_arxiv_from_local_metadata,Background,Background Context,Candidate,no,NA,NA,NA,NA,NA,NA,NA,https://ui.adsabs.harvard.edu/abs/2024arXiv240400287Z/abstract,10.1109/TSE.2025.3649250,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP201,A Survey of Large Language Models,2026-03-18,preprint,preprint_or_arxiv_from_local_metadata,Background,Background Context,Survey/Background,no,NA,NA,NA,NA,NA,NA,NA,http://arxiv.org/abs/2303.18223,10.1007/s11704-026-60308-3,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP202,Comparison of Static Application Security Testing Tools and Large Language Models for Repo-level Vulnerability Detection,2024-07-23,preprint,preprint_or_arxiv_from_local_metadata,Background,Background Context,Candidate,no,NA,NA,NA,NA,NA,NA,NA,http://arxiv.org/abs/2407.16235,10.48550/ARXIV.2407.16235,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP203,Large Language Model for Vulnerability Detection: Emerging Results and Future Directions,2024-04-14,bookSection,verified_by_official_source,Background,Background Context,Survey/Background,no,NA,NA,NA,NA,NA,NA,NA,urn:isbn:979-8-4007-0500-7,10.1145/3639476.3639762,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP204,VulnLLMEval: A Framework for Evaluating Large Language Models in Software Vulnerability Detection and Patching,2024-09-16,preprint,preprint_or_arxiv_from_local_metadata,Supporting,Supporting,Benchmark/Evaluation,no,NA,NA,NA,NA,NA,NA,NA,http://arxiv.org/abs/2409.10756,10.48550/ARXIV.2409.10756,context/supporting record; not used for Core quantitative claims unless explicitly coded,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP205,VulDetect: A novel technique for detecting software vulnerabilities using Language Models,2023-07,conferencePaper,verified_by_official_source,Excluded,Excluded,Candidate,no,NA,NA,NA,NA,NA,NA,NA,https://ieeexplore.ieee.org/abstract/document/10224924,10.1109/CSR57506.2023.10224924,与本文 agentic 漏洞挖掘主线关系弱或source-limited,Corpus-layer audit: Analytical Core supports deep A/E interpretation; Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims.
CP206,FuzzingBrain V2: A Multi-Agent LLM System for Automated Vulnerability Discovery and Reproduction,2026,arXiv,arXiv preprint,Core,Core,automated vulnerability discovery and reproduction; OSS-Fuzz/AIxCC,yes,C28,FuzzingBrain V2,A4,E3,E4a,系统输出,arXiv PDF/HTML/source available; project artifact not assigned from current public metadata.,https://arxiv.org/abs/2605.21779,10.48550/arXiv.2605.21779,Included in current unified corpus; source-limited maintainer/CVE claims do not assign E4c.,Current unified corpus layer decision.
CP207,Execution-State-Aware LLM Reasoning for Automated Proof-of-Vulnerability Generation,2026,arXiv,arXiv preprint,Core,Core,PoV generation on SEC-bench,yes,C29,DrillAgent,A3,E3,E4b,系统输出,not assigned from current public metadata.,https://arxiv.org/abs/2602.13574,10.48550/arXiv.2602.13574,"Included in current unified corpus; benchmark ground truth is recorded as E4b, not E4c.",Current unified corpus layer decision.
CP208,OSS-CRS: Liberating AIxCC Cyber Reasoning Systems for Real-World Open-Source Security,2026,arXiv,arXiv preprint / HTML,Core,Core,cyber reasoning system / OSS-Fuzz deployment,yes,C30,OSS-CRS,A4,E3,E4a,系统输出,project page linked from arXiv; public availability recorded at source level.,https://arxiv.org/abs/2603.08566,10.48550/arXiv.2603.08566,Included in current unified corpus; unknown-bug claims remain source-limited and do not assign E4c.,Current unified corpus layer decision.
CP209,Contextualizing Sink Knowledge for Java Vulnerability Discovery,2026,arXiv,arXiv preprint,Core,Core,Java vulnerability discovery with sink knowledge and fuzzing/CRS context,yes,C31,GONDAR,A4,E3,E4a,系统输出,arXiv landing page and PDF/source available; no separate public artifact assigned in this release.,https://arxiv.org/abs/2604.01645,10.48550/arXiv.2604.01645,Included in current unified corpus; source-limited zero-day claims do not assign E4c.,Current unified corpus layer decision.
CP210,Cottontail: Large Language Model-Driven Concolic Execution for Highly Structured Test Input Generation,2025,arXiv,arXiv preprint; IEEE S&P 2026 according to arXiv,Supporting,Supporting,LLM-driven concolic execution / structured test generation,no,NA,COTTONTAIL,NA,NA,NA,NA,NA,https://arxiv.org/abs/2504.17542,10.48550/arXiv.2504.17542,Included in current unified corpus as Supporting boundary case.,Current unified corpus layer decision.
CP211,"SoK: DARPA's AI Cyber Challenge (AIxCC): Competition Design, Architectures, and Lessons Learned",2026,arXiv,arXiv preprint,Background,Background,AIxCC competition/CRS SoK,no,NA,AIxCC SoK,NA,NA,NA,NA,NA,https://arxiv.org/abs/2602.07666,10.48550/arXiv.2602.07666,Included in current unified corpus as Related Work / Background reference.,Current unified corpus layer decision.
CP212,Large language models-driven fuzzing: A systematic survey,2026,ScienceDirect,Engineering Applications of Artificial Intelligence,Background,Background,related survey on LLM-driven fuzzing,no,NA,Wan et al. survey,NA,NA,NA,NA,NA,https://www.sciencedirect.com/science/article/pii/S0952197626014090,10.1016/j.engappai.2026.115126,Included in current unified corpus as Related Work / Background reference.,Current unified corpus layer decision.
CP213,RAVEN: Agentic RAG for Automated Vulnerability Repair,2026,preprint,public_preprint,Core,Study-level coded,Candidate analysis,yes,U01,RAVEN,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2606.22647,NA,"Ground-truth-patch similarity and LLM review support benchmark task completion, not executable failing-before/passing-after patch validation.",Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP214,Revelio: Cost-Efficient Agentic Memory Safety Vulnerability Detection For Repository-Scale Codebases,2026,preprint,public_preprint,Core,Study-level coded,PoC/PoV validation,yes,U02,Revelio,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2606.22263,NA,The proposed labels apply the frozen operational definitions to the author and coder2 rationales; differences concern overlapping secondary stages or capabilities.,Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP215,"OpenAnt: LLM-Powered Vulnerability Discovery Through Code Decomposition, Adversarial Verification, and Dynamic Testing",2026,preprint,public_preprint,Core,Study-level coded,PoC/PoV validation,yes,U03,OpenAnt,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2606.19149,NA,"Dynamic tests provide runtime confirmation, but the generated environments are explicitly ephemeral and discarded.",Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP216,Code-Augur: Agentic Vulnerability Detection via Specification Inference,2026,preprint,public_preprint,Core,Study-level coded,Fuzzing / input exploration,yes,U04,Code-Augur,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2606.18619,NA,"Executable invariants, guided fuzzing, PoVs, and item-level public CVE or maintainer records support the aligned external category.",Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP217,Transferable Self-Evolving Playbooks for Agentic Security Auditing,2026,preprint,public_preprint,Core,Study-level coded,Pentest / CRS / long-horizon workflow,yes,U05,Transferable Self-Evolving Playbooks for Agentic Security Auditing,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2606.16420,NA,The proposed labels apply the frozen operational definitions to the author and coder2 rationales; differences concern overlapping secondary stages or capabilities.,Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP218,DIG: Oracle-Guided Directed Input Generation for One-Day Vulnerabilities,2026,preprint,public_preprint,Core,Study-level coded,PoC/PoV validation,yes,U06,DIG,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2606.13037,NA,The proposed labels apply the frozen operational definitions to the author and coder2 rationales; differences concern overlapping secondary stages or capabilities.,Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP219,"NeuroLog: Reasoning You Can Audit -- Neuro-Symbolic Vulnerability Discovery via LLM Facts, Datalog, and SMT",2026,preprint,public_preprint,Core,Study-level coded,Candidate analysis,yes,U07,NeuroLog,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2606.00669,NA,The proposed labels apply the frozen operational definitions to the author and coder2 rationales; differences concern overlapping secondary stages or capabilities.,Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP220,EvoRepair: Enhancing Vulnerability Repair Agents Through Experience-Based Self-Evolution,2026,preprint,public_preprint,Core,Study-level coded,PoC/PoV validation,yes,U08,EvoRepair,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2605.30105,NA,The proposed labels apply the frozen operational definitions to the author and coder2 rationales; differences concern overlapping secondary stages or capabilities.,Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP221,Quality-Assured Fuzz Harness Generation via the Four Principles Framework,2026,preprint,public_preprint,Core,Study-level coded,Fuzzing / input exploration,yes,U09,Quality-Assured Fuzz Harness Generation via the Four Principles Framework,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2605.21824,NA,"The public artifact supports reproducibility, while upstream fixes and confirmations remain aggregate rather than item-level aligned in the reviewed material.",Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP222,ContraFix: Skill-Enhanced Contrastive Runtime Analysis for Vulnerability Repair,2026,preprint,public_preprint,Core,Study-level coded,PoC/PoV validation,yes,U10,ContraFix,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2605.17450,NA,The proposed labels apply the frozen operational definitions to the author and coder2 rationales; differences concern overlapping secondary stages or capabilities.,Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP223,MemRepair: Hierarchical Memory for Agentic Repository-Level Vulnerability Repair,2026,preprint,public_preprint,Core,Study-level coded,PoC/PoV validation,yes,U11,MemRepair,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2605.17444,NA,The proposed labels apply the frozen operational definitions to the author and coder2 rationales; differences concern overlapping secondary stages or capabilities.,Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP224,Veritas: A Semantically Grounded Agentic Framework for Memory Corruption Vulnerability Detection in Binaries,2026,preprint,public_preprint,Core,Study-level coded,Candidate analysis,yes,U12,Veritas,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2605.15097,NA,The proposed labels apply the frozen operational definitions to the author and coder2 rationales; differences concern overlapping secondary stages or capabilities.,Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP225,FuzzAgent: Multi-Agent System for Evolutionary Library Fuzzing,2026,preprint,public_preprint,Core,Study-level coded,Fuzzing / input exploration,yes,U13,FuzzAgent,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2605.14431,NA,The proposed labels apply the frozen operational definitions to the author and coder2 rationales; differences concern overlapping secondary stages or capabilities.,Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP226,Agentic Fuzzing: Opportunities and Challenges,2026,preprint,public_preprint,Core,Study-level coded,Fuzzing / input exploration,yes,U14,Agentic Fuzzing,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2605.10074,NA,Clean-build PoC re-execution and linked public Chromium issue records support externally traceable material.,Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP227,Root-Cause-Driven Automated Vulnerability Repair,2026,preprint,public_preprint,Core,Study-level coded,PoC/PoV validation,yes,U15,Root-Cause-Driven Automated Vulnerability Repair,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2605.04251,NA,The proposed labels apply the frozen operational definitions to the author and coder2 rationales; differences concern overlapping secondary stages or capabilities.,Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP228,Generating Proof-of-Vulnerability Tests to Help Enhance the Security of Complex Software,2026,preprint,public_preprint,Core,Study-level coded,PoC/PoV validation,yes,U16,Generating Proof-of-Vulnerability Tests to Help Enhance the Security of Complex,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2605.03956,NA,The proposed labels apply the frozen operational definitions to the author and coder2 rationales; differences concern overlapping secondary stages or capabilities.,Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP229,FunFuzz: An LLM-Powered Evolutionary Fuzzing Framework,2026,preprint,public_preprint,Core,Study-level coded,Fuzzing / input exploration,yes,U17,FunFuzz,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2605.02789,NA,"Pinned compiler revisions, reproducible failures, a public artifact, and mapped upstream issue identifiers support the aligned external category.",Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP230,APIOT: Autonomous Vulnerability Management Across Bare-Metal Industrial OT Networks,2026,preprint,public_preprint,Core,Study-level coded,Pentest / CRS / long-horizon workflow,yes,U18,APIOT,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2605.02346,NA,The proposed labels apply the frozen operational definitions to the author and coder2 rationales; differences concern overlapping secondary stages or capabilities.,Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP231,QASecClaw: A Multi-Agent LLM Approach for False Positive Reduction in Static Application Security Testing,2026,preprint,public_preprint,Supporting,Extended synthesis,Candidate analysis,no,NA,NA,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2605.01885,NA,The proposed labels apply the frozen operational definitions to the author and coder2 rationales; differences concern overlapping secondary stages or capabilities.,Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP232,AgenticVM: Agentic AI for Adaptive Software Vulnerability Management,2026,preprint,public_preprint,Supporting,Extended synthesis,Candidate analysis,no,NA,NA,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2605.01739,NA,The proposed labels apply the frozen operational definitions to the author and coder2 rationales; differences concern overlapping secondary stages or capabilities.,Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP233,Symbolic Execution Meets Multi-LLM Orchestration: Detecting Memory Vulnerabilities in Incomplete Rust CVE Snippets,2026,preprint,public_preprint,Core,Study-level coded,Candidate analysis,yes,U21,Symbolic Execution Meets Multi-LLM Orchestration,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2605.00034,NA,"The public replication package preserves inputs, wrappers, symbolic-execution outputs, and environment details, supporting reproducible validation.",Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP234,Automation-Exploit: A Multi-Agent LLM Framework for Adaptive Offensive Security with Digital Twin-Based Risk-Mitigated Exploitation,2026,preprint,public_preprint,Core,Study-level coded,Pentest / CRS / long-horizon workflow,yes,U22,Automation-Exploit,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2604.22427,NA,The proposed labels apply the frozen operational definitions to the author and coder2 rationales; differences concern overlapping secondary stages or capabilities.,Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP235,Towards Optimal Agentic Architectures for Offensive Security Tasks,2026,preprint,public_preprint,Core,Study-level coded,Pentest / CRS / long-horizon workflow,yes,U23,Towards Optimal Agentic Architectures for Offensive Security Tasks,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2604.18718,NA,The proposed labels apply the frozen operational definitions to the author and coder2 rationales; differences concern overlapping secondary stages or capabilities.,Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP236,SynthFix: Adaptive Neuro-Symbolic Code Vulnerability Repair,2026,preprint,public_preprint,Supporting,Extended synthesis,Candidate analysis,no,NA,NA,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2604.17184,10.18653/v1/2026.findings-acl.1339,The public workflow is a fixed neuro-symbolic repair and selection pipeline; it lacks the observable Agentic tool-feedback loop required for study-level inclusion.,Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP237,V2E: Validating Smart Contract Vulnerabilities through Profit-driven Exploit Generation and Execution,2026,preprint,public_preprint,Core,Study-level coded,PoC/PoV validation,yes,U25,V2E,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2604.13611,NA,The proposed labels apply the frozen operational definitions to the author and coder2 rationales; differences concern overlapping secondary stages or capabilities.,Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
